movement_id,origin_code,origin_name,origin_district,origin_sub_district,origin_X,origin_Y,origin_in_cluster,cluster_name,destination_LBM_CY_id,destination_district,destination_sub_district,destination_X,destination_Y,species,number,weekly_volume
D-BGR-303-1-05-OUT,D-BGR-303,SUMPENA,BOGOR,JONGGOL,107.089,-6.4735,No,,D-BKS-002,BEKASI,CIKARANG SELATAN,107.11855,-6.359667,AK,25,50
D-BGR-303-1-06-OUT,D-BGR-303,SUMPENA,BOGOR,JONGGOL,107.089,-6.4735,No,,D-BKS-002,BEKASI,CIKARANG SELATAN,107.11855,-6.359667,DU,25,50
D-BGR-306-1-01-OUT,D-BGR-306,BAPAK HENDRA WK,BOGOR,CARIU,107.109383,-6.523917,No,,,BEKASI,CIBARUSAH,107.10946,-6.43545,BR,150,150
D-BGR-325-5-01-OUT,D-BGR-329,IBAD,BOGOR,CARINGIN,106.832617,-6.704833,No,,,BOGOR,CARINGIN,106.865557,-6.73657,BR,5,35
D-BGR-337-1-01-OUT,D-BGR-337,RIDHO MANDIRI,BOGOR,CIJERUK,106.792617,-6.677467,No,,,BOGOR,CIJERUK,106.783687,-6.685779,BR,20,140
D-BKS-017-1-01-OUT,D-BKS-017,P. HERU/ B. ADE/ BERKAH (HISYAM FARM),BEKASI,CIBARUSAH,107.074483,-6.438667,No,,,BEKASI,CIBARUSAH,107.10946,-6.43545,BR,100,700
D-BKS-020-2-01-OUT,D-BKS-021,BANGKIT JAYA ABADI  / H. ASEP,BEKASI,TAMBUN SELATAN,107.056017,-6.2797,No,,M-BKS-039,KOTA BEKASI,BANTARGEBANG,106.9873,-6.31285,BR,200,600
D-BKS-020-2-02-OUT,D-BKS-021,BANGKIT JAYA ABADI  / H. ASEP,BEKASI,TAMBUN SELATAN,107.056017,-6.2797,No,,M-BKS-059,KOTA BEKASI,BEKASI TIMUR,107.014517,-6.247967,BR,100,300
D-BKS-020-2-03-OUT,D-BKS-021,BANGKIT JAYA ABADI  / H. ASEP,BEKASI,TAMBUN SELATAN,107.056017,-6.2797,No,,,BEKASI,CIBITUNG,107.100834,-6.234693,BR,80,240
D-BKS-020-2-04-OUT,D-BKS-021,BANGKIT JAYA ABADI  / H. ASEP,BEKASI,TAMBUN SELATAN,107.056017,-6.2797,No,,,BEKASI,TAMBUN SELATAN,107.055361,-6.256546,BR,620,1860
D-BKS-024-1-01-OUT,D-BKS-024,AHMAD SAHRONI,BEKASI,TARUMAJAYA,106.994267,-6.1694,No,,M-BKS-027,KOTA BEKASI,MEDAN SATRIA,106.991317,-6.166917,AK,25,175
D-BKS-024-1-02-OUT,D-BKS-024,AHMAD SAHRONI,BEKASI,TARUMAJAYA,106.994267,-6.1694,No,,M-BKS-027,KOTA BEKASI,MEDAN SATRIA,106.991317,-6.166917,DU,25,175
D-BKS-024-1-03-OUT,D-BKS-024,AHMAD SAHRONI,BEKASI,TARUMAJAYA,106.994267,-6.1694,No,,,KOTA BEKASI,BEKASI UTARA,107.006032,-6.207365,AK,25,175
D-BKS-024-1-04-OUT,D-BKS-024,AHMAD SAHRONI,BEKASI,TARUMAJAYA,106.994267,-6.1694,No,,,KOTA BEKASI,BEKASI UTARA,107.006032,-6.207365,DU,25,175
D-BKS-025-1-01-OUT,D-BKS-025,ABDUL ROZAK,BEKASI,TARUMAJAYA,107.019767,-6.1091,No,,M-JKU-025,JAKARTA UTARA,TANJUNG PRIOK,106.943763,-6.126808,AK,10,70
D-BKS-027-1-01-OUT,D-BKS-027,TPnU Aman,BEKASI,TARUMAJAYA,107.007517,-6.134533,No,,M-JKU-025,JAKARTA UTARA,CILINCING,106.943763,-6.126808,AK,20,140
D-BKS-031-1-01-OUT,D-BKS-031,Abdilla,BEKASI,TARUMAJAYA,106.994317,-6.112517,No,,M-JKT-087,JAKARTA TIMUR,CAKUNG,106.966483,-6.1901,BR,10,70
D-BKS-031-1-02-OUT,D-BKS-031,Abdilla,BEKASI,TARUMAJAYA,106.994317,-6.112517,No,,,JAKARTA UTARA,CILINCING,106.943763,-6.126808,BR,10,70
D-BKS-032-1-01-OUT,D-BKS-032,H. MASIH,BEKASI,TARUMAJAYA,106.975617,-6.130833,No,,M-JKT-087,JAKARTA TIMUR,CAKUNG,106.966483,-6.1901,AK,10,70
D-BKS-032-1-02-OUT,D-BKS-032,H. MASIH,BEKASI,TARUMAJAYA,106.975617,-6.130833,No,,M-JKU-025,JAKARTA UTARA,CILINCING,106.943763,-6.126808,DU,10,70
D-BKS-044-1-01-OUT,,,,,,,No,,D-BKS-005,BEKASI,CIKARANG UTARA,107.06275,-6.2566,BR,2500,17500
D-BKS-044-1-02-OUT,,,,,,,No,,,BEKASI,CIKARANG UTARA,107.155541,-6.275284,BR,1000,7000
D-BKS-045-1-01-OUT,D-BKS-045,PD. H Jamal,BEKASI,KEDUNGWARINGIN,107.272483,-6.26655,No,,,BEKASI,KEDUNGWARINGIN,107.248355,-6.250874,LA,250,250
D-BKS-045-2-01-OUT,D-BKS-046,HJ ETI,BEKASI,KEDUNGWARINGIN,107.266333,-6.269183,No,,,BEKASI,KEDUNGWARINGIN,107.248355,-6.250874,LA,10,70
D-BKS-047-1-01-OUT,D-BKS-047,Cahaya Sumirat,BEKASI,KEDUNGWARINGIN,107.266233,-6.2732,No,,,BEKASI,KEDUNGWARINGIN,107.248355,-6.250874,LA,12,84
D-BKS-048-2-01-OUT,D-BKS-049,ADE,BEKASI,KEDUNGWARINGIN,107.253617,-6.246083,No,,,BEKASI,KEDUNGWARINGIN,107.248355,-6.250874,BR,36,252
D-BKS-048-2-02-OUT,D-BKS-049,ADE,BEKASI,KEDUNGWARINGIN,107.253617,-6.246083,No,,,BEKASI,TAMBUN SELATAN,107.055361,-6.256546,BR,200,1400
D-BKS-050-1-01-OUT,D-BKS-050,H. NAMI,BEKASI,KEDUNGWARINGIN,107.2341,-6.258967,No,,D-BKS-005,BEKASI,CIKARANG UTARA,107.06275,-6.2566,BR,1500,10500
D-BKS-052-1-01-OUT,D-BKS-052,WK SARMAN,BEKASI,KEDUNGWARINGIN,107.2432,-6.250233,No,,,BEKASI,KEDUNGWARINGIN,107.248355,-6.250874,LA,23,161
D-BKS-059-1-01-OUT,D-BKS-059,TPnU Juliah,BEKASI,CIBARUSAH,107.073833,-6.4384,No,,D-BKS-039,BEKASI,CIBARUSAH,107.074833,-6.43725,BR,150,1050
D-BKS-062-2-01-OUT,D-BKS-063,KISWI / UD ANANDA,BEKASI,KARANGBAHAGIA,107.170933,-6.2087,No,,D-BKS-034,BEKASI,CIKARANG SELATAN,107.1342,-6.376717,BR,500,3500
D-BKS-062-2-02-OUT,D-BKS-063,KISWI / UD ANANDA,BEKASI,KARANGBAHAGIA,107.170933,-6.2087,No,,D-BKS-005,BEKASI,CIKARANG UTARA,107.06275,-6.2566,BR,400,2800
D-BKS-062-2-03-OUT,D-BKS-063,KISWI / UD ANANDA,BEKASI,KARANGBAHAGIA,107.170933,-6.2087,No,,,BEKASI,CIBITUNG,107.100834,-6.234693,BR,150,1050
D-BKS-062-2-04-OUT,D-BKS-063,KISWI / UD ANANDA,BEKASI,KARANGBAHAGIA,107.170933,-6.2087,No,,,BEKASI,KEDUNGWARINGIN,107.248355,-6.250874,BR,150,1050
D-BKS-062-3-01-OUT,D-BKS-064,H. TARBIDIN,BEKASI,KARANGBAHAGIA,107.171783,-6.207567,No,,,BEKASI,KARANGBAHAGIA,107.196928,-6.217624,BR,2300,16100
D-BKS-065-2-01-OUT,D-BKS-066,IDERA JUJUR,BEKASI,CIKARANG UTARA,107.146067,-6.256467,No,,,BEKASI,CIKARANG UTARA,107.155541,-6.275284,BR,700,4900
D-BKS-065-3-01-OUT,D-BKS-067,Lestari Indah Jaya,BEKASI,CIKARANG UTARA,107.1461,-6.25645,No,,,BEKASI,CIKARANG UTARA,107.155541,-6.275284,AK,250,250
D-BKS-065-4-01-OUT,D-BKS-068,TIKA JAYA,BEKASI,CIKARANG UTARA,107.146033,-6.256883,No,,,BEKASI,CIKARANG UTARA,107.155541,-6.275284,BR,59,413
D-BKS-071-1-01-OUT,D-BKS-071,NISA JAYA,BEKASI,BABELAN,107.044617,-6.17525,No,,D-BKS-008,BEKASI,BABELAN,107.045333,-6.165583,BR,1500,10500
D-BKS-071-1-02-OUT,D-BKS-071,NISA JAYA,BEKASI,BABELAN,107.044617,-6.17525,No,,M-BKS-078,KOTA BEKASI,BEKASI UTARA,107.006032,-6.207365,BR,1000,7000
D-BKS-072-1-01-OUT,D-BKS-072,DUTA MAKMUR,BEKASI,BABELAN,107.045167,-6.164083,No,,,BEKASI,BABELAN,107.034407,-6.125705,BR,900,6300
D-BKS-073-1-01-OUT,D-BKS-073,PD BERKAH JAYA,BEKASI,TARUMAJAYA,107.016833,-6.110683,No,,,BEKASI,TARUMAJAYA,106.997547,-6.121953,BR,700,4900
D-BKS-074-1-01-OUT,D-BKS-074,SIBRO PEDAGANG AYAM,BEKASI,CIKARANG PUSAT,107.170183,-6.209833,No,,,BEKASI,BABELAN,107.034407,-6.125705,BR,500,3500
D-BKS-074-1-02-OUT,D-BKS-074,SIBRO PEDAGANG AYAM,BEKASI,CIKARANG PUSAT,107.170183,-6.209833,No,,,BEKASI,KARANGBAHAGIA,107.196928,-6.217624,BR,1200,8400
D-BKS-074-1-03-OUT,D-BKS-074,SIBRO PEDAGANG AYAM,BEKASI,CIKARANG PUSAT,107.170183,-6.209833,No,,,BEKASI,KARANGBAHAGIA,107.196928,-6.217624,BR,600,4200
D-TGR-002-1-01-OUT,D-TGR-002,H.SUWANDI,TANGERANG,TELUKNAGA,106.644433,-6.065083,No,,,JAKARTA BARAT,KALIDERES,106.704275,-6.134527,AK,35,245
D-TGR-002-1-02-OUT,D-TGR-002,H.SUWANDI,TANGERANG,TELUKNAGA,106.644433,-6.065083,No,,,KOTA TANGERANG,BATUCEPER,106.670528,-6.161995,AK,15,105
D-TGR-002-1-03-OUT,D-TGR-002,H.SUWANDI,TANGERANG,TELUKNAGA,106.644433,-6.065083,No,,,TANGERANG,TELUKNAGA,106.65965,-6.051627,AK,30,210
D-TGR-002-2-01-OUT,D-TGR-003,TPNU BAPAK MIRIN,TANGERANG,TELUKNAGA,106.644733,-6.067433,No,,M-TGR-035,KOTA TANGERANG,KARAWACI,106.626533,-6.179,AK,20,80
D-TGR-002-2-02-OUT,D-TGR-003,TPNU BAPAK MIRIN,TANGERANG,TELUKNAGA,106.644733,-6.067433,No,,,KOTA TANGERANG,NEGLASARI,106.630541,-6.142246,AK,20,80
D-TGR-002-2-03-OUT,D-TGR-003,TPNU BAPAK MIRIN,TANGERANG,TELUKNAGA,106.644733,-6.067433,No,,,TANGERANG,TELUKNAGA,106.65965,-6.051627,AK,10,70
D-TGR-002-3-01-OUT,D-TGR-004,TPNU BAPAK ENCEP,TANGERANG,TELUKNAGA,106.6445,-6.06505,No,,,TANGERANG,TELUKNAGA,106.65965,-6.051627,AK,30,210
D-TGR-002-3-02-OUT,D-TGR-004,TPNU BAPAK ENCEP,TANGERANG,TELUKNAGA,106.6445,-6.06505,No,,,TANGERANG,KELAPA DUA,106.609851,-6.242164,AK,30,90
D-TGR-002-4-01-OUT,D-TGR-005,TPNU BAPAK UCA,TANGERANG,TELUKNAGA,106.64445,-6.065067,No,,,TANGERANG,TELUKNAGA,106.65965,-6.051627,AK,15,105
D-TGR-006-1-01-OUT,D-TGR-006,SUNTA,TANGERANG,TELUKNAGA,106.644467,-6.056583,No,,,TANGERANG,TELUKNAGA,106.65965,-6.051627,AK,15,105
D-TGR-006-1-02-OUT,D-TGR-006,SUNTA,TANGERANG,TELUKNAGA,106.644467,-6.056583,No,,,TANGERANG,TELUKNAGA,106.65965,-6.051627,DU,20,140
D-TGR-009-1-01-OUT,D-TGR-009,TAUFIK CHICK,KOTA TANGERANG SELATAN,CIPUTAT,106.712167,-6.295617,No,,,KOTA TANGERANG SELATAN,CIPUTAT,106.725305,-6.308255,BR,3,21
D-TGR-009-1-02-OUT,D-TGR-009,TAUFIK CHICK,KOTA TANGERANG SELATAN,CIPUTAT,106.712167,-6.295617,No,,,KOTA TANGERANG SELATAN,CIPUTAT,106.725305,-6.308255,AK,2,14
D-TGR-013-1-01-OUT,D-TGR-013,BAPAK KOMARUDIN,KOTA TANGERANG SELATAN,CIPUTAT,106.723767,-6.320317,No,,,KOTA TANGERANG SELATAN,CIPUTAT,106.725305,-6.308255,BR,300,2100
D-TGR-013-1-02-OUT,D-TGR-013,BAPAK KOMARUDIN,KOTA TANGERANG SELATAN,CIPUTAT,106.723767,-6.320317,No,,D-TGR-091,KOTA TANGERANG SELATAN,CIPUTAT,106.714617,-6.316383,BR,600,4200
D-TGR-014-1-01-OUT,D-TGR-014,H.ROSID,KOTA TANGERANG SELATAN,CIPUTAT,106.746233,-6.312967,No,,,KOTA TANGERANG SELATAN,CIPUTAT,106.725305,-6.308255,AK,10,70
D-TGR-014-1-02-OUT,D-TGR-014,H.ROSID,KOTA TANGERANG SELATAN,CIPUTAT,106.746233,-6.312967,No,,,KOTA TANGERANG SELATAN,CIPUTAT,106.725305,-6.308255,DU,2,14
D-TGR-022-1-01-OUT,D-TGR-022,TPNU HAJI AWAY,TANGERANG,RAJEG,106.5155,-6.131317,No,,,TANGERANG,RAJEG,106.510267,-6.116067,BR,200,1400
D-TGR-022-1-02-OUT,D-TGR-022,TPNU HAJI AWAY,TANGERANG,RAJEG,106.5155,-6.131317,No,,D-TGR-090,TANGERANG,PASAR KEMIS,106.569183,-6.158067,BR,200,1400
D-TGR-022-1-03-OUT,D-TGR-022,TPNU HAJI AWAY,TANGERANG,RAJEG,106.5155,-6.131317,No,,,TANGERANG,RAJEG,106.510267,-6.116067,BR,900,6300
D-TGR-023-2-01-OUT,D-TGR-024,CECEP,TANGERANG,RAJEG,106.4853,-6.117067,No,,,TANGERANG,RAJEG,106.510267,-6.116067,BR,50,50
D-TGR-023-4-01-OUT,D-TGR-026,MANSUR,TANGERANG,RAJEG,106.485433,-6.1282,No,,,TANGERANG,RAJEG,106.510267,-6.116067,BR,30,210
D-TGR-029-1-01-OUT,D-TGR-029,PRIMA GROUP,TANGERANG,KELAPA DUA,106.62225,-6.249083,No,,D-TGR-030,TANGERANG,KELAPA DUA,106.609851,-6.242164,BR,400,2800
D-TGR-029-1-02-OUT,D-TGR-029,PRIMA GROUP,TANGERANG,KELAPA DUA,106.62225,-6.249083,No,,,TANGERANG,KELAPA DUA,106.609851,-6.242164,BR,75,525
D-TGR-036-1-01-OUT,D-TGR-036,PD RISMA JAYA,TANGERANG,SEPATAN,106.586983,-6.091267,No,,D-TGR-034,TANGERANG,SEPATAN,106.573983,-6.11995,BR,600,4200
D-TGR-036-1-02-OUT,D-TGR-036,PD RISMA JAYA,TANGERANG,SEPATAN,106.586983,-6.091267,No,,,TANGERANG,SEPATAN,106.579952,-6.118942,BR,400,2800
D-TGR-038-1-01-OUT,D-TGR-038,H.SURYA,TANGERANG,SEPATAN,106.582167,-6.125483,No,,M-JKB-034,JAKARTA BARAT,CENGKARENG,106.728867,-6.15205,DU,200,1400
D-TGR-038-1-02-OUT,D-TGR-038,H.SURYA,TANGERANG,SEPATAN,106.582167,-6.125483,No,,M-JKS-022,JAKARTA SELATAN,PASAR MINGGU,106.843417,-6.284467,DU,50,350
D-TGR-038-1-03-OUT,D-TGR-038,H.SURYA,TANGERANG,SEPATAN,106.582167,-6.125483,No,,,KOTA TANGERANG,JATIUWUNG,106.575282,-6.198014,DU,400,2800
D-TGR-040-1-01-OUT,D-TGR-040,TPNU PAK EMAD,TANGERANG,SEPATAN,106.57495,-6.11525,No,,,TANGERANG,SEPATAN,106.579952,-6.118942,DU,10,60
D-TGR-040-1-02-OUT,D-TGR-040,TPNU PAK EMAD,TANGERANG,SEPATAN,106.57495,-6.11525,No,,,TANGERANG,CURUG,106.566156,-6.242401,DU,5,35
D-TGR-041-1-01-OUT,D-TGR-041,UDIN,TANGERANG,SEPATAN TIMUR,106.602783,-6.1139,No,,M-TGR-035,KOTA TANGERANG,KARAWACI,106.626533,-6.179,AK,30,210
D-TGR-041-1-02-OUT,D-TGR-041,UDIN,TANGERANG,SEPATAN TIMUR,106.602783,-6.1139,No,,M-TGR-035,KOTA TANGERANG,KARAWACI,106.626533,-6.179,DU,10,70
D-TGR-050-1-01-OUT,D-TGR-050,TPNU BAPAK UWENG,TANGERANG,CIKUPA,106.519933,-6.23075,No,,,TANGERANG,CIKUPA,106.516213,-6.217902,BR,400,2800
D-TGR-055-1-01-OUT,D-TGR-055,CV. SUMBER REJEKY,TANGERANG,KOSAMBI,107.2483549,-6.250873707,No,,,TANGERANG,KOSAMBI,106.688208,-6.076887,BR,50,350
D-TGR-056-1-01-OUT,D-TGR-056,CAHAYA BARU,TANGERANG,KOSAMBI,106.642167,-6.110917,No,,,TANGERANG,KOSAMBI,106.688208,-6.076887,BR,300,2100
D-TGR-060-1-01-OUT,D-TGR-060,MIHADI,TANGERANG,LEGOK,106.572433,-6.30615,No,,D-TGR-059,TANGERANG,CURUG,106.554817,-6.257733,BR,200,1400
D-TGR-060-1-02-OUT,D-TGR-060,MIHADI,TANGERANG,LEGOK,106.572433,-6.30615,No,,D-TGR-030,TANGERANG,KELAPA DUA,106.609851,-6.242164,BR,700,4900
D-TGR-060-1-03-OUT,D-TGR-060,MIHADI,TANGERANG,LEGOK,106.572433,-6.30615,No,,,TANGERANG,LEGOK,106.565335,-6.304275,BR,100,700
D-TGR-061-1-01-OUT,D-TGR-061,CIRCU MANDIRI BAROKAH,TANGERANG,LEGOK,106.57255,-6.3148,No,,D-TGR-059,TANGERANG,CURUG,106.554817,-6.257733,BR,200,1400
D-TGR-061-1-02-OUT,D-TGR-061,CIRCU MANDIRI BAROKAH,TANGERANG,LEGOK,106.57255,-6.3148,No,,D-BGR-189,BOGOR,PARUNG PANJANG,106.568433,-6.343733,BR,50,350
D-TGR-061-1-03-OUT,D-TGR-061,CIRCU MANDIRI BAROKAH,TANGERANG,LEGOK,106.57255,-6.3148,No,,D-TGR-044,TANGERANG,CIKUPA,106.519683,-6.222417,BR,100,700
D-TGR-063-3-01-OUT,D-TGR-066,ISWAN,TANGERANG,TIGARAKSA,106.466467,-6.267633,No,,D-TGR-064,TANGERANG,TIGARAKSA,106.467217,-6.267933,BR,214,214
D-TGR-067-1-01-OUT,D-TGR-067,SUARJA,TANGERANG,KEMIRI,106.463983,-6.110783,No,,,KOTA TANGERANG,PERIUK,106.594281,-6.167456,AK,10,70
D-TGR-067-1-02-OUT,D-TGR-067,SUARJA,TANGERANG,KEMIRI,106.463983,-6.110783,No,,,KOTA TANGERANG,PERIUK,106.594281,-6.167456,DU,15,105
D-TGR-068-1-01-OUT,D-TGR-068,TPNU BAPAK MADRASAH,TANGERANG,KEMIRI,106.4571,-6.120733,No,,M-TGR-035,KOTA TANGERANG,KARAWACI,106.626533,-6.179,AK,5,35
D-TGR-068-1-02-OUT,D-TGR-068,TPNU BAPAK MADRASAH,TANGERANG,KEMIRI,106.4571,-6.120733,No,,M-TGR-035,KOTA TANGERANG,KARAWACI,106.626533,-6.179,DU,6,42
D-TGR-070-1-01-OUT,D-TGR-070,TPNU BAPAK TIRJO,TANGERANG,KEMIRI,106.45685,-6.119317,No,,,TANGERANG,SEPATAN,106.579952,-6.118942,AK,10,50
D-TGR-070-1-02-OUT,D-TGR-070,TPNU BAPAK TIRJO,TANGERANG,KEMIRI,106.45685,-6.119317,No,,,TANGERANG,SEPATAN,106.579952,-6.118942,DU,5,25
D-TGR-205-1-01-OUT,D-TGR-205,AJA,TANGERANG,KEMIRI,106.468117,-6.088517,No,,,TANGERANG,KEMIRI,106.463858,-6.087464,BR,10,70
D-TGR-205-1-02-OUT,D-TGR-205,AJA,TANGERANG,KEMIRI,106.468117,-6.088517,No,,,TANGERANG,RAJEG,106.510267,-6.116067,BR,100,700
D-TGR-205-1-03-OUT,D-TGR-205,AJA,TANGERANG,KEMIRI,106.468117,-6.088517,No,,,TANGERANG,MAUK,106.519243,-6.056303,BR,165,1155
D-TGR-205-1-04-OUT,D-TGR-205,AJA,TANGERANG,KEMIRI,106.468117,-6.088517,No,,,TANGERANG,KEMIRI,106.463858,-6.087464,BR,85,595
D-TGR-210-1-01-OUT,D-TGR-210,ENJUN/JUNAEDI,TANGERANG,SEPATAN,106.5914,-6.09095,No,,,TANGERANG,SEPATAN,106.579952,-6.118942,LA,300,300
D-TGR-210-1-02-OUT,D-TGR-210,ENJUN/JUNAEDI,TANGERANG,SEPATAN,106.5914,-6.09095,No,,,TANGERANG,PAKUHAJI,106.606314,-6.058405,LA,100,100
D-TGR-210-1-03-OUT,D-TGR-210,ENJUN/JUNAEDI,TANGERANG,SEPATAN,106.5914,-6.09095,No,,,KOTA TANGERANG,JATIUWUNG,106.575282,-6.198014,LA,100,100
D-TGR-210-1-04-OUT,D-TGR-210,ENJUN/JUNAEDI,TANGERANG,SEPATAN,106.5914,-6.09095,No,,,TANGERANG,PASAR KEMIS,106.552616,-6.158697,LA,100,100
D-TGR-210-2-01-OUT,D-TGR-211,PAHMI YUDA (PAHMI YUDIN),TANGERANG,SEPATAN,106.590033,-6.089283,No,,D-TGR-210,TANGERANG,SEPATAN,106.974267,-6.233567,LA,38,38
D-TGR-212-1-01-OUT,D-TGR-212,TEA / TEHA,TANGERANG,SEPATAN,106.575183,-6.11505,No,,M-JKS-022,JAKARTA SELATAN,PASAR MINGGU,106.843417,-6.284467,DU,500,500
D-TGR-212-1-02-OUT,D-TGR-212,TEA / TEHA,TANGERANG,SEPATAN,106.575183,-6.11505,No,,M-JKB-034,JAKARTA BARAT,CENGKARENG,106.728867,-6.15205,DU,400,2800
D-TGR-212-1-03-OUT,D-TGR-212,TEA / TEHA,TANGERANG,SEPATAN,106.575183,-6.11505,No,,,KOTA TANGERANG,PINANG,106.666327,-6.215747,DU,150,1050
D-TGR-212-1-04-OUT,D-TGR-212,TEA / TEHA,TANGERANG,SEPATAN,106.575183,-6.11505,No,,,TANGERANG,SEPATAN,106.579952,-6.118942,DU,500,500
D-TGR-212-1-05-OUT,D-TGR-212,TEA / TEHA,TANGERANG,SEPATAN,106.575183,-6.11505,No,,,KOTA TANGERANG,CIPONDOH,106.681844,-6.186329,DU,500,500
D-TGR-213-1-01-OUT,D-TGR-213,AMRIN,TANGERANG,TELUKNAGA,106.641767,-6.0638,No,,,TANGERANG,TELUKNAGA,106.65965,-6.051627,BR,50,350
D-TGR-214-1-01-OUT,D-TGR-214,RICO AKBARI,TANGERANG,TELUKNAGA,106.644783,-6.065233,No,,,TANGERANG,TELUKNAGA,106.65965,-6.051627,BR,150,1050
D-TGR-217-1-01-OUT,D-TGR-217,RESTU IBU APANG CS,TANGERANG,MAUK,106.541283,-6.086017,No,,D-TGR-034,TANGERANG,SEPATAN,106.573983,-6.11995,BR,350,2450
D-TGR-217-1-02-OUT,D-TGR-217,RESTU IBU APANG CS,TANGERANG,MAUK,106.541283,-6.086017,No,,,TANGERANG,SUKADIRI,106.558066,-6.070104,BR,50,350
D-TGR-218-1-01-OUT,D-TGR-218,H.SAYUTI,TANGERANG,LEGOK,106.575283,-6.277033,No,,M-TGR-065,KOTA TANGERANG,KARAWACI,106.618433,-6.17,BR,500,3500
D-TGR-218-1-02-OUT,D-TGR-218,H.SAYUTI,TANGERANG,LEGOK,106.575283,-6.277033,No,,D-TGR-059,TANGERANG,CURUG,106.554817,-6.257733,BR,60,420
D-TGR-218-1-03-OUT,D-TGR-218,H.SAYUTI,TANGERANG,LEGOK,106.575283,-6.277033,No,,,TANGERANG,LEGOK,106.565335,-6.304275,BR,10,70
D-TGR-221-1-01-OUT,D-TGR-221,BOAN,TANGERANG,TELUKNAGA,106.644383,-6.065033,No,,M-TGR-035,KOTA TANGERANG,KARAWACI,106.626533,-6.179,AK,50,350
D-TGR-225-1-01-OUT,D-TGR-225,PANGKALAN RUMIN,TANGERANG,TELUKNAGA,106.645817,-6.065517,No,,,TANGERANG,TELUKNAGA,106.65965,-6.051627,DU,50,350
D-TGR-252-1-01-OUT,D-TGR-252,HASNA BROILER,KOTA TANGERANG SELATAN,PAMULANG,106.747833,-6.3567,No,,D-TGR-012,KOTA TANGERANG SELATAN,CIPUTAT,106.746233,-6.324383,BR,100,700
D-TGR-254-1-01-OUT,D-TGR-254,MURTADO,KOTA TANGERANG SELATAN,CIPUTAT TIMUR,106.754783,-6.314083,No,,D-TGR-012,KOTA TANGERANG SELATAN,CIPUTAT,106.746233,-6.324383,BR,300,2100
D-TGR-254-1-02-OUT,D-TGR-254,MURTADO,KOTA TANGERANG SELATAN,CIPUTAT TIMUR,106.754783,-6.314083,No,,,JAKARTA SELATAN,KEBAYORAN LAMA,106.77994,-6.249171,BR,300,2100
D-TGR-254-1-03-OUT,D-TGR-254,MURTADO,KOTA TANGERANG SELATAN,CIPUTAT TIMUR,106.754783,-6.314083,No,,D-TGR-015,KOTA TANGERANG SELATAN,CIPUTAT,106.746417,-6.312483,BR,240,1680
D-TGR-255-1-01-OUT,D-TGR-255,MARYONO (INTI SARI JAYA),KOTA TANGERANG SELATAN,CIPUTAT,106.745717,-6.302667,No,,D-TGR-073,KOTA TANGERANG SELATAN,SERPONG,106.6853,-6.30535,BR,500,3500
D-TGR-255-1-02-OUT,D-TGR-255,MARYONO (INTI SARI JAYA),KOTA TANGERANG SELATAN,CIPUTAT,106.745717,-6.302667,No,,D-TGR-015,KOTA TANGERANG SELATAN,CIPUTAT,106.746417,-6.312483,BR,1500,10500
D-TGR-255-1-03-OUT,D-TGR-255,MARYONO (INTI SARI JAYA),KOTA TANGERANG SELATAN,CIPUTAT,106.745717,-6.302667,No,,,KOTA DEPOK,SUKMA JAYA,106.843648,-6.397203,BR,500,3500
D-TGR-255-1-04-OUT,D-TGR-255,MARYONO (INTI SARI JAYA),KOTA TANGERANG SELATAN,CIPUTAT,106.745717,-6.302667,No,,M-JKS-036,JAKARTA SELATAN,KEBAYORAN LAMA,106.781983,-6.237867,BR,500,3500
M-BGR-009-1-01-OUT,M-BGR-009,KARYA MUDA FARM,KOTA BOGOR,TANAH SEREAL,106.7737,-6.549483,No,,,KOTA BOGOR,TANAH SEREAL,106.785377,-6.546404,BR,500,3500
M-BGR-010-1-01-OUT,M-BGR-010,BAPAK SUGENG ADRIANUS ADI,KOTA BOGOR,BOGOR BARAT,106.757817,-6.565217,No,,,KOTA BOGOR,BOGOR UTARA,106.819344,-6.570972,BR,225,675
M-BGR-010-1-02-OUT,M-BGR-010,BAPAK SUGENG ADRIANUS ADI,KOTA BOGOR,BOGOR BARAT,106.757817,-6.565217,No,,,KOTA BOGOR,BOGOR TENGAH,106.7981,-6.593768,BR,88,616
M-BGR-010-1-03-OUT,M-BGR-010,BAPAK SUGENG ADRIANUS ADI,KOTA BOGOR,BOGOR BARAT,106.757817,-6.565217,No,,,BOGOR,CIBINONG,106.835521,-6.484212,BR,75,525
M-BGR-011-1-01-OUT,M-BGR-011,NAWAWI,KOTA BOGOR,BOGOR SELATAN,106.82745,-6.6753,No,,M-BGR-005,KOTA BOGOR,BOGOR TENGAH,106.791483,-6.5926,AK,600,1800
M-BGR-011-1-02-OUT,M-BGR-011,NAWAWI,KOTA BOGOR,BOGOR SELATAN,106.82745,-6.6753,No,,M-BGR-005,KOTA BOGOR,BOGOR TENGAH,106.791483,-6.5926,DU,500,1000
M-BGR-011-1-03-OUT,M-BGR-011,NAWAWI,KOTA BOGOR,BOGOR SELATAN,106.82745,-6.6753,No,,M-BGR-005,KOTA BOGOR,BOGOR TENGAH,106.791483,-6.5926,LA,630,4410
