movement_id,origin_code,origin_name,origin_district,origin_sub_district,origin_X,origin_Y,origin_in_cluster,cluster_name,destination_LBM_CY_id,destination_district,destination_sub_district,destination_X,destination_Y,species,number,weekly_volume
M-BGR-011-1-04-OUT,M-BGR-011,NAWAWI,KOTA BOGOR,BOGOR SELATAN,106.82745,-6.6753,No,,M-BGR-007,KOTA BOGOR,BOGOR SELATAN,106.801033,-6.603633,DU,100,200
M-BGR-013-1-01-OUT,M-BGR-013,Pak H Ahmad,KOTA BOGOR,BOGOR TENGAH,106.801117,-6.60365,No,,,KOTA BOGOR,BOGOR TENGAH,106.7981,-6.593768,LA,80,80
M-BGR-014-1-01-OUT,M-BGR-014,H.IYUL,KOTA BOGOR,BOGOR TENGAH,106.788033,-6.5849,No,,,KOTA BOGOR,BOGOR UTARA,106.819344,-6.570972,AK,50,50
M-BGR-014-1-02-OUT,M-BGR-014,H.IYUL,KOTA BOGOR,BOGOR TENGAH,106.788033,-6.5849,No,,,KOTA BOGOR,BOGOR UTARA,106.819344,-6.570972,AK,10,40
M-BGR-014-1-03-OUT,M-BGR-014,H.IYUL,KOTA BOGOR,BOGOR TENGAH,106.788033,-6.5849,No,,M-BGR-002,KOTA BOGOR,BOGOR TENGAH,106.7981,-6.593768,AK,25,175
M-BGR-015-1-01-OUT,M-BGR-015,Herman,KOTA BOGOR,BOGOR BARAT,106.77795,-6.593783,No,,,BOGOR,CIOMAS,106.762249,-6.608629,AK,70,70
M-BGR-015-1-02-OUT,M-BGR-015,Herman,KOTA BOGOR,BOGOR BARAT,106.77795,-6.593783,No,,,KOTA BOGOR,BOGOR BARAT,106.765542,-6.573272,AK,5,5
M-BGR-015-1-03-OUT,M-BGR-015,Herman,KOTA BOGOR,BOGOR BARAT,106.77795,-6.593783,No,,,BOGOR,CIOMAS,106.762249,-6.608629,AK,10,20
M-BKS-002-1-01-OUT,M-BKS-002-CY,CV. SEKAR PUTRA HARAPAN/ B. TRIYANTI,KOTA BEKASI,JATISAMPURNA,106.928,-6.3601,No,,,KOTA BEKASI,JATISAMPURNA,106.924812,-6.364892,BR,500,3500
M-BKS-008-7-01-OUT,M-BKS-014,MUI,KOTA BEKASI,PONDOKMELATI,106.934017,-6.307267,No,,,KOTA BEKASI,BEKASI SELATAN,106.977648,-6.258057,BR,1500,10500
M-BKS-008-7-02-OUT,M-BKS-014,MUI,KOTA BEKASI,PONDOKMELATI,106.934017,-6.307267,No,,M-BGR-003,KOTA BEKASI,JATIASIH,106.7981,-6.593768,BR,700,4900
M-BKS-008-7-03-OUT,M-BKS-014,MUI,KOTA BEKASI,PONDOKMELATI,106.934017,-6.307267,No,,,JAKARTA TIMUR,DUREN SAWIT,106.920417,-6.232474,BR,1300,9100
M-BKS-008-7-04-OUT,M-BKS-014,MUI,KOTA BEKASI,PONDOKMELATI,106.934017,-6.307267,No,,,KOTA BEKASI,PONDOKMELATI,106.928274,-6.309921,BR,1500,10500
M-BKS-016-1-01-OUT,M-BKS-016,SUGIYANTO/AYAM PUTIH/SOBIJAH,KOTA BEKASI,JATIASIH,106.968033,-6.284833,No,,,KOTA BEKASI,JATIASIH,106.952391,-6.307339,BR,300,2100
M-BKS-016-1-02-OUT,M-BKS-016,SUGIYANTO/AYAM PUTIH/SOBIJAH,KOTA BEKASI,JATIASIH,106.968033,-6.284833,No,,,KOTA BEKASI,BEKASI TIMUR,107.019131,-6.242045,BR,300,2100
M-BKS-016-1-03-OUT,M-BKS-016,SUGIYANTO/AYAM PUTIH/SOBIJAH,KOTA BEKASI,JATIASIH,106.968033,-6.284833,No,,,KOTA BEKASI,JATIASIH,106.952391,-6.307339,BR,1100,7700
M-BKS-016-3-01-OUT,M-BKS-019,UTOMO CHICKEN,KOTA BEKASI,JATIASIH,106.967083,-6.288517,No,,,BEKASI,CIBITUNG,107.100834,-6.234693,BR,200,1400
M-BKS-016-4-01-OUT,M-BKS-020,MARULON / UYONG,KOTA BEKASI,JATIASIH,106.94215,-6.337367,No,,D-BGR-043,BOGOR,CIOMAS,106.752183,-6.575983,BR,500,3500
M-BKS-025-1-01-OUT,M-BKS-025,ABU,KOTA BEKASI,BEKASI BARAT,107.2483549,-6.250873707,No,,M-BKS-022,KOTA BEKASI,BEKASI BARAT,106.9673,-6.23435,BR,1500,10500
M-BKS-025-2-01-OUT,M-BKS-026,ACE / SRB,KOTA BEKASI,BEKASI BARAT,106.974433,-6.2337,No,,M-BKS-006,KOTA BEKASI,BEKASI TIMUR,106.9239,-6.365233,BR,100,700
M-BKS-025-2-02-OUT,M-BKS-026,ACE / SRB,KOTA BEKASI,BEKASI BARAT,106.974433,-6.2337,No,,M-BKS-022,KOTA BEKASI,BEKASI BARAT,106.9673,-6.23435,BR,2200,15400
M-BKS-038-2-01-OUT,M-BKS-043,MULYONO,KOTA BEKASI,BANTARGEBANG,106.991183,-6.313533,No,,,KOTA BEKASI,BANTARGEBANG,106.991365,-6.338926,BR,300,2100
M-BKS-038-3-01-OUT,M-BKS-041,AA / ROBY JAYA,KOTA BEKASI,BANTARGEBANG,106.987483,-6.313033,No,,,KOTA BEKASI,BANTARGEBANG,106.991365,-6.338926,BR,450,3150
M-BKS-040-1-01-OUT,M-BKS-040,AHMAD YANI/UD MANDIRI 2,KOTA BEKASI,BANTARGEBANG,106.984867,-6.31245,No,,,KOTA BEKASI,BANTARGEBANG,106.991365,-6.338926,BR,100,700
M-BKS-044-1-01-OUT,M-BKS-044,BISMA ADI PRATAMA,KOTA BEKASI,BEKASI SELATAN,107.2483549,-6.250873707,No,,M-BKS-007,KOTA BEKASI,BEKASI SELATAN,106.9239,-6.365233,BR,500,3500
M-BKS-044-1-02-OUT,M-BKS-044,BISMA ADI PRATAMA,KOTA BEKASI,BEKASI SELATAN,107.2483549,-6.250873707,No,,,KOTA BEKASI,BEKASI SELATAN,106.977648,-6.258057,BR,925,6475
M-BKS-051-1-01-OUT,M-BKS-051,Maju Lancar,KOTA BEKASI,BEKASI UTARA,106.991767,-6.2101,No,,D-BKS-008,BEKASI,BABELAN,107.045333,-6.165583,BR,1000,7000
M-BKS-051-1-02-OUT,M-BKS-051,Maju Lancar,KOTA BEKASI,BEKASI UTARA,106.991767,-6.2101,No,,M-JKT-074,JAKARTA TIMUR,CAKUNG,106.901333,-6.2123,BR,1500,10500
M-BKS-051-1-03-OUT,M-BKS-051,Maju Lancar,KOTA BEKASI,BEKASI UTARA,106.991767,-6.2101,No,,,KOTA BEKASI,BEKASI UTARA,107.006032,-6.207365,BR,700,4900
M-BKS-051-1-04-OUT,M-BKS-051,Maju Lancar,KOTA BEKASI,BEKASI UTARA,106.991767,-6.2101,No,,,KOTA BEKASI,BEKASI UTARA,107.006032,-6.207365,BR,300,2100
M-BKS-052-1-01-OUT,M-BKS-052,ATO/MATO,KOTA BEKASI,BEKASI UTARA,107.006867,-6.23295,No,,M-BKS-005,KOTA BEKASI,RAWALUMBU,106.9239,-6.365233,AK,30,210
M-BKS-063-1-01-OUT,M-BKS-063,Cirajaya,KOTA BEKASI,BEKASI TIMUR,107.019017,-6.243883,No,,M-BKS-059,KOTA BEKASI,BEKASI TIMUR,107.014517,-6.247967,BR,750,5250
M-BKS-063-1-02-OUT,M-BKS-063,Cirajaya,KOTA BEKASI,BEKASI TIMUR,107.019017,-6.243883,No,,,KOTA BEKASI,BEKASI TIMUR,107.019131,-6.242045,BR,200,1400
M-BKS-064-1-01-OUT,M-BKS-064,JAWA UNGGAS,KOTA BEKASI,BEKASI TIMUR,107.021317,-6.24795,No,,,KOTA BEKASI,BEKASI TIMUR,107.019131,-6.242045,BR,450,3150
M-BKS-065-1-01-OUT,M-BKS-065,Jaya Unggas,KOTA BEKASI,BEKASI TIMUR,107.02155,-6.242367,No,,M-BKS-059,KOTA BEKASI,BEKASI TIMUR,107.014517,-6.247967,BR,1000,7000
M-BKS-065-1-02-OUT,M-BKS-065,Jaya Unggas,KOTA BEKASI,BEKASI TIMUR,107.02155,-6.242367,No,,,KOTA BEKASI,BEKASI TIMUR,107.019131,-6.242045,BR,300,2100
M-BKS-067-3-01-OUT,M-BKS-069,TPnU Marzuki,KOTA BEKASI,BEKASI TIMUR,107.023667,-6.235267,No,,M-BKS-059,KOTA BEKASI,BEKASI TIMUR,107.014517,-6.247967,BR,75,525
M-BKS-073-1-01-OUT,M-BKS-073,PD. PUTRA MANDIRI,KOTA BEKASI,RAWALUMBU,107.00735,-6.26965,No,,M-BKS-074,KOTA BEKASI,RAWALUMBU,107.002633,-6.27155,BR,500,3500
M-BKS-073-1-02-OUT,M-BKS-073,PD. PUTRA MANDIRI,KOTA BEKASI,RAWALUMBU,107.00735,-6.26965,No,,M-BKS-036,KOTA BEKASI,MUSTIKAJAYA,107.02735,-6.285783,BR,750,5250
M-BKS-073-1-03-OUT,M-BKS-073,PD. PUTRA MANDIRI,KOTA BEKASI,RAWALUMBU,107.00735,-6.26965,No,,M-BKS-033,KOTA BEKASI,MUSTIKAJAYA,107.01695,-6.307033,BR,500,3500
M-BKS-073-1-04-OUT,M-BKS-073,PD. PUTRA MANDIRI,KOTA BEKASI,RAWALUMBU,107.00735,-6.26965,No,,,KOTA BEKASI,RAWALUMBU,106.994148,-6.281108,BR,750,5250
M-BKS-075-1-01-OUT,M-BKS-075,H.AMRIL BURHAN/BURNAS MULIA SAKTI,KOTA BEKASI,PONDOKGEDE,106.93295,-6.283617,No,,,KOTA BEKASI,PONDOKGEDE,106.930083,-6.268901,BR,2500,17500
M-BKS-086-1-01-OUT,M-BKS-086,UD MANDIRI,KOTA BEKASI,RAWALUMBU,106.987267,-6.312833,No,,M-BKS-033,KOTA BEKASI,MUSTIKAJAYA,107.01695,-6.307033,BR,200,1400
M-BKS-087-1-01-OUT,M-BKS-087,Tri Sumber Rejeki,KOTA BEKASI,RAWALUMBU,107.0073,-6.27015,No,,M-BKS-005,KOTA BEKASI,RAWALUMBU,106.9239,-6.365233,BR,900,6300
M-BKS-088-1-01-OUT,M-BKS-088,PD. Unggas Sakti,KOTA BEKASI,BEKASI TIMUR,107.020267,-6.242017,No,,M-BKS-065,KOTA BEKASI,BEKASI TIMUR,106.831983,-6.705583,BR,250,1750
M-BKS-088-1-02-OUT,M-BKS-088,PD. Unggas Sakti,KOTA BEKASI,BEKASI TIMUR,107.020267,-6.242017,No,,M-BKS-002,KOTA BEKASI,MEDAN SATRIA,106.982214,-6.197578,BR,150,1050
M-BKS-088-1-03-OUT,M-BKS-088,PD. Unggas Sakti,KOTA BEKASI,BEKASI TIMUR,107.020267,-6.242017,No,,D-BKS-005,BEKASI,CIKARANG UTARA,107.06275,-6.2566,BR,100,700
M-BKS-088-1-04-OUT,M-BKS-088,PD. Unggas Sakti,KOTA BEKASI,BEKASI TIMUR,107.020267,-6.242017,No,,,KOTA BEKASI,BEKASI TIMUR,107.019131,-6.242045,BR,250,1750
M-BKS-089-1-01-OUT,M-BKS-089,UD M. FAREL,KOTA BEKASI,BANTARGEBANG,106.9874,-6.312817,No,,,KOTA BEKASI,BANTARGEBANG,106.991365,-6.338926,BR,60,420
M-BKS-090-1-01-OUT,M-BKS-090,Setia Unggas,KOTA BEKASI,RAWALUMBU,107.007783,-6.271,No,,M-BKS-074,KOTA BEKASI,RAWALUMBU,107.002633,-6.27155,BR,150,1050
M-BKS-090-1-02-OUT,M-BKS-090,Setia Unggas,KOTA BEKASI,RAWALUMBU,107.007783,-6.271,No,,M-BKS-039,KOTA BEKASI,BANTARGEBANG,106.9873,-6.31285,BR,100,700
M-BKS-090-1-03-OUT,M-BKS-090,Setia Unggas,KOTA BEKASI,RAWALUMBU,107.007783,-6.271,No,,,KOTA BEKASI,RAWALUMBU,106.994148,-6.281108,BR,450,3150
M-BKS-091-1-01-OUT,M-BKS-091,ROSSO MANDIRI,KOTA BEKASI,BEKASI TIMUR,107.014217,-6.245933,No,,,KOTA BEKASI,BEKASI TIMUR,107.019131,-6.242045,BR,1200,8400
M-BKS-091-2-01-OUT,M-BKS-092,PD. DUA PUTRI MANDIRI JAYA,KOTA BEKASI,BEKASI TIMUR,107.014367,-6.245933,No,,,KOTA BEKASI,BEKASI TIMUR,107.019131,-6.242045,BR,1500,10500
M-BKS-091-3-01-OUT,M-BKS-093,Jaya Abadi,KOTA BEKASI,BEKASI TIMUR,107.01445,-6.245983,No,,M-BKS-065,KOTA BEKASI,BEKASI TIMUR,106.831983,-6.705583,BR,850,5950
M-BKS-098-1-01-OUT,M-BKS-098,RUDI/M.ARI JAYA,KOTA BEKASI,BEKASI BARAT,106.974267,-6.233567,No,,M-BKS-022,KOTA BEKASI,BEKASI BARAT,106.9673,-6.23435,BR,800,5600
M-BKS-098-1-02-OUT,M-BKS-098,RUDI/M.ARI JAYA,KOTA BEKASI,BEKASI BARAT,106.974267,-6.233567,No,,M-BKS-022,KOTA BEKASI,BEKASI BARAT,106.9673,-6.23435,AK,,
M-BKS-098-1-03-OUT,M-BKS-098,RUDI/M.ARI JAYA,KOTA BEKASI,BEKASI BARAT,106.974267,-6.233567,No,,,KOTA BEKASI,BEKASI BARAT,106.962788,-6.233617,BR,1200,8400
M-BKS-098-1-04-OUT,M-BKS-098,RUDI/M.ARI JAYA,KOTA BEKASI,BEKASI BARAT,106.974267,-6.233567,No,,,KOTA BEKASI,BEKASI BARAT,106.962788,-6.233617,AK,,
M-BKS-098-2-01-OUT,M-BKS-099,PREDY GROUP,KOTA BEKASI,BEKASI BARAT,106.974333,-6.23355,No,,M-BKS-022,KOTA BEKASI,BEKASI BARAT,106.9673,-6.23435,BR,1200,8400
M-BKS-098-2-02-OUT,M-BKS-099,PREDY GROUP,KOTA BEKASI,BEKASI BARAT,106.974333,-6.23355,No,,,KOTA BEKASI,BEKASI BARAT,106.962788,-6.233617,BR,800,5600
M-BKS-098-3-01-OUT,M-BKS-100,BERDIKARI,KOTA BEKASI,BEKASI BARAT,106.975017,-6.23515,No,,M-BKS-022,KOTA BEKASI,BEKASI BARAT,106.9673,-6.23435,BR,1600,11200
M-BKS-098-3-02-OUT,M-BKS-100,BERDIKARI,KOTA BEKASI,BEKASI BARAT,106.975017,-6.23515,No,,M-BKS-077,KOTA BEKASI,BEKASI SELATAN,106.978117,-6.26,BR,300,2100
M-BKS-098-4-01-OUT,M-BKS-101,RIHIT MAS,KOTA BEKASI,BEKASI BARAT,106.975,-6.236283,No,,,BEKASI,TARUMAJAYA,106.997547,-6.121953,BR,400,2800
M-BKS-098-4-02-OUT,M-BKS-101,RIHIT MAS,KOTA BEKASI,BEKASI BARAT,106.975,-6.236283,No,,M-BKS-022,KOTA BEKASI,BEKASI BARAT,106.9673,-6.23435,BR,1600,11200
M-BKS-098-5-01-OUT,M-BKS-102,PD. PASAR MINGGU,KOTA BEKASI,BEKASI BARAT,106.9727,-6.235,No,,M-BKS-022,KOTA BEKASI,BEKASI BARAT,106.9673,-6.23435,BR,2000,14000
M-BKS-103-1-01-OUT,M-BKS-103,HANDAYANI 3,KOTA BEKASI,BEKASI BARAT,106.975,-6.236283,No,,M-BKS-022,KOTA BEKASI,BEKASI BARAT,106.9673,-6.23435,BR,2000,14000
M-DPK-003-1-01-OUT,M-DPK-003,BAPAK PURBIANTO,KOTA DEPOK,SAWANGAN,106.7508,-6.40735,No,,,KOTA TANGERANG SELATAN,CIPUTAT,106.725305,-6.308255,BR,500,3500
M-DPK-003-1-02-OUT,M-DPK-003,BAPAK PURBIANTO,KOTA DEPOK,SAWANGAN,106.7508,-6.40735,No,,,BOGOR,PARUNG,106.71303,-6.435132,BR,500,3500
M-DPK-003-1-03-OUT,M-DPK-003,BAPAK PURBIANTO,KOTA DEPOK,SAWANGAN,106.7508,-6.40735,No,,,KOTA DEPOK,SUKMA JAYA,106.843648,-6.397203,BR,1000,7000
M-DPK-005-1-01-OUT,M-DPK-005,Trijaya Chicken,KOTA DEPOK,SAWANGAN,106.735217,-6.369167,No,,,KOTA DEPOK,CIMANGGIS,106.869928,-6.368516,BR,100,700
M-DPK-008-1-01-OUT,M-DPK-008,CV KPTM,KOTA DEPOK,SUKMA JAYA,106.83565,-6.425833,No,,,KOTA DEPOK,CIMANGGIS,106.869928,-6.368516,BR,2100,14700
M-JKB-005-01-OUT,M-JKB-005,Jaya Sakti,JAKARTA BARAT,CENGKARENG,106.73165,-6.16385,No,,,JAKARTA BARAT,CENGKARENG,106.736537,-6.15222,BR,80,80
M-JKB-006-1-01-OUT,M-JKB-006,SUTRISNO,JAKARTA BARAT,CENGKARENG,106.765483,-6.148967,No,,M-JKB-034,JAKARTA BARAT,CENGKARENG,106.728867,-6.15205,BR,500,3500
M-JKB-006-1-02-OUT,M-JKB-006,SUTRISNO,JAKARTA BARAT,CENGKARENG,106.765483,-6.148967,No,,M-JKB-020,JAKARTA BARAT,TAMBORA,106.80185,-6.156883,BR,460,3220
M-JKB-007-1-01-OUT,M-JKB-007,TUMARITIS,JAKARTA BARAT,CENGKARENG,106.73185,-6.1494,No,,,JAKARTA BARAT,GROGOLPETAMBURAN,106.786438,-6.163436,BR,400,2800
M-JKB-007-1-02-OUT,M-JKB-007,TUMARITIS,JAKARTA BARAT,CENGKARENG,106.73185,-6.1494,No,,M-JKB-034,JAKARTA BARAT,CENGKARENG,106.728867,-6.15205,BR,200,1400
M-JKB-007-1-03-OUT,M-JKB-007,TUMARITIS,JAKARTA BARAT,CENGKARENG,106.73185,-6.1494,No,,,JAKARTA BARAT,CENGKARENG,106.736537,-6.15222,BR,400,2800
M-JKB-008-1-01-OUT,M-JKB-008,SAWUNG KEMBAR,JAKARTA BARAT,CENGKARENG,106.7194,-6.17285,No,,,JAKARTA BARAT,CENGKARENG,106.736537,-6.15222,BR,100,700
M-JKB-008-1-02-OUT,M-JKB-008,SAWUNG KEMBAR,JAKARTA BARAT,CENGKARENG,106.7194,-6.17285,No,,,JAKARTA BARAT,CENGKARENG,106.736537,-6.15222,AK,20,140
M-JKB-008-3-01-OUT,M-JKB-010,UD ANGGIT PS,JAKARTA BARAT,CENGKARENG,106.71775,-6.17175,No,,M-JKB-020,JAKARTA BARAT,TAMBORA,106.80185,-6.156883,BR,300,2100
M-JKB-008-3-02-OUT,M-JKB-010,UD ANGGIT PS,JAKARTA BARAT,CENGKARENG,106.71775,-6.17175,No,,M-JKB-034,JAKARTA BARAT,CENGKARENG,106.728867,-6.15205,BR,150,1050
M-JKB-008-3-03-OUT,M-JKB-010,UD ANGGIT PS,JAKARTA BARAT,CENGKARENG,106.71775,-6.17175,No,,M-DPK-018,JAKARTA BARAT,TAMBORA,106.858933,-6.357683,BR,150,1050
M-JKB-008-4-01-OUT,M-JKB-036,KUSWANTO,JAKARTA BARAT,CENGKARENG,106.716217,-6.167517,No,,,KOTA TANGERANG SELATAN,SETU,106.677385,-6.345818,BR,100,700
M-JKB-008-4-02-OUT,M-JKB-036,KUSWANTO,JAKARTA BARAT,CENGKARENG,106.716217,-6.167517,No,,,JAKARTA BARAT,CENGKARENG,106.736537,-6.15222,BR,100,700
M-JKB-008-5-01-OUT,M-JKB-037,H.ZEN ABDULLAH,JAKARTA BARAT,CENGKARENG,106.717167,-6.18055,No,,M-JKB-020,JAKARTA BARAT,TAMBORA,106.80185,-6.156883,BR,200,1400
M-JKB-008-5-02-OUT,M-JKB-037,H.ZEN ABDULLAH,JAKARTA BARAT,CENGKARENG,106.717167,-6.18055,No,,,JAKARTA BARAT,TAMBORA,106.803373,-6.147388,BR,200,1400
M-JKB-013-5-01-OUT,M-JKB-017,SUKO,JAKARTA BARAT,TAMBORA,106.80835,-6.143383,No,,,JAKARTA BARAT,TAMBORA,106.803373,-6.147388,BR,20,140
M-JKB-013-5-02-OUT,M-JKB-017,SUKO,JAKARTA BARAT,TAMBORA,106.80835,-6.143383,No,,,JAKARTA BARAT,TAMBORA,106.803373,-6.147388,BR,30,210
M-JKB-023-1-01-OUT,M-JKB-023,H.Abbas,JAKARTA BARAT,KALIDERES,106.749267,-6.170183,No,,,JAKARTA UTARA,PENJARINGAN,106.766532,-6.118124,BR,700,700
M-JKB-023-1-02-OUT,M-JKB-023,H.Abbas,JAKARTA BARAT,KALIDERES,106.749267,-6.170183,No,,,JAKARTA BARAT,KALIDERES,106.704275,-6.134527,BR,200,200
M-JKB-023-1-03-OUT,M-JKB-023,H.Abbas,JAKARTA BARAT,KALIDERES,106.749267,-6.170183,No,,,JAKARTA PUSAT,TANAHABANG,106.809294,-6.205511,BR,70,70
M-JKB-023-1-04-OUT,M-JKB-023,H.Abbas,JAKARTA BARAT,KALIDERES,106.749267,-6.170183,No,,M-JKS-036,JAKARTA SELATAN,KEBAYORAN LAMA,106.781983,-6.237867,BR,1000,1000
M-JKB-023-1-05-OUT,M-JKB-023,H.Abbas,JAKARTA BARAT,KALIDERES,106.749267,-6.170183,No,,,JAKARTA BARAT,KALIDERES,106.704275,-6.134527,BR,1300,1300
M-JKB-023-1-06-OUT,M-JKB-023,H.Abbas,JAKARTA BARAT,KALIDERES,106.749267,-6.170183,No,,,JAKARTA BARAT,KALIDERES,106.704275,-6.134527,BR,700,700
M-JKB-026-1-01-OUT,M-JKB-026,Mandiri Jaya (Penyalur Ayam Broiler),JAKARTA BARAT,KEBONJERUK,106.775117,-6.187417,No,,,JAKARTA BARAT,GROGOLPETAMBURAN,106.786438,-6.163436,BR,120,120
M-JKB-026-1-02-OUT,M-JKB-026,Mandiri Jaya (Penyalur Ayam Broiler),JAKARTA BARAT,KEBONJERUK,106.775117,-6.187417,No,,,,,106.694983,-6.4346,BR,70,70
M-JKB-026-1-03-OUT,M-JKB-026,Mandiri Jaya (Penyalur Ayam Broiler),JAKARTA BARAT,KEBONJERUK,106.775117,-6.187417,No,,,JAKARTA BARAT,KEBONJERUK,106.769026,-6.188963,BR,60,60
M-JKB-026-1-04-OUT,M-JKB-026,Mandiri Jaya (Penyalur Ayam Broiler),JAKARTA BARAT,KEBONJERUK,106.775117,-6.187417,No,,,JAKARTA BARAT,KEBONJERUK,106.769026,-6.188963,BR,100,100
M-JKB-027-1-01-OUT,M-JKB-027,Pak H Amin Mashuri,JAKARTA BARAT,KEBONJERUK,106.780233,-6.18645,No,,,JAKARTA BARAT,KEBONJERUK,106.769026,-6.188963,AK,100,100
M-JKB-027-1-02-OUT,M-JKB-027,Pak H Amin Mashuri,JAKARTA BARAT,KEBONJERUK,106.780233,-6.18645,No,,,JAKARTA BARAT,KEBONJERUK,106.769026,-6.188963,AK,60,60
M-JKB-027-1-03-OUT,M-JKB-027,Pak H Amin Mashuri,JAKARTA BARAT,KEBONJERUK,106.780233,-6.18645,No,,,JAKARTA BARAT,KEMBANGAN,106.74176,-6.198377,AK,40,40
M-JKB-027-1-04-OUT,M-JKB-027,Pak H Amin Mashuri,JAKARTA BARAT,KEBONJERUK,106.780233,-6.18645,No,,,KOTA TANGERANG,CILEDUG,106.70568,-6.238776,AK,35,35
M-JKB-039-1-01-OUT,M-JKB-039,UD. Kalimaya,JAKARTA BARAT,CENGKARENG,106.73155,-6.164217,No,,,KOTA TANGERANG,KARAWACI,106.617976,-6.181286,BR,80,400
M-JKB-039-1-02-OUT,M-JKB-039,UD. Kalimaya,JAKARTA BARAT,CENGKARENG,106.73155,-6.164217,No,,,TANGERANG,TELUKNAGA,106.65965,-6.051627,BR,120,120
M-JKB-039-1-03-OUT,M-JKB-039,UD. Kalimaya,JAKARTA BARAT,CENGKARENG,106.73155,-6.164217,No,,,JAKARTA BARAT,CENGKARENG,106.736537,-6.15222,BR,10,20
M-JKB-039-2-01-OUT,M-JKB-040,KASMUN,JAKARTA BARAT,CENGKARENG,106.731283,-6.163983,No,,,JAKARTA BARAT,CENGKARENG,106.736537,-6.15222,BR,400,2800
M-JKB-039-4-01-OUT,M-JKB-042,YUDI,JAKARTA BARAT,CENGKARENG,106.731283,-6.164067,No,,,JAKARTA BARAT,CENGKARENG,106.736537,-6.15222,BR,1200,8400
M-JKB-046-1-01-OUT,M-JKB-046,Pak H Waryono,JAKARTA BARAT,KEBONJERUK,106.775,-6.177083,No,,,JAKARTA BARAT,CENGKARENG,106.736537,-6.15222,BR,30,30
M-JKB-048-1-01-OUT,M-JKB-048,H. MUSLAM,JAKARTA BARAT,GROGOLPETAMBURAN,106.78255,-6.15325,No,,,JAKARTA BARAT,CENGKARENG,106.736537,-6.15222,AK,50,50
M-JKB-048-1-02-OUT,M-JKB-048,H. MUSLAM,JAKARTA BARAT,GROGOLPETAMBURAN,106.78255,-6.15325,No,,,JAKARTA BARAT,GROGOLPETAMBURAN,106.786438,-6.163436,AK,50,50
M-JKB-048-1-03-OUT,M-JKB-048,H. MUSLAM,JAKARTA BARAT,GROGOLPETAMBURAN,106.78255,-6.15325,No,,,JAKARTA BARAT,KEMBANGAN,106.74176,-6.198377,AK,50,50
M-JKB-048-1-04-OUT,M-JKB-048,H. MUSLAM,JAKARTA BARAT,GROGOLPETAMBURAN,106.78255,-6.15325,No,,,JAKARTA BARAT,KEMBANGAN,106.74176,-6.198377,AK,50,50
M-JKB-049-1-01-OUT,M-JKB-049,Purwanto,JAKARTA BARAT,GROGOLPETAMBURAN,106.776033,-6.156983,No,,M-JKB-021,JAKARTA BARAT,TAMBORA,106.7971,-6.15085,BR,25,25
M-JKB-051-1-01-OUT,M-JKB-051,PD. Waras,JAKARTA BARAT,GROGOLPETAMBURAN,106.7827,-6.153317,No,,,JAKARTA BARAT,TAMBORA,106.803373,-6.147388,BR,500,500
M-JKB-051-1-02-OUT,M-JKB-051,PD. Waras,JAKARTA BARAT,GROGOLPETAMBURAN,106.7827,-6.153317,No,,,JAKARTA BARAT,GROGOLPETAMBURAN,106.786438,-6.163436,BR,500,500
M-JKB-051-1-03-OUT,M-JKB-051,PD. Waras,JAKARTA BARAT,GROGOLPETAMBURAN,106.7827,-6.153317,No,,M-JKU-018,JAKARTA UTARA,PENJARINGAN,106.782133,-6.1381,BR,500,500
M-JKB-051-1-04-OUT,M-JKB-051,PD. Waras,JAKARTA BARAT,GROGOLPETAMBURAN,106.7827,-6.153317,No,,,JAKARTA BARAT,GROGOLPETAMBURAN,106.786438,-6.163436,BR,500,500
M-JKB-051-1-05-OUT,M-JKB-051,PD. Waras,JAKARTA BARAT,GROGOLPETAMBURAN,106.7827,-6.153317,No,,,JAKARTA BARAT,GROGOLPETAMBURAN,106.786438,-6.163436,BR,500,500
M-JKB-053-1-01-OUT,M-JKB-053,H.WO/SYAIFULLOH,JAKARTA BARAT,TAMBORA,106.798833,-6.145917,No,,M-JKB-018,JAKARTA BARAT,TAMBORA,106.792,-6.1432,BR,40,280
M-JKB-053-1-02-OUT,M-JKB-053,H.WO/SYAIFULLOH,JAKARTA BARAT,TAMBORA,106.798833,-6.145917,No,,M-JKB-018,JAKARTA BARAT,TAMBORA,106.792,-6.1432,LA,200,1400
M-JKB-053-1-03-OUT,M-JKB-053,H.WO/SYAIFULLOH,JAKARTA BARAT,TAMBORA,106.798833,-6.145917,No,,M-JKB-034,JAKARTA BARAT,CENGKARENG,106.728867,-6.15205,BR,20,140
M-JKB-053-1-04-OUT,M-JKB-053,H.WO/SYAIFULLOH,JAKARTA BARAT,TAMBORA,106.798833,-6.145917,No,,M-JKB-034,JAKARTA BARAT,CENGKARENG,106.728867,-6.15205,LA,100,700
M-JKB-053-1-05-OUT,M-JKB-053,H.WO/SYAIFULLOH,JAKARTA BARAT,TAMBORA,106.798833,-6.145917,No,,M-JKB-020,JAKARTA BARAT,TAMBORA,106.80185,-6.156883,BR,40,280
M-JKB-053-1-06-OUT,M-JKB-053,H.WO/SYAIFULLOH,JAKARTA BARAT,TAMBORA,106.798833,-6.145917,No,,M-JKB-020,JAKARTA BARAT,TAMBORA,106.80185,-6.156883,LA,200,1400
