code,name,district,sub_district,X,Y,type
D-TGR-032,,KOTA TANGERANG,KARAWACI,106.589633,-6.257033,CY
D-TGR-033,,TANGERANG,SEPATAN,106.572933,-6.119783,CY
D-TGR-035,TPNU PAK HERMAN,TANGERANG,SEPATAN,106.572333,-6.119817,CY
D-TGR-036,PD RISMA JAYA,TANGERANG,SEPATAN,106.586983,-6.091267,CY
D-TGR-038,H.SURYA,TANGERANG,SEPATAN,106.582167,-6.125483,CY
D-TGR-039,IYAN,TANGERANG,SEPATAN,106.5814,-6.1178,CY
D-TGR-040,TPNU PAK EMAD,TANGERANG,SEPATAN,106.57495,-6.11525,CY
D-TGR-041,UDIN,TANGERANG,SEPATAN TIMUR,106.602783,-6.1139,CY
D-TGR-042,JUNAENI,TANGERANG,SEPATAN TIMUR,106.603883,-6.125,CY
D-TGR-043,TPNU BAPAK MADUM,TANGERANG,CIKUPA,106.518717,-6.232183,CY
D-TGR-045,TPNU BAPAK ASPIN,TANGERANG,CIKUPA,106.47915,-6.201567,CY
D-TGR-050,TPNU BAPAK UWENG,TANGERANG,CIKUPA,106.519933,-6.23075,CY
D-TGR-051,TPNU BAPAK ISBAR,TANGERANG,CIKUPA,106.48825,-6.214483,CY
D-TGR-055,CV. SUMBER REJEKY,TANGERANG,KOSAMBI,107.2483549,-6.250873707,CY
D-TGR-056,CAHAYA BARU,TANGERANG,KOSAMBI,106.642167,-6.110917,CY
D-TGR-060,MIHADI,TANGERANG,LEGOK,106.572433,-6.30615,CY
D-TGR-061,CIRCU MANDIRI BAROKAH,TANGERANG,LEGOK,106.57255,-6.3148,CY
D-TGR-062,H. ITANG,TANGERANG,LEGOK,107.2483549,-6.250873707,CY
D-TGR-066,ISWAN,TANGERANG,TIGARAKSA,106.466467,-6.267633,CY
D-TGR-063,HERMAN,TANGERANG,TIGARAKSA,107.2483549,-6.250873707,CY
D-TGR-065,MARSINAH,TANGERANG,TIGARAKSA,107.2483549,-6.250873707,CY
D-TGR-067,SUARJA,TANGERANG,KEMIRI,106.463983,-6.110783,CY
D-TGR-068,TPNU BAPAK MADRASAH,TANGERANG,KEMIRI,106.4571,-6.120733,CY
D-TGR-069,TPNU BAPAK TOHAYAR,TANGERANG,KEMIRI,106.451483,-6.1145,CY
D-TGR-070,TPNU BAPAK TIRJO,TANGERANG,KEMIRI,106.45685,-6.119317,CY
D-TGR-079,H.CHAIRIL ANWAR,KOTA TANGERANG SELATAN,PAMULANG,107.2483549,-6.250873707,CY
D-TGR-080,TUGIMIN,KOTA TANGERANG SELATAN,PAMULANG,106.73635,-6.3149,CY
D-TGR-081,H.MAMIN,KOTA TANGERANG SELATAN,PAMULANG,106.7303,-6.332417,CY
D-TGR-085,IMRAN,KOTA TANGERANG SELATAN,PAMULANG,106.7144,-6.334017,CY
D-TGR-084,UMAR,KOTA TANGERANG SELATAN,PAMULANG,106.711867,-6.333383,CY
D-TGR-204,,TANGERANG,KELAPA DUA,106.622283,-6.24895,CY
D-TGR-205,AJA,TANGERANG,KEMIRI,106.468117,-6.088517,CY
D-TGR-206,IYUM,TANGERANG,KEMIRI,106.45605,-6.110783,CY
D-TGR-207,SUMBER MAKMUR,TANGERANG,PAKUHAJI,106.59415,-6.06765,CY
D-TGR-208,MILA JAYA,TANGERANG,PAKUHAJI,106.597783,-6.0689,CY
D-TGR-209,SRI JAYA,TANGERANG,PAKUHAJI,106.6083,-6.088883,CY
D-TGR-210,ENJUN/JUNAEDI,TANGERANG,SEPATAN,106.5914,-6.09095,CY
D-TGR-211,PAHMI YUDA (PAHMI YUDIN),TANGERANG,SEPATAN,106.590033,-6.089283,CY
D-TGR-212,TEA / TEHA,TANGERANG,SEPATAN,106.575183,-6.11505,CY
D-TGR-213,AMRIN,TANGERANG,TELUKNAGA,106.641767,-6.0638,CY
D-TGR-214,RICO AKBARI,TANGERANG,TELUKNAGA,106.644783,-6.065233,CY
D-TGR-215,DILAH SAKTI MANDIRI,TANGERANG,TELUKNAGA,106.6588,-6.08645,CY
D-TGR-216,TPNU DARMINTO,TANGERANG,RAJEG,106.521733,-6.128933,CY
D-TGR-217,RESTU IBU APANG CS,TANGERANG,MAUK,106.541283,-6.086017,CY
D-TGR-218,H.SAYUTI,TANGERANG,LEGOK,106.575283,-6.277033,CY
D-TGR-223,FUDORI,TANGERANG,TELUKNAGA,106.6434,-6.064983,CY
D-TGR-224,SANUSI,TANGERANG,TELUKNAGA,107.2483549,-6.250873707,CY
D-TGR-221,BOAN,TANGERANG,TELUKNAGA,106.644383,-6.065033,CY
D-TGR-222,ACIN,TANGERANG,TELUKNAGA,106.644367,-6.065017,CY
D-TGR-225,PANGKALAN RUMIN,TANGERANG,TELUKNAGA,106.645817,-6.065517,CY
D-TGR-250,PETRA FOOD,KOTA TANGERANG SELATAN,SERPONG UTARA,106.64765,-6.233033,CY
D-TGR-252,HASNA BROILER,KOTA TANGERANG SELATAN,PAMULANG,106.747833,-6.3567,CY
D-TGR-253,UD WALUYO,KOTA TANGERANG SELATAN,SERPONG,106.70535,-6.315383,CY
D-TGR-254,MURTADO,KOTA TANGERANG SELATAN,CIPUTAT TIMUR,106.754783,-6.314083,CY
D-TGR-255,MARYONO (INTI SARI JAYA),KOTA TANGERANG SELATAN,CIPUTAT,106.745717,-6.302667,CY
D-TGR-256,KUNTO,KOTA TANGERANG SELATAN,PAMULANG,106.729317,-6.352767,CY
D-TGR-257,PRIMA YUDHA,KOTA TANGERANG SELATAN,SERPONG,106.70055,-6.3392,CY
D-TGR-258,ISMANTO,KOTA TANGERANG SELATAN,CIPUTAT,106.723933,-6.310817,CY
D-TGR-259,JAKA,KOTA TANGERANG SELATAN,SETU,106.66565,-6.335,CY
D-TGR-260,TPNU IBU TINI,KOTA TANGERANG SELATAN,PONDOK AREN,106.693283,-6.259167,CY
D-TGR-261,TPNU BAPAK SIDO,KOTA TANGERANG SELATAN,PONDOK AREN,106.684467,-6.259433,CY
D-TGR-262,KELVIN,KOTA TANGERANG SELATAN,SETU,106.6716,-6.339067,CY
M-BGR-008,RPU JAMBU RAYA,KOTA BOGOR,BOGOR SELATAN,106.725717,-6.628767,CY
M-BGR-009,KARYA MUDA FARM,KOTA BOGOR,TANAH SEREAL,106.7737,-6.549483,CY
M-BGR-010,BAPAK SUGENG ADRIANUS ADI,KOTA BOGOR,BOGOR BARAT,106.757817,-6.565217,CY
M-BGR-011,NAWAWI,KOTA BOGOR,BOGOR SELATAN,106.82745,-6.6753,CY
M-BGR-012,H.DARNO,KOTA BOGOR,TANAH SEREAL,106.793967,-6.571967,CY
M-BGR-013,Pak H Ahmad,KOTA BOGOR,BOGOR TENGAH,106.801117,-6.60365,CY
M-BGR-014,H.IYUL,KOTA BOGOR,BOGOR TENGAH,106.788033,-6.5849,CY
M-BGR-015,Herman,KOTA BOGOR,BOGOR BARAT,106.77795,-6.593783,CY
M-BGR-018,ENGKUS,KOTA BOGOR,TANAH SEREAL,106.77515,-6.541933,CY
M-BGR-016,BEBEN,KOTA BOGOR,TANAH SEREAL,106.7761,-6.548467,CY
M-BKS-001-CY,JOHAN,KOTA BEKASI,JATISAMPURNA,106.92225,-6.364017,CY
M-BKS-002-CY,CV. SEKAR PUTRA HARAPAN/ B. TRIYANTI,KOTA BEKASI,JATISAMPURNA,106.928,-6.3601,CY
M-BKS-007-CY,PASAR JAMBLANG,KOTA BEKASI,BEKASI SELATAN,106.9639,-6.259983,CY
M-BKS-013,MURNI CHICKEN,KOTA BEKASI,PONDOKMELATI,106.91105,-6.289883,CY
M-BKS-011,BUDI,KOTA BEKASI,PONDOKMELATI,107.2483549,-6.250873707,CY
M-BKS-008,TONO,KOTA BEKASI,PONDOKMELATI,106.934517,-6.304717,CY
M-BKS-012,TpnU Sarmili,KOTA BEKASI,PONDOKMELATI,106.932583,-6.305017,CY
M-BKS-009,TPnU Hanafi,KOTA BEKASI,PONDOKMELATI,106.933017,-6.305183,CY
M-BKS-014,MUI,KOTA BEKASI,PONDOKMELATI,106.934017,-6.307267,CY
M-BKS-015,H. SAMAN,KOTA BEKASI,PONDOKMELATI,106.932517,-6.304983,CY
M-BKS-010,SUHARDI,KOTA BEKASI,PONDOKMELATI,107.078067,-6.291133,CY
M-BKS-017,DARIJAN / JUN,KOTA BEKASI,JATIASIH,106.970967,-6.2862,CY
M-BKS-016,SUGIYANTO/AYAM PUTIH/SOBIJAH,KOTA BEKASI,JATIASIH,106.968033,-6.284833,CY
M-BKS-019,UTOMO CHICKEN,KOTA BEKASI,JATIASIH,106.967083,-6.288517,CY
M-BKS-020,MARULON / UYONG,KOTA BEKASI,JATIASIH,106.94215,-6.337367,CY
M-BKS-021,SULAM / URIF,KOTA BEKASI,JATIASIH,106.947017,-6.27795,CY
M-BKS-026,ACE / SRB,KOTA BEKASI,BEKASI BARAT,106.974433,-6.2337,CY
M-BKS-025,ABU,KOTA BEKASI,BEKASI BARAT,107.2483549,-6.250873707,CY
M-BKS-028,Pasar Family Mart,KOTA BEKASI,MEDAN SATRIA,106.983883,-6.1829,CY
M-BKS-038,WARNO,KOTA BEKASI,BANTARGEBANG,106.988683,-6.306817,CY
M-BKS-041,AA / ROBY JAYA,KOTA BEKASI,BANTARGEBANG,106.987483,-6.313033,CY
M-BKS-040,AHMAD YANI/UD MANDIRI 2,KOTA BEKASI,BANTARGEBANG,106.984867,-6.31245,CY
M-BKS-042,DJAMIL,KOTA BEKASI,BANTARGEBANG,106.983867,-6.3123,CY
M-BKS-044,BISMA ADI PRATAMA,KOTA BEKASI,BEKASI SELATAN,107.2483549,-6.250873707,CY
M-BKS-045,SUGENG,KOTA BEKASI,BEKASI SELATAN,106.98795,-6.264267,CY
M-BKS-046,ANSYORI,KOTA BEKASI,BEKASI SELATAN,106.983833,-6.2593,CY
M-BKS-047,KUSTIWA,KOTA BEKASI,BEKASI SELATAN,106.983767,-6.257883,CY
M-BKS-048-CY,PASAR BAMBU KUNING,KOTA BEKASI,BEKASI SELATAN,106.985933,-6.2462,CY
M-BKS-049-CY,JALU/PASAR PONCOL BARU,KOTA BEKASI,BEKASI SELATAN,106.984633,-6.23795,CY
M-BKS-050-CY,PASAR MUJAER,KOTA BEKASI,BEKASI SELATAN,106.9806,-6.236433,CY
M-BKS-051,Maju Lancar,KOTA BEKASI,BEKASI UTARA,106.991767,-6.2101,CY
M-BKS-054,PAK ANDANG,KOTA BEKASI,BEKASI UTARA,107.006233,-6.233917,CY
M-BKS-055,TPnU M. Usin,KOTA BEKASI,BEKASI UTARA,107.00405,-6.222133,CY
M-BKS-057,NIMPAH,KOTA BEKASI,BEKASI UTARA,107.044983,-6.1967,CY
M-BKS-058,TPnU M Namin,KOTA BEKASI,BEKASI UTARA,107.039617,-6.201967,CY
M-BKS-065,Jaya Unggas,KOTA BEKASI,BEKASI TIMUR,107.02155,-6.242367,CY
M-BKS-067,AHEN/ENDRA WINOTO,KOTA BEKASI,BEKASI TIMUR,107.025567,-6.239317,CY
M-BKS-069,TPnU Marzuki,KOTA BEKASI,BEKASI TIMUR,107.023667,-6.235267,CY
M-BKS-072,Purwoto,KOTA BEKASI,RAWALUMBU,107.007283,-6.270267,CY
M-BKS-075,H.AMRIL BURHAN/BURNAS MULIA SAKTI,KOTA BEKASI,PONDOKGEDE,106.93295,-6.283617,CY
M-BKS-077-CY,TPnU H Misin,KOTA BEKASI,BEKASI SELATAN,106.977767,-6.259733,CY
M-BKS-078-CY,WITO/PS. WISMA ASRI,KOTA BEKASI,BEKASI UTARA,107.027,-6.211783,CY
M-BKS-083,DRH AGUS CANDRA,KOTA BEKASI,JATISAMPURNA,106.922367,-6.36395,CY
M-BKS-084,GETAS SUKSES MAKMUR/ NOVITASARI,KOTA BEKASI,JATISAMPURNA,106.925517,-6.363583,CY
M-BKS-086,UD MANDIRI,KOTA BEKASI,RAWALUMBU,106.987267,-6.312833,CY
M-BKS-088,PD. Unggas Sakti,KOTA BEKASI,BEKASI TIMUR,107.020267,-6.242017,CY
M-BKS-089,UD M. FAREL,KOTA BEKASI,BANTARGEBANG,106.9874,-6.312817,CY
M-BKS-097,MAAN,KOTA BEKASI,MUSTIKAJAYA,107.2483549,-6.250873707,CY
M-BKS-099,PREDY GROUP,KOTA BEKASI,BEKASI BARAT,106.974333,-6.23355,CY
M-BKS-101,RIHIT MAS,KOTA BEKASI,BEKASI BARAT,106.975,-6.236283,CY
M-BKS-100,BERDIKARI,KOTA BEKASI,BEKASI BARAT,106.975017,-6.23515,CY
M-BKS-098,RUDI/M.ARI JAYA,KOTA BEKASI,BEKASI BARAT,106.974267,-6.233567,CY
M-BKS-102,PD. PASAR MINGGU,KOTA BEKASI,BEKASI BARAT,106.9727,-6.235,CY
M-BKS-103,HANDAYANI 3,KOTA BEKASI,BEKASI BARAT,106.975,-6.236283,CY
M-DPK-003,BAPAK PURBIANTO,KOTA DEPOK,SAWANGAN,106.7508,-6.40735,CY
M-DPK-005,Trijaya Chicken,KOTA DEPOK,SAWANGAN,106.735217,-6.369167,CY
M-DPK-008,CV KPTM,KOTA DEPOK,SUKMA JAYA,106.83565,-6.425833,CY
M-DPK-011,MARYANTO,KOTA DEPOK,CIMANGGIS,106.8654,-6.36665,CY
M-DPK-012,SUKIRNO,KOTA DEPOK,CIMANGGIS,106.8622,-6.444217,CY
M-DPK-014,CEPY GURADI,KOTA DEPOK,CIMANGGIS,106.85815,-6.357483,CY
M-DPK-016,BAPAK ASEP,KOTA DEPOK,BEJI,106.822167,-6.373333,CY
M-DPK-017,BAPAK ISMEL,KOTA DEPOK,LIMO,106.791,-6.329733,CY
M-JKB-005,Jaya Sakti,JAKARTA BARAT,CENGKARENG,106.73165,-6.16385,CY
M-JKB-001,TIMAN,JAKARTA BARAT,CENGKARENG,107.2483549,-6.250873707,CY
M-JKB-002,CASMAD,JAKARTA BARAT,CENGKARENG,107.2483549,-6.250873707,CY
M-JKB-003,Darman,JAKARTA BARAT,CENGKARENG,107.2483549,-6.250873707,CY
M-JKB-004,Manto,JAKARTA BARAT,CENGKARENG,107.2483549,-6.250873707,CY
M-JKB-006,SUTRISNO,JAKARTA BARAT,CENGKARENG,106.765483,-6.148967,CY
M-JKB-007,TUMARITIS,JAKARTA BARAT,CENGKARENG,106.73185,-6.1494,CY
M-JKB-036,KUSWANTO,JAKARTA BARAT,CENGKARENG,106.716217,-6.167517,CY
M-JKB-010,UD ANGGIT PS,JAKARTA BARAT,CENGKARENG,106.71775,-6.17175,CY
M-JKB-008,SAWUNG KEMBAR,JAKARTA BARAT,CENGKARENG,106.7194,-6.17285,CY
M-JKB-037,H.ZEN ABDULLAH,JAKARTA BARAT,CENGKARENG,106.717167,-6.18055,CY
M-JKB-009,H.KOYAN,JAKARTA BARAT,CENGKARENG,107.2483549,-6.250873707,CY
M-JKB-017,SUKO,JAKARTA BARAT,TAMBORA,106.80835,-6.143383,CY
M-JKB-013,H.SUDARSONO,JAKARTA BARAT,TAMBORA,107.2483549,-6.250873707,CY
M-JKB-014,HASAN BASRI,JAKARTA BARAT,TAMBORA,107.2483549,-6.250873707,CY
M-JKB-015,MUHIDIN,JAKARTA BARAT,TAMBORA,107.2483549,-6.250873707,CY
M-JKB-016,PARLAN,JAKARTA BARAT,TAMBORA,107.2483549,-6.250873707,CY
M-JKB-022,KUBIL,JAKARTA BARAT,TAMBORA,107.2483549,-6.250873707,CY
M-JKB-023,H.Abbas,JAKARTA BARAT,KALIDERES,106.749267,-6.170183,CY
M-JKB-026,Mandiri Jaya (Penyalur Ayam Broiler),JAKARTA BARAT,KEBONJERUK,106.775117,-6.187417,CY
M-JKB-027,Pak H Amin Mashuri,JAKARTA BARAT,KEBONJERUK,106.780233,-6.18645,CY
M-JKB-038,BAMBANG,JAKARTA BARAT,CENGKARENG,106.737283,-6.150317,CY
M-JKB-043,SAELAN,JAKARTA BARAT,CENGKARENG,107.2483549,-6.250873707,CY
M-JKB-040,KASMUN,JAKARTA BARAT,CENGKARENG,106.731283,-6.163983,CY
M-JKB-044,SAROJO/PURWOJO,JAKARTA BARAT,CENGKARENG,106.731233,-6.164133,CY
M-JKB-041,Suhatmin,JAKARTA BARAT,CENGKARENG,106.731283,-6.164533,CY
M-JKB-042,YUDI,JAKARTA BARAT,CENGKARENG,106.731283,-6.164067,CY
M-JKB-039,UD. Kalimaya,JAKARTA BARAT,CENGKARENG,106.73155,-6.164217,CY
M-JKB-045,Ateng (Supplier Ayam Potong),JAKARTA BARAT,KEBONJERUK,106.77515,-6.187433,CY
M-JKB-046,Pak H Waryono,JAKARTA BARAT,KEBONJERUK,106.775,-6.177083,CY
M-JKB-047,Pak Hendra,JAKARTA BARAT,KEBONJERUK,106.77955,-6.179733,CY
M-JKB-048,H. MUSLAM,JAKARTA BARAT,GROGOLPETAMBURAN,106.78255,-6.15325,CY
M-JKB-049,Purwanto,JAKARTA BARAT,GROGOLPETAMBURAN,106.776033,-6.156983,CY
M-JKB-050,HIMAWAN,JAKARTA BARAT,GROGOLPETAMBURAN,106.788767,-6.158517,CY
M-JKB-051,PD. Waras,JAKARTA BARAT,GROGOLPETAMBURAN,106.7827,-6.153317,CY
M-JKB-052,KUBIL HO,JAKARTA BARAT,TAMBORA,107.2483549,-6.250873707,CY
M-JKB-053,H.WO/SYAIFULLOH,JAKARTA BARAT,TAMBORA,106.798833,-6.145917,CY
M-JKB-057,Bapak Jajang,JAKARTA BARAT,TAMBORA,106.80045,-6.142883,CY
M-JKB-056,Bapak Ote,JAKARTA BARAT,TAMBORA,106.800483,-6.142917,CY
M-JKB-055,Pak Matsani,JAKARTA BARAT,TAMBORA,106.800517,-6.14295,CY
M-JKB-054,H. KIDON/MUSLIM,JAKARTA BARAT,TAMBORA,106.800467,-6.1429,CY
M-JKB-058,Aiju,JAKARTA BARAT,KALIDERES,106.70375,-6.132483,CY
M-JKB-059,Aguan,JAKARTA BARAT,KALIDERES,106.712133,-6.135067,CY
M-JKB-060,Agung Berkah,JAKARTA BARAT,TAMANSARI,106.820283,-6.156967,CY
M-JKB-061,PT Kartika Eka Dharma,JAKARTA BARAT,KEMBANGAN,107.2483549,-6.250873707,CY
M-JKB-063,UD JAYA ABADI,JAKARTA BARAT,KALIDERES,106.699533,-6.169,CY
M-JKP-014,Bani Sutedja,JAKARTA PUSAT,JOHAR BARU,106.854883,-6.172233,CY
M-JKP-015,KOWI JAYA,JAKARTA PUSAT,JOHAR BARU,106.858617,-6.180667,CY
M-JKP-016,POLA (ID LAMA: ALIONG),JAKARTA PUSAT,JOHAR BARU,106.8578,-6.1756,CY
M-JKP-017,FREDDY,JAKARTA PUSAT,JOHAR BARU,106.8577,-6.1758,CY
M-JKP-018,YOHANES HARDI,JAKARTA PUSAT,JOHAR BARU,106.858533,-6.177367,CY
M-JKP-039,TAN SIN PO,JAKARTA PUSAT,JOHAR BARU,106.857917,-6.17555,CY
M-JKP-037,CV DUNIA UNGGAS,JAKARTA PUSAT,CEMPAKA PUTIH,106.857933,-6.174683,CY
M-JKP-009,IWAN,JAKARTA PUSAT,CEMPAKA PUTIH,106.857917,-6.17525,CY
M-JKP-007,Bapak Yohannes,JAKARTA PUSAT,CEMPAKA PUTIH,106.85945,-6.180017,CY
M-JKP-008,ADI JAYA,JAKARTA PUSAT,CEMPAKA PUTIH,106.859833,-6.180733,CY
M-JKP-010,ITO,JAKARTA PUSAT,CEMPAKA PUTIH,106.8604,-6.181067,CY
M-JKP-005,mawar,JAKARTA PUSAT,CEMPAKA PUTIH,106.8602,-6.18125,CY
M-JKP-020,UNGGAS JAYA MAKMUR,JAKARTA PUSAT,KEMAYORAN,106.8513,-6.165917,CY
M-JKP-040,UD. Dwi Tunggal Jaya,JAKARTA PUSAT,KEMAYORAN,106.870367,-6.15975,CY
M-JKP-041,Asa Broiler,JAKARTA PUSAT,KEMAYORAN,106.863233,-6.167567,CY
M-JKP-043,APUK,JAKARTA PUSAT,SENEN,106.841467,-6.173183,CY
M-JKP-044,Bapak Asiko,JAKARTA PUSAT,SENEN,106.842667,-6.1731,CY
M-JKP-045,Ronald,JAKARTA PUSAT,SENEN,106.838567,-6.170367,CY
M-JKP-046,Kisin,JAKARTA PUSAT,SENEN,106.84165,-6.17295,CY
M-JKP-047,SUBUR,JAKARTA PUSAT,CEMPAKA PUTIH,106.86055,-6.181183,CY
M-JKS-003,Amenah,JAKARTA SELATAN,KEBAYORAN LAMA,106.777483,-6.239917,CY
M-JKS-004,Maran,JAKARTA SELATAN,KEBAYORAN LAMA,107.2483549,-6.250873707,CY
M-JKS-007,Berkah Bersama,JAKARTA SELATAN,JAGAKARSA,106.833517,-6.331217,CY
M-JKS-011,SURATNO,JAKARTA SELATAN,JAGAKARSA,106.82905,-6.336883,CY
M-JKS-010,Pak Sadiran,JAKARTA SELATAN,JAGAKARSA,106.829283,-6.336867,CY
M-JKS-013,HARJONO,JAKARTA SELATAN,JAGAKARSA,106.829367,-6.336717,CY
M-JKS-014,SUYADI,JAKARTA SELATAN,JAGAKARSA,106.8378,-6.316283,CY
M-JKS-016,Bapak Susanto,JAKARTA SELATAN,TEBET,106.86205,-6.2176,CY
M-JKS-020,JUWANTO,JAKARTA SELATAN,TEBET,106.862017,-6.2176,CY
M-JKS-018,Sumarsih,JAKARTA SELATAN,TEBET,106.86285,-6.216967,CY
M-JKS-017,Sukoyo,JAKARTA SELATAN,TEBET,106.862833,-6.216967,CY
M-JKS-019,SUNARDI,JAKARTA SELATAN,TEBET,106.862933,-6.216933,CY
M-JKS-021,SARJU,JAKARTA SELATAN,TEBET,106.862733,-6.217033,CY
M-JKS-015,bapak kasmo,JAKARTA SELATAN,TEBET,106.861967,-6.21755,CY
M-JKS-023,MUKLIS,JAKARTA SELATAN,PASAR MINGGU,106.838317,-6.2905,CY
M-JKS-024,AJI SARTONO,JAKARTA SELATAN,PASAR MINGGU,106.840983,-6.28525,CY
M-JKS-035,AMARULLAH,JAKARTA SELATAN,KEBAYORAN LAMA,106.776567,-6.254017,CY
M-JKS-040,Ibu rahmalia/aisyah,JAKARTA SELATAN,KEBAYORAN BARU,107.2483549,-6.250873707,CY
M-JKS-041,MULYANTO,JAKARTA SELATAN,KEBAYORAN BARU,107.2483549,-6.250873707,CY
M-JKS-045,Pak Daryono,JAKARTA SELATAN,KEBAYORAN BARU,106.791083,-6.25865,CY
M-JKS-047,ARIF,JAKARTA SELATAN,KEBAYORAN BARU,106.791133,-6.258483,CY
M-JKS-043,KUBIL,JAKARTA SELATAN,KEBAYORAN BARU,106.79105,-6.25865,CY
M-JKS-046,Ibu Esti,JAKARTA SELATAN,KEBAYORAN BARU,106.791117,-6.258567,CY
M-JKS-042,Usaha Daging Bintang Barokah,JAKARTA SELATAN,KEBAYORAN BARU,106.7911,-6.258533,CY
M-JKS-048,BU UNTUNG,JAKARTA SELATAN,KEBAYORAN LAMA,106.771083,-6.2665,CY
M-JKS-049,H.Parno,JAKARTA SELATAN,KEBAYORAN LAMA,106.781483,-6.238217,CY
M-JKS-052,Kiki Sulaeman,JAKARTA SELATAN,KEBAYORAN LAMA,106.782283,-6.236283,CY
M-JKS-050,Purwanto,JAKARTA SELATAN,KEBAYORAN LAMA,107.2483549,-6.250873707,CY
M-JKS-051,Maman,JAKARTA SELATAN,KEBAYORAN LAMA,106.781617,-6.237333,CY
M-JKS-053,Yanto,JAKARTA SELATAN,KEBAYORAN LAMA,107.2483549,-6.250873707,CY
M-JKS-054,SISWOYO,JAKARTA SELATAN,KEBAYORAN LAMA,106.778167,-6.241133,CY
M-JKS-055,SUKARJO,JAKARTA SELATAN,KEBAYORAN LAMA,106.778183,-6.24105,CY
M-JKS-056,H.SUWANDI,JAKARTA SELATAN,KEBAYORAN LAMA,106.778183,-6.241133,CY
M-JKS-058,SUBROTO,JAKARTA SELATAN,KEBAYORAN LAMA,106.778133,-6.241183,CY
M-JKS-060,H. Nasyadi,JAKARTA SELATAN,KEBAYORAN LAMA,106.777783,-6.2403,CY
M-JKS-062,KUSWANTO,JAKARTA SELATAN,KEBAYORAN LAMA,106.77775,-6.241383,CY
M-JKS-059,H. Adnan,JAKARTA SELATAN,KEBAYORAN LAMA,106.777617,-6.240117,CY
M-JKS-057,SUPAJI,JAKARTA SELATAN,KEBAYORAN LAMA,107.2483549,-6.250873707,CY
M-JKS-061,SUDIRJO,JAKARTA SELATAN,KEBAYORAN LAMA,107.2483549,-6.250873707,CY
M-JKS-063,HARTOYO,JAKARTA SELATAN,KEBAYORAN LAMA,106.777967,-6.241167,CY
M-JKS-064,Darjak,JAKARTA SELATAN,KEBAYORAN LAMA,106.777817,-6.240533,CY
M-JKS-066,H.KASDULLAH,JAKARTA SELATAN,KEBAYORAN LAMA,106.777983,-6.240733,CY
M-JKS-065,H. Sarto,JAKARTA SELATAN,KEBAYORAN LAMA,106.777917,-6.240717,CY
M-JKS-067,Naji,JAKARTA SELATAN,KEBAYORAN LAMA,107.2483549,-6.250873707,CY
M-JKS-068,SUJAI,JAKARTA SELATAN,KEBAYORAN LAMA,106.778017,-6.24085,CY
M-JKS-069,Rais Saputro,JAKARTA SELATAN,KEBAYORAN LAMA,106.777817,-6.240317,CY
M-JKS-071,Mat Kafani,JAKARTA SELATAN,KEBAYORAN LAMA,106.777567,-6.241567,CY
M-JKS-072,Bapak Masudi,JAKARTA SELATAN,KEBAYORAN LAMA,106.777733,-6.240333,CY
M-JKS-073,H. Saroji,JAKARTA SELATAN,KEBAYORAN LAMA,106.7777,-6.240167,CY
M-JKS-074,Bapak H. Ngatmolan,JAKARTA SELATAN,KEBAYORAN LAMA,106.777917,-6.240783,CY
M-JKS-075,Supandri,JAKARTA SELATAN,KEBAYORAN LAMA,107.2483549,-6.250873707,CY
M-JKS-076,Pak Wisnu,JAKARTA SELATAN,KEBAYORAN LAMA,106.777567,-6.240117,CY
M-JKS-077,SUPRIADI,JAKARTA SELATAN,KEBAYORAN LAMA,106.793267,-6.21215,CY
M-JKS-078,WARIYONO,JAKARTA SELATAN,KEBAYORAN LAMA,106.793517,-6.212683,CY
M-JKS-079,AYUNISA,JAKARTA SELATAN,KEBAYORAN LAMA,106.793433,-6.2124,CY
M-JKS-080,Wiki CS,JAKARTA SELATAN,KEBAYORAN LAMA,107.2483549,-6.250873707,CY
M-JKS-081,Ibu Suti,JAKARTA SELATAN,KEBAYORAN LAMA,106.793483,-6.212483,CY
M-JKS-082,SUNARDI,JAKARTA SELATAN,KEBAYORAN LAMA,107.2483549,-6.250873707,CY
M-JKS-084,Yono,JAKARTA SELATAN,JAGAKARSA,106.801833,-6.3323,CY
M-JKS-085,Harapan Maju,JAKARTA SELATAN,JAGAKARSA,106.808433,-6.324933,CY
M-JKS-094,Sumarjono,JAKARTA SELATAN,CILANDAK,106.8037,-6.303767,CY
M-JKS-092,SULTONI,JAKARTA SELATAN,PASAR MINGGU,106.841,-6.28525,CY
M-JKS-090,MUKLIS NURJAYA,JAKARTA SELATAN,PASAR MINGGU,106.83815,-6.290333,CY
M-JKS-093,TOBARI,JAKARTA SELATAN,PASAR MINGGU,106.840917,-6.285,CY
M-JKS-091,ROB,JAKARTA SELATAN,PASAR MINGGU,107.2483549,-6.250873707,CY
M-JKS-086,Suwito,JAKARTA SELATAN,JAGAKARSA,106.829083,-6.3371,CY
M-JKS-096,LENGGAR,JAKARTA SELATAN,PESANGGRAHAN,106.75935,-6.225483,CY
M-JKS-095,PURMIYANTO,JAKARTA SELATAN,PESANGGRAHAN,106.754283,-6.22855,CY
M-JKS-098,Ibu Iyem/Suef,JAKARTA SELATAN,MAMPANG PRAPATAN,106.818583,-6.236967,CY
M-JKS-099,Pak Alm Mujiatno/Pak Anton,JAKARTA SELATAN,MAMPANG PRAPATAN,106.818167,-6.236767,CY
