code,name,district,sub_district,X,Y,type
M-JKU-033,Ps Pluit,JAKARTA UTARA,PENJARINGAN,106.7665319,-6.118124313,LBM
M-TGR-004,Perusahaan Swasta,KOTA TANGERANG,CIPONDOH,106.66455,-6.175133333,LBM
M-TGR-005,PASAR PORTAL (GONDRONG),KOTA TANGERANG,CIPONDOH,106.6940167,-6.198166667,LBM
M-TGR-006,PASAR NYAMUK (CIPONDOH MAKMUR),KOTA TANGERANG,CIPONDOH,106.6839,-6.1765,LBM
M-TGR-007,Aziz,KOTA TANGERANG,CIPONDOH,106.68525,-6.176166667,LBM
M-TGR-008,Camat Setempat,KOTA TANGERANG,CIPONDOH,106.7113833,-6.1877,LBM
M-TGR-009,PASAR KAMPUNG GUNUNG,KOTA TANGERANG,CIPONDOH,106.6765,-6.185216667,LBM
M-TGR-010,PASAR ANYAR,KOTA TANGERANG,TANGERANG,106.6345,-6.17665,LBM
M-TGR-011,PASAR LAMA,KOTA TANGERANG,TANGERANG,106.6297667,-6.1783,LBM
M-TGR-035,PASAR SUKAJADI,KOTA TANGERANG,KARAWACI,106.6265333,-6.179,LBM
M-TGR-039,Sucipto,KOTA TANGERANG,JATI UWUNG,106.5864333,-6.1839,LBM
M-TGR-040,Sarmin,KOTA TANGERANG,JATI UWUNG,106.5754167,-6.20615,LBM
M-TGR-042,PASAR MALABAR,KOTA TANGERANG,CIBODAS,106.6098667,-6.208633333,LBM
M-TGR-043,Mugem Al Karim,KOTA TANGERANG,KARANG TENGAH,106.6962833,-6.2043,LBM
M-TGR-053,PASAR SARASWATI,KOTA TANGERANG,CILEDUG,106.70875,-6.224966667,LBM
M-TGR-056,Lurah,KOTA TANGERANG,PERIUK,106.5966167,-6.152233333,LBM
M-TGR-057,PASAR SANGIANG,KOTA TANGERANG,PERIUK,106.5921667,-6.1851,LBM
M-TGR-058,Sutar,KOTA TANGERANG,PERIUK,106.5868167,-6.170433333,LBM
M-TGR-059,Ketek(Village Market),KOTA TANGERANG,NEGLASARI,106.6312667,-6.159716667,LBM
M-TGR-065,Pasar Ramadhani,KOTA TANGERANG,KARAWACI,106.6184333,-6.17,LBM
M-TGR-066,Pasar Bengkok,KOTA TANGERANG,PINANG,106.6869667,-6.221833333,LBM
M-TGR-067,Pasar Ampera,KOTA TANGERANG,BATUCEPER,106.676,-6.163233333,LBM
M-TGR-068,Pasar Mandiri,KOTA TANGERANG,CIPONDOH,106.6852,-6.176366667,LBM
M-TGR-069,Pasar Bandeng,KOTA TANGERANG,KARAWACI,106.6143167,-6.20035,LBM
M-TGR-070,pasar lembang,KOTA TANGERANG,CILEDUG,106.7056333,-6.23885,LBM
M-TGR-071,pasar jatibaru,KOTA TANGERANG,JATI UWUNG,106.575282,-6.198013943,LBM
M-TGR-072,Pasar Taman Cibodas,KOTA TANGERANG,PERIUK,106.5942805,-6.167456353,LBM
M-TGR-073,Pasar Babakan,KOTA TANGERANG,TANGERANG,106.6407461,-6.189195115,LBM
D-BGR-002,DENY (ID LAMA:ALLOY),BOGOR,CISEENG,106.69505,-6.434967,CY
D-BGR-004,BAPAK TOTO,BOGOR,PARUNG,106.696033,-6.437167,CY
D-BGR-005,Cahaya farm,BOGOR,PARUNG,106.694467,-6.431183,CY
D-BGR-006,BERDIKARI FARM,BOGOR,KEMANG,107.2483549,-6.250873707,CY
D-BGR-007,RPA PERKASA JAYA,BOGOR,KEMANG,107.2483549,-6.250873707,CY
D-BGR-008,FARM BAPAK ARDA,BOGOR,KEMANG,107.2483549,-6.250873707,CY
D-BGR-009,PDM FARM,BOGOR,KEMANG,107.2483549,-6.250873707,CY
D-BGR-010,BRAVO,BOGOR,KEMANG,107.2483549,-6.250873707,CY
D-BGR-011,Pak samad,BOGOR,GUNUNG SINDUR,106.6824,-6.406967,CY
D-BGR-012,DADANG Ps,BOGOR,GUNUNG SINDUR,106.721717,-6.3927,CY
D-BGR-013,,BOGOR,GUNUNG SINDUR,106.808583,-6.469467,CY
D-BGR-016,YASIR,BOGOR,CIBINONG,106.841533,-6.480017,CY
D-BGR-017,MARET DWI JANTA,BOGOR,CIBINONG,106.821867,-6.471333,CY
D-BGR-018,H.ZAINUDIN,BOGOR,CIBINONG,106.85465,-6.4728,CY
D-BGR-019,EDI SUHANDI,BOGOR,CIBINONG,106.861667,-6.466117,CY
D-BGR-020,AHMAD SOBARI,BOGOR,CIBINONG,106.84655,-6.488183,CY
D-BGR-022,BAPAK SUYADI,BOGOR,CIBINONG,107.2483549,-6.250873707,CY
D-BGR-021,TRIYENMAR,BOGOR,CIBINONG,106.81165,-6.47205,CY
D-BGR-023,H DAMIN,BOGOR,CIBINONG,106.83055,-6.475433,CY
D-BGR-024,M.SHODIQ,BOGOR,CIBINONG,106.834083,-6.476417,CY
D-BGR-025,ARIFIN,BOGOR,CIBINONG,106.834417,-6.4765,CY
D-BGR-028,H. RIVAI II,BOGOR,CIBINONG,106.841683,-6.481,CY
D-BGR-026,ASPHALI,BOGOR,CIBINONG,106.840517,-6.482,CY
D-BGR-029,IRIN,BOGOR,CIBINONG,106.841717,-6.4894,CY
D-BGR-030,KUSNADI,BOGOR,CIBINONG,106.83875,-6.484217,CY
D-BGR-031,PUTRA HS,BOGOR,CIBINONG,107.2483549,-6.250873707,CY
D-BGR-032,BAPAK HAJI KHOLIL,BOGOR,CIBINONG,106.823083,-6.490867,CY
D-BGR-034,SHA SAN,BOGOR,CIBINONG,106.8182,-6.4912,CY
D-BGR-033,NAJAT,BOGOR,CIBINONG,106.818133,-6.49135,CY
D-BGR-035,JASMIN,BOGOR,CIBINONG,106.830933,-6.466283,CY
D-BGR-036,PUTUT,BOGOR,CIBINONG,106.819733,-6.454417,CY
D-BGR-038,UDIN,BOGOR,CIBINONG,107.2483549,-6.250873707,CY
D-BGR-037,ASMAD,BOGOR,CIBINONG,106.823,-6.469133,CY
D-BGR-039,H.MANSYUR,BOGOR,CIBINONG,107.2483549,-6.250873707,CY
D-BGR-040,CARDI,BOGOR,CIBINONG,106.834533,-6.484567,CY
D-BGR-044,CV SUKAMAJU FARM,BOGOR,TAMANSARI,106.771467,-6.653083,CY
D-BGR-045,TPA SAWORAYA FARM,BOGOR,TAMANSARI,106.773017,-6.64465,CY
D-BGR-046,ZULKARNAEN,BOGOR,RANCA BUNGUR,106.724217,-6.528983,CY
D-BGR-047,FITRI,BOGOR,CIAMPEA,107.2483549,-6.250873707,CY
D-BGR-048,PUTRA FARM,BOGOR,DRAMAGA,106.731567,-6.575267,CY
D-BGR-049,JAJA AYAM,BOGOR,CIAMPEA,106.693483,-6.551483,CY
D-BGR-054,MULYADI,BOGOR,JONGGOL,107.2483549,-6.250873707,CY
D-BGR-058,H. YADI,BOGOR,CARIU,107.1317,-6.505883,CY
D-BGR-059,MAMAN,BOGOR,TANJUNGSARI,107.154283,-6.580633,CY
D-BGR-060,BAPAK OPA,BOGOR,TANJUNGSARI,107.16595,-6.645433,CY
D-BGR-061,BAPAK ASRIP,BOGOR,TANJUNGSARI,107.149,-6.588283,CY
D-BGR-062,HAMIM,BOGOR,TANJUNGSARI,107.146367,-6.584583,CY
D-BGR-063,BAPAK UJAY,BOGOR,TANJUNGSARI,107.14705,-6.600167,CY
D-BGR-064,NASIM,BOGOR,TANJUNGSARI,107.167817,-6.640167,CY
D-BGR-065,H. Andang,BOGOR,TANJUNGSARI,107.2483549,-6.250873707,CY
D-BGR-066,BAPAK KANO,BOGOR,TANJUNGSARI,107.15485,-6.64745,CY
D-BGR-067,BAPAK DEDE ROSADI/ADE,BOGOR,TANJUNGSARI,107.143283,-6.578617,CY
D-BGR-069,H.OJAN,BOGOR,TANJUNGSARI,107.102433,-6.542033,CY
D-BGR-071,DEDI MULYADI,BOGOR,SUKAMAKMUR,107.00335,-6.5515,CY
D-BGR-073,SUJARI,BOGOR,SUKAMAKMUR,107.012567,-6.62365,CY
D-BGR-076,iDING,BOGOR,SUKAMAKMUR,107.024783,-6.61005,CY
D-BGR-077,hamand,BOGOR,SUKAMAKMUR,107.2483549,-6.250873707,CY
D-BGR-090,Pak Lukman,BOGOR,TAJUR HALANG,106.771,-6.479867,CY
D-BGR-091,Pak Misun,BOGOR,TAJUR HALANG,106.768633,-6.47445,CY
D-BGR-093,Pak Maman,BOGOR,TAJUR HALANG,106.776933,-6.47795,CY
D-BGR-085,MAMAT,BOGOR,TAJUR HALANG,106.7553,-6.48035,CY
D-BGR-103,Ko Awit,BOGOR,TAJUR HALANG,106.776817,-6.483867,CY
D-BGR-095,TRI HARDIYANTO,BOGOR,TAJUR HALANG,106.764783,-6.480733,CY
D-BGR-086,UCID,BOGOR,TAJUR HALANG,106.7531,-6.47675,CY
D-BGR-087,Pak Aris,BOGOR,TAJUR HALANG,106.775067,-6.47885,CY
D-BGR-088,MMC (MM Chicken),BOGOR,TAJUR HALANG,106.778133,-6.491633,CY
D-BGR-089,cv Nagra chicken,BOGOR,TAJUR HALANG,106.784067,-6.4856,CY
D-BGR-100,,BOGOR,TAJUR HALANG,106.768283,-6.475833,CY
D-BGR-097,pak amil/kimi,BOGOR,TAJUR HALANG,106.771933,-6.473867,CY
D-BGR-092,PARMAN,BOGOR,TAJUR HALANG,106.7553,-6.48035,CY
D-BGR-094,syarif,BOGOR,TAJUR HALANG,106.760583,-6.4762,CY
D-BGR-096,pak munijo,BOGOR,TAJUR HALANG,106.7813,-6.500502,CY
D-BGR-102,SARTA,BOGOR,TAJUR HALANG,107.2483549,-6.250873707,CY
D-BGR-099,NAAM,BOGOR,TAJUR HALANG,106.75605,-6.4726,CY
D-BGR-101,SUPARLAN,BOGOR,TAJUR HALANG,106.756417,-6.469633,CY
D-BGR-098,ASMAN,BOGOR,TAJUR HALANG,106.7556,-6.472467,CY
D-BGR-104,pak mono,BOGOR,TAJUR HALANG,106.775433,-6.455567,CY
D-BGR-105,MST GROUP,BOGOR,BOJONG GEDE,107.2483549,-6.250873707,CY
D-BGR-106,KEMBAR AB,BOGOR,BOJONG GEDE,106.798233,-6.45225,CY
D-BGR-109,AGUS SUTRISNO,BOGOR,BOJONG GEDE,106.7811,-6.50225,CY
D-BGR-110,MOHAMMAD IMAM,BOGOR,BOJONG GEDE,106.799917,-6.45405,CY
D-BGR-111,MARDI,BOGOR,BOJONG GEDE,106.793433,-6.4744,CY
D-BGR-112,ANDI,BOGOR,BOJONG GEDE,106.785767,-6.500217,CY
D-BGR-113,MUNASAN,BOGOR,BOJONG GEDE,106.7829,-6.442467,CY
D-BGR-114,H. REHAN,BOGOR,BOJONG GEDE,107.2483549,-6.250873707,CY
D-BGR-115,RATIMIN,BOGOR,BOJONG GEDE,106.805483,-6.47925,CY
D-BGR-116,TAMRIN RAKA,BOGOR,BOJONG GEDE,106.80525,-6.475383,CY
D-BGR-119,ATENG,BOGOR,BOJONG GEDE,107.2483549,-6.250873707,CY
D-BGR-120,DUDI,BOGOR,BOJONG GEDE,107.2483549,-6.250873707,CY
D-BGR-118,BAPAK NAHROWI,BOGOR,BOJONG GEDE,106.795983,-6.46015,CY
D-BGR-117,ASEP,BOGOR,BOJONG GEDE,107.2483549,-6.250873707,CY
D-BGR-121,SUPRIYADI,BOGOR,BOJONG GEDE,107.2483549,-6.250873707,CY
D-BGR-122,NANO,BOGOR,BOJONG GEDE,106.798883,-6.452483,CY
D-BGR-124,BAPAK KURTUBI,BOGOR,BOJONG GEDE,107.2483549,-6.250873707,CY
D-BGR-125,MENTARI,BOGOR,BOJONG GEDE,106.793,-6.499917,CY
D-BGR-126,CECE SYARIFUDIN,BOGOR,BOJONG GEDE,106.79555,-6.487267,CY
D-BGR-127,MAD NUR,BOGOR,BOJONG GEDE,106.8014,-6.454017,CY
D-BGR-129,CV MANDIRI,BOGOR,CILEUNGSI,106.9575,-6.402267,CY
D-BGR-130,BAPAK PARNO,BOGOR,CILEUNGSI,106.959133,-6.401367,CY
D-BGR-131,PD HMS,BOGOR,CILEUNGSI,106.964483,-6.411433,CY
D-BGR-132,CV BUNGA PRAM,BOGOR,CILEUNGSI,106.955667,-6.40485,CY
D-BGR-134,PEMOTONGAN KIKI,BOGOR,CITEUREUP,106.874533,-6.49815,CY
D-BGR-138,Alatas,BOGOR,KELAPA NUNGGAL,106.972033,-6.455117,CY
D-BGR-140,BAPAK EMUS/MUSLIHAT,BOGOR,CIAWI,106.861383,-6.677717,CY
D-BGR-141,H.TISNA,BOGOR,CIAWI,106.872633,-6.68145,CY
D-BGR-142,AHYA,BOGOR,CIAWI,106.834417,-6.703933,CY
D-BGR-143,UJANG,BOGOR,CIAWI,106.869617,-6.698383,CY
D-BGR-144,MULYONO,BOGOR,CIAWI,106.872017,-6.683767,CY
D-BGR-145,LUBIS,BOGOR,CIAWI,106.853483,-6.65325,CY
D-BGR-146,JEJEN,BOGOR,CIAWI,106.88055,-6.691067,CY
D-BGR-147,HARUN,BOGOR,CIAWI,106.863133,-6.703917,CY
D-BGR-148,H.USUP,BOGOR,CARINGIN,106.819033,-6.709333,CY
D-BGR-149,IBRAHIM,BOGOR,CARINGIN,106.820017,-6.720667,CY
D-BGR-150,H.AZIS,BOGOR,CARINGIN,106.82,-6.707233,CY
D-BGR-152,WAHYU,BOGOR,CARINGIN,106.820217,-6.70745,CY
D-BGR-163,USAHA MANDIRI,BOGOR,CIGOMBONG,106.78395,-6.745717,CY
D-BGR-170,IJOK,BOGOR,LEUWILIANG,106.63455,-6.592317,CY
D-BGR-172,LONGYAM,BOGOR,CIBUNGBULANG,106.653233,-6.612617,CY
D-BGR-173,ELI,BOGOR,CIBUNGBULANG,106.632383,-6.573367,CY
D-BGR-181,DULOH,BOGOR,PAMIJAHAN,106.671483,-6.62095,CY
D-BGR-188,KIOS AYAM HIDUP PASAR CIGUDEG,BOGOR,CIGUDEG,106.535317,-6.5493,CY
D-BGR-190,H. BADRU,BOGOR,TENJO,106.447717,-6.33585,CY
D-BGR-191,FATHINUDDIN,BOGOR,TENJO,106.4626,-6.32845,CY
D-BGR-195,ROSID,BOGOR,JASINGA,106.443283,-6.393283,CY
D-BGR-196,H.ZUEN,BOGOR,CISARUA,106.925933,-6.673817,CY
D-BGR-198,H.ENDANG,BOGOR,CISARUA,106.929983,-6.676667,CY
D-BGR-197,RATU CHICKEN,BOGOR,CISARUA,106.925483,-6.6737,CY
D-BGR-199,MANDIRI,BOGOR,CISARUA,106.92645,-6.673817,CY
D-BGR-200,YANTO,BOGOR,CISARUA,106.9311,-6.680067,CY
D-BGR-208,UD. MANDIRI,BOGOR,CISEENG,106.694983,-6.4346,CY
D-BGR-207,HOGURT FARM,BOGOR,CISEENG,106.694983,-6.435083,CY
D-BGR-206,HERMAN (ID LAMA:SAMSUL),BOGOR,CISEENG,106.703117,-6.45365,CY
D-BGR-209,ARKA PRIMA,BOGOR,PARUNG,106.693067,-6.42785,CY
D-BGR-210,BAPAK YUSUF,BOGOR,PARUNG,106.693033,-6.424183,CY
D-BGR-211,SULTAN MULTI Ps,BOGOR,PARUNG,106.690483,-6.44505,CY
D-BGR-212,OON,BOGOR,CISEENG,106.688333,-6.444667,CY
D-BGR-213,AL-BAHRI FARM,BOGOR,CISEENG,106.68915,-6.445283,CY
D-BGR-215,H. DADO,BOGOR,CIBUNGBULANG,106.64355,-6.57955,CY
D-BGR-216,KELOMPOK MITRA,BOGOR,CIBUNGBULANG,106.655033,-6.568917,CY
D-BGR-217,OMAN,BOGOR,CIBUNGBULANG,106.6421,-6.562683,CY
D-BGR-219,MUMUH,BOGOR,NANGGUNG,106.546217,-6.581667,CY
D-BGR-218,AHUM,BOGOR,CIBUNGBULANG,106.641183,-6.56215,CY
D-BGR-221,PERI,BOGOR,LEUWILIANG,106.635333,-6.577967,CY
D-BGR-220,NENG NOVI,BOGOR,NANGGUNG,106.54795,-6.578783,CY
D-BGR-222,KUSNAWATI,BOGOR,LEUWISADENG,106.563033,-6.563483,CY
D-BGR-224,H. USMAN,BOGOR,CIOMAS,106.758117,-6.602217,CY
D-BGR-223,RIZAL/AHMAD GHOZALI (ID LAMA: ROJALI),BOGOR,PARUNG PANJANG,106.576417,-6.348717,CY
D-BGR-226,BARAYA,BOGOR,CIOMAS,106.755183,-6.60485,CY
D-BGR-225,EMAD,BOGOR,CIOMAS,106.744,-6.59285,CY
D-BGR-227,RIZQI FARM,BOGOR,CIOMAS,106.7584,-6.607067,CY
D-BGR-228,BAROKAH FARM,BOGOR,CIOMAS,106.744183,-6.619383,CY
D-BGR-229,PERDANA PUTRA CHICKEN,BOGOR,CIOMAS,106.760483,-6.5912,CY
D-BGR-231,ANNISA,BOGOR,DRAMAGA,106.73955,-6.586933,CY
D-BGR-230,BUDI SANTOSO,BOGOR,CIAMPEA,106.69695,-6.569683,CY
D-BGR-234,H. Nurman,BOGOR,CILEUNGSI,106.963283,-6.406933,CY
D-BGR-233,BAPAK MARGO,BOGOR,CILEUNGSI,106.951933,-6.408333,CY
D-BGR-238,ANWAR,BOGOR,JONGGOL,107.2483549,-6.250873707,CY
D-BGR-242,SANAN,BOGOR,CIAWI,106.834033,-6.703483,CY
D-BGR-246,NORMA,BOGOR,CIAWI,106.880517,-6.691117,CY
D-BGR-243,IDRUS,BOGOR,CIAWI,106.869383,-6.689333,CY
D-BGR-245,H.ILYAS,BOGOR,CIAWI,106.84845,-6.676917,CY
D-BGR-241,ASRI CHICKEN,BOGOR,KELAPA NUNGGAL,106.857483,-6.5099,CY
D-BGR-244,MAJID,BOGOR,CIAWI,106.8815,-6.69905,CY
D-BGR-237,Ade,BOGOR,CILEUNGSI,107.027117,-6.4137,CY
D-BGR-236,BAPAK SAMIL,BOGOR,CILEUNGSI,107.026217,-6.4167,CY
D-BGR-247,CV RAFLY BERKAH,BOGOR,CARINGIN,106.827167,-6.71425,CY
D-BGR-248,SYAFRUDIN,BOGOR,CARINGIN,106.822167,-6.7064,CY
D-BGR-249,KURDI,BOGOR,CARINGIN,106.822233,-6.706417,CY
D-BGR-250,AGUS,BOGOR,CIGOMBONG,106.795933,-6.708133,CY
D-BGR-251,PT. BRASTO INDO SUKSES,BOGOR,MEGAMENDUNG,106.878683,-6.665367,CY
D-BGR-254,ELIM,BOGOR,JASINGA,106.422067,-6.4603,CY
D-BGR-255,BADRU,BOGOR,JASINGA,106.417667,-6.457433,CY
D-BGR-253,UUS,BOGOR,JASINGA,106.41735,-6.456533,CY
D-BGR-256,BAPAK YANTO(TOTOK),BOGOR,BOJONG GEDE,106.79395,-6.489417,CY
D-BGR-259,HARUN,BOGOR,TAJUR HALANG,106.75475,-6.480517,CY
D-BGR-260,IDIK,BOGOR,CIOMAS,106.752017,-6.601083,CY
D-BGR-266,ABIDIN,BOGOR,TENJOLAYA,106.695217,-6.618217,CY
D-BGR-267,ADE,BOGOR,TENJOLAYA,106.702733,-6.604133,CY
D-BGR-269,ABDUL ROJI/OJI,BOGOR,TENJOLAYA,106.70995,-6.6087,CY
D-BGR-268,OJI,BOGOR,TENJOLAYA,106.70995,-6.6087,CY
D-BGR-270,DEDE,BOGOR,TENJOLAYA,106.70595,-6.641633,CY
D-BGR-271,HARTO,BOGOR,TENJOLAYA,106.693267,-6.64295,CY
D-BGR-272,JAJAT (ID LAMA:YAYAT),BOGOR,TENJOLAYA,106.705883,-6.630283,CY
D-BGR-273,USAHA BERSAMA REMAJA MASJID AL-IKHWAN,BOGOR,CIAMPEA,106.704817,-6.587817,CY
D-BGR-278,DADAY,BOGOR,TAMANSARI,106.761733,-6.6389,CY
D-BGR-277,ENAS,BOGOR,TAMANSARI,106.741783,-6.65175,CY
D-BGR-275,H. UKAY,BOGOR,TAMANSARI,106.727717,-6.649483,CY
D-BGR-279,EMUL,BOGOR,TAMANSARI,106.73205,-6.6579,CY
D-BGR-276,DAVID,BOGOR,TAMANSARI,106.727567,-6.639367,CY
D-BGR-282,Pak H Usman,BOGOR,DRAMAGA,106.735183,-6.60425,CY
D-BGR-283,H. Saman,BOGOR,CILEUNGSI,107.02655,-6.41835,CY
D-BGR-284,SARDI,BOGOR,CILEUNGSI,107.035367,-6.417483,CY
D-BGR-285,UDIN,BOGOR,CILEUNGSI,107.2483549,-6.250873707,CY
D-BGR-286,H. Komar,BOGOR,CILEUNGSI,107.035333,-6.41745,CY
D-BGR-297,WAHYU,BOGOR,JONGGOL,107.062467,-6.4696,CY
D-BGR-296,H. AMAT,BOGOR,JONGGOL,107.062467,-6.4696,CY
D-BGR-299,EKA,BOGOR,JONGGOL,107.0612,-6.457917,CY
D-BGR-303,SUMPENA,BOGOR,JONGGOL,107.089,-6.4735,CY
D-BGR-306,BAPAK HENDRA WK,BOGOR,CARIU,107.109383,-6.523917,CY
D-BGR-308,sOHIB,BOGOR,CARIU,107.129517,-6.512267,CY
D-BGR-322,ENDIN,BOGOR,CARINGIN,106.832167,-6.705883,CY
D-BGR-323,ENDANG,BOGOR,CARINGIN,106.832467,-6.7038,CY
D-BGR-324,WASEH,BOGOR,CARINGIN,106.831933,-6.704117,CY
D-BGR-327,EMAN,BOGOR,CARINGIN,106.8318,-6.7043,CY
D-BGR-328,UPAH,BOGOR,CARINGIN,106.83195,-6.7056,CY
D-BGR-326,SOBUR,BOGOR,CARINGIN,106.831983,-6.705583,CY
D-BGR-329,IBAD,BOGOR,CARINGIN,106.832617,-6.704833,CY
D-BGR-325,UJANG,BOGOR,CARINGIN,106.834083,-6.705367,CY
D-BGR-331,UDIN,BOGOR,CIGOMBONG,106.783783,-6.7461,CY
D-BGR-334,SYARIFUDIN,BOGOR,CIGOMBONG,106.80345,-6.743983,CY
D-BGR-333,ASEP,BOGOR,CIGOMBONG,106.801633,-6.742267,CY
D-BGR-336,HALIMI,BOGOR,CIJERUK,106.809983,-6.676033,CY
D-BGR-337,RIDHO MANDIRI,BOGOR,CIJERUK,106.792617,-6.677467,CY
D-BKS-004,TPnU Asep /Mitra Jaya,BEKASI,CIKARANG UTARA,107.15585,-6.25435,CY
D-BKS-011,AGUNG/AGUS,BEKASI,BABELAN,107.01975,-6.186517,CY
D-BKS-012,BUNYAMIN,BEKASI,BABELAN,107.022,-6.17805,CY
D-BKS-013,LENY HIDAYAT,BEKASI,CIBARUSAH,107.074983,-6.438667,CY
D-BKS-014,ALIM ALAMSYAH,BEKASI,CIBARUSAH,107.084567,-6.424883,CY
D-BKS-017,P. HERU/ B. ADE/ BERKAH (HISYAM FARM),BEKASI,CIBARUSAH,107.074483,-6.438667,CY
D-BKS-020,LUKAS,BEKASI,TAMBUN SELATAN,107.055683,-6.2628,CY
D-BKS-023,SUWARDI,BEKASI,TAMBUN SELATAN,107.045533,-6.271317,CY
D-BKS-024,AHMAD SAHRONI,BEKASI,TARUMAJAYA,106.994267,-6.1694,CY
D-BKS-026,SADLI,BEKASI,TARUMAJAYA,106.994283,-6.169467,CY
D-BKS-028,TPnU UMAR,BEKASI,TARUMAJAYA,107.000683,-6.13935,CY
D-BKS-030,H.MUJAR,BEKASI,TARUMAJAYA,106.995817,-6.117317,CY
D-BKS-031,Abdilla,BEKASI,TARUMAJAYA,106.994317,-6.112517,CY
D-BKS-032,H. MASIH,BEKASI,TARUMAJAYA,106.975617,-6.130833,CY
D-BKS-045,PD. H Jamal,BEKASI,KEDUNGWARINGIN,107.272483,-6.26655,CY
D-BKS-046,HJ ETI,BEKASI,KEDUNGWARINGIN,107.266333,-6.269183,CY
D-BKS-047,Cahaya Sumirat,BEKASI,KEDUNGWARINGIN,107.266233,-6.2732,CY
D-BKS-049,ADE,BEKASI,KEDUNGWARINGIN,107.253617,-6.246083,CY
D-BKS-048,MIDA,BEKASI,KEDUNGWARINGIN,107.2483549,-6.250873707,CY
D-BKS-050,H. NAMI,BEKASI,KEDUNGWARINGIN,107.2341,-6.258967,CY
D-BKS-051,H. KOTONG,BEKASI,KEDUNGWARINGIN,107.243367,-6.2537,CY
D-BKS-052,WK SARMAN,BEKASI,KEDUNGWARINGIN,107.2432,-6.250233,CY
D-BKS-053,KARDI / PD ANUGERAH,BEKASI,CIKARANG PUSAT,107.182233,-6.3317,CY
D-BKS-054,PD. RAI RAKA,BEKASI,CIKARANG PUSAT,107.182667,-6.332683,CY
D-BKS-056,CAPUNG,BEKASI,CIKARANG SELATAN,107.121133,-6.338117,CY
D-BKS-059,TPnU Juliah,BEKASI,CIBARUSAH,107.073833,-6.4384,CY
D-BKS-060,DJUNAEDI,BEKASI,CIBARUSAH,107.0753,-6.438617,CY
D-BKS-061,EMAS,BEKASI,CIKARANG TIMUR,107.186117,-6.3161,CY
D-BKS-062,RIDHO ILLAHI,BEKASI,KARANGBAHAGIA,107.1705,-6.209317,CY
D-BKS-064,H. TARBIDIN,BEKASI,KARANGBAHAGIA,107.171783,-6.207567,CY
D-BKS-063,KISWI / UD ANANDA,BEKASI,KARANGBAHAGIA,107.170933,-6.2087,CY
D-BKS-065,SURYO,BEKASI,CIKARANG UTARA,106.983833,-6.2593,CY
D-BKS-069,URIP JAYA/TARBIDIN,BEKASI,CIKARANG UTARA,107.146067,-6.256917,CY
D-BKS-067,Lestari Indah Jaya,BEKASI,CIKARANG UTARA,107.1461,-6.25645,CY
D-BKS-066,IDERA JUJUR,BEKASI,CIKARANG UTARA,107.146067,-6.256467,CY
D-BKS-068,TIKA JAYA,BEKASI,CIKARANG UTARA,107.146033,-6.256883,CY
D-BKS-072,DUTA MAKMUR,BEKASI,BABELAN,107.045167,-6.164083,CY
D-BKS-074,SIBRO PEDAGANG AYAM,BEKASI,CIKARANG PUSAT,107.170183,-6.209833,CY
D-TGR-005,TPNU BAPAK UCA,TANGERANG,TELUKNAGA,106.64445,-6.065067,CY
D-TGR-002,H.SUWANDI,TANGERANG,TELUKNAGA,106.644433,-6.065083,CY
D-TGR-004,TPNU BAPAK ENCEP,TANGERANG,TELUKNAGA,106.6445,-6.06505,CY
D-TGR-003,TPNU BAPAK MIRIN,TANGERANG,TELUKNAGA,106.644733,-6.067433,CY
D-TGR-008,BUAH,TANGERANG,TELUKNAGA,106.644417,-6.06505,CY
D-TGR-007,,TANGERANG,TELUKNAGA,106.64445,-6.064983,CY
D-TGR-006,SUNTA,TANGERANG,TELUKNAGA,106.644467,-6.056583,CY
D-TGR-009,TAUFIK CHICK,KOTA TANGERANG SELATAN,CIPUTAT,106.712167,-6.295617,CY
D-TGR-011,TPNU BAPAK SARBINI,KOTA TANGERANG SELATAN,CIPUTAT,106.745867,-6.32375,CY
D-TGR-013,BAPAK KOMARUDIN,KOTA TANGERANG SELATAN,CIPUTAT,106.723767,-6.320317,CY
D-TGR-016,TPNU BAPAK KARMAN,KOTA TANGERANG SELATAN,CIPUTAT,106.746,-6.3126,CY
D-TGR-020,TPNU BAPAK SUEB,KOTA TANGERANG SELATAN,CIPUTAT,106.746117,-6.312583,CY
D-TGR-018,H. KARI (MURNI CHIC),KOTA TANGERANG SELATAN,CIPUTAT,106.7462,-6.312617,CY
D-TGR-014,H.ROSID,KOTA TANGERANG SELATAN,CIPUTAT,106.746233,-6.312967,CY
D-TGR-021,TPNU DARMINTO,TANGERANG,RAJEG,106.526017,-6.1308,CY
D-TGR-022,TPNU HAJI AWAY,TANGERANG,RAJEG,106.5155,-6.131317,CY
D-TGR-026,MANSUR,TANGERANG,RAJEG,106.485433,-6.1282,CY
D-TGR-024,CECEP,TANGERANG,RAJEG,106.4853,-6.117067,CY
D-TGR-023,JAMSURI,TANGERANG,RAJEG,106.484233,-6.12975,CY
D-TGR-025,TUNAH,TANGERANG,RAJEG,106.4856,-6.128133,CY
D-TGR-028,HASAN,KOTA TANGERANG SELATAN,PONDOK AREN,106.684517,-6.273383,CY
D-TGR-029,PRIMA GROUP,TANGERANG,KELAPA DUA,106.62225,-6.249083,CY
D-TGR-031,PEMOTONGAN DAN SUPPLIER AYAM EGI,TANGERANG,KELAPA DUA,106.59875,-6.259517,CY
