movement_id,origin_code,origin_name,origin_district,origin_sub_district,origin_x,origin_y,species,number,weekly_volume,type_destination,name_destination,destination_lbm_cy_id,destination_district,destination_sub_district,destination_x_original,destination_y_original,xy,point_x_subdistrict,point_y_subdistrict,object_id_destination,in_km_distance_origin_destination,origin_in_cluster,cluster_name
M-BKS-025-1-01-OUT,M-BKS-025,ABU,KOTA BEKASI,BEKASI BARAT,107.2483549,-6.250873707,BR,1500,10500,LBM,PASAR KRANJI,M-BKS-022,KOTA BEKASI,BEKASI BARAT,106.9673,-6.23435,original coordinate,106.9627885,-6.233617281,2498,31.51484956,No,
M-BKS-025-2-01-OUT,M-BKS-026,ACE / SRB,KOTA BEKASI,BEKASI BARAT,106.974433,-6.2337,BR,100,700,LBM,PASAR BARU BEKASI,M-BKS-006,KOTA BEKASI,BEKASI TIMUR,106.9239,-6.365233,original coordinate,107.0191311,-6.242045002,2495,16.12184901,No,
M-BKS-025-2-02-OUT,M-BKS-026,ACE / SRB,KOTA BEKASI,BEKASI BARAT,106.974433,-6.2337,BR,2200,15400,LBM,PASAR KRANJI,M-BKS-022,KOTA BEKASI,BEKASI BARAT,106.9673,-6.23435,original coordinate,106.9627885,-6.233617281,2498,30.86736719,No,
M-BKS-038-2-01-OUT,M-BKS-043,MULYONO,KOTA BEKASI,BANTARGEBANG,106.991183,-6.313533,BR,300,2100,LBM,PASAR BANTARGEBANG,,KOTA BEKASI,BANTARGEBANG,106.991365,-6.338926,subdistrict coordinate,106.9913653,-6.33892597,2493,41.07427078,No,
M-BKS-038-3-01-OUT,M-BKS-041,AA / ROBY JAYA,KOTA BEKASI,BANTARGEBANG,106.987483,-6.313033,BR,450,3150,LBM,PASAR LAMA BANTARGEBANG,,KOTA BEKASI,BANTARGEBANG,106.991365,-6.338926,subdistrict coordinate,106.9913653,-6.33892597,2493,20.52976106,No,
M-BKS-040-1-01-OUT,M-BKS-040,AHMAD YANI/UD MANDIRI 2,KOTA BEKASI,BANTARGEBANG,106.984867,-6.31245,BR,100,700,LBM,PASAR BANTARGEBANG,,KOTA BEKASI,BANTARGEBANG,106.991365,-6.338926,subdistrict coordinate,106.9913653,-6.33892597,2493,21.01081051,No,
M-BKS-044-1-01-OUT,M-BKS-044,BISMA ADI PRATAMA,KOTA BEKASI,BEKASI SELATAN,107.2483549,-6.250873707,BR,500,3500,LBM,PS. JAMBLANG,M-BKS-007,KOTA BEKASI,BEKASI SELATAN,106.9239,-6.365233,original coordinate,106.9776484,-6.258056534,2497,38.41410623,No,
M-BKS-044-1-02-OUT,M-BKS-044,BISMA ADI PRATAMA,KOTA BEKASI,BEKASI SELATAN,107.2483549,-6.250873707,BR,925,6475,AS,,,KOTA BEKASI,BEKASI SELATAN,106.977648,-6.258057,subdistrict coordinate,106.9776484,-6.258056534,2497,30.31510764,No,
M-BKS-051-1-01-OUT,M-BKS-051,Maju Lancar,KOTA BEKASI,BEKASI UTARA,106.991767,-6.2101,BR,1000,7000,LBM,Pasar Babelan,D-BKS-008,BEKASI,BABELAN,107.045333,-6.165583,original coordinate,107.0344069,-6.125705403,2416,22.83565763,No,
M-BKS-051-1-02-OUT,M-BKS-051,Maju Lancar,KOTA BEKASI,BEKASI UTARA,106.991767,-6.2101,BR,1500,10500,LBM,Pasar Klender,M-JKT-074,JAKARTA TIMUR,CAKUNG,106.901333,-6.2123,original coordinate,106.9403369,-6.188741675,1875,7.949931871,No,
M-BKS-051-1-03-OUT,M-BKS-051,Maju Lancar,KOTA BEKASI,BEKASI UTARA,106.991767,-6.2101,BR,700,4900,LBM,,,KOTA BEKASI,BEKASI UTARA,107.006032,-6.207365,subdistrict coordinate,107.0060321,-6.207365105,2500,18.79685376,No,
M-BKS-051-1-04-OUT,M-BKS-051,Maju Lancar,KOTA BEKASI,BEKASI UTARA,106.991767,-6.2101,BR,300,2100,AB,,,KOTA BEKASI,BEKASI UTARA,107.006032,-6.207365,subdistrict coordinate,107.0060321,-6.207365105,2500,18.79685376,No,
M-BKS-052-1-01-OUT,M-BKS-052,ATO/MATO,KOTA BEKASI,BEKASI UTARA,107.006867,-6.23295,AK,30,210,LBM,,M-BKS-005,KOTA BEKASI,RAWALUMBU,106.9239,-6.365233,original coordinate,106.9941482,-6.281107951,2496,16.39310545,No,
M-BKS-063-1-01-OUT,M-BKS-063,Cirajaya,KOTA BEKASI,BEKASI TIMUR,107.019017,-6.243883,BR,750,5250,LBM,PASAR BARU BEKASI,M-BKS-059,KOTA BEKASI,BEKASI TIMUR,107.014517,-6.247967,original coordinate,107.0191311,-6.242045002,2495,53.88863335,No,
M-BKS-063-1-02-OUT,M-BKS-063,Cirajaya,KOTA BEKASI,BEKASI TIMUR,107.019017,-6.243883,BR,200,1400,AB,,,KOTA BEKASI,BEKASI TIMUR,107.019131,-6.242045,subdistrict coordinate,107.0191311,-6.242045002,2495,54.68416433,No,
M-BKS-064-1-01-OUT,M-BKS-064,JAWA UNGGAS,KOTA BEKASI,BEKASI TIMUR,107.021317,-6.24795,BR,450,3150,AB,,,KOTA BEKASI,BEKASI TIMUR,107.019131,-6.242045,subdistrict coordinate,107.0191311,-6.242045002,2495,54.80884688,No,
M-BKS-065-1-01-OUT,M-BKS-065,Jaya Unggas,KOTA BEKASI,BEKASI TIMUR,107.02155,-6.242367,BR,1000,7000,LBM,,M-BKS-059,KOTA BEKASI,BEKASI TIMUR,107.014517,-6.247967,original coordinate,107.0191311,-6.242045002,2495,54.01049513,No,
M-BKS-065-1-02-OUT,M-BKS-065,Jaya Unggas,KOTA BEKASI,BEKASI TIMUR,107.02155,-6.242367,BR,300,2100,AB,,,KOTA BEKASI,BEKASI TIMUR,107.019131,-6.242045,subdistrict coordinate,107.0191311,-6.242045002,2495,54.80571898,No,
M-BKS-067-3-01-OUT,M-BKS-069,TPnU Marzuki,KOTA BEKASI,BEKASI TIMUR,107.023667,-6.235267,BR,75,525,LBM,Pasar Waru,M-BKS-059,KOTA BEKASI,BEKASI TIMUR,107.014517,-6.247967,original coordinate,107.0191311,-6.242045002,2495,54.03302687,No,
M-BKS-073-1-01-OUT,M-BKS-073,PD. PUTRA MANDIRI,KOTA BEKASI,RAWALUMBU,107.00735,-6.26965,BR,500,3500,LBM,,M-BKS-074,KOTA BEKASI,RAWALUMBU,107.002633,-6.27155,original coordinate,106.9941482,-6.281107951,2496,29.28016872,No,
M-BKS-073-1-02-OUT,M-BKS-073,PD. PUTRA MANDIRI,KOTA BEKASI,RAWALUMBU,107.00735,-6.26965,BR,750,5250,LBM,,M-BKS-036,KOTA BEKASI,MUSTIKAJAYA,107.02735,-6.285783,original coordinate,107.0161908,-6.307127064,2494,30.03650745,No,
M-BKS-073-1-03-OUT,M-BKS-073,PD. PUTRA MANDIRI,KOTA BEKASI,RAWALUMBU,107.00735,-6.26965,BR,500,3500,LBM,,M-BKS-033,KOTA BEKASI,MUSTIKAJAYA,107.01695,-6.307033,original coordinate,107.0161908,-6.307127064,2494,27.60046209,No,
M-BKS-073-1-04-OUT,M-BKS-073,PD. PUTRA MANDIRI,KOTA BEKASI,RAWALUMBU,107.00735,-6.26965,BR,750,5250,AB,,,KOTA BEKASI,RAWALUMBU,106.994148,-6.281108,subdistrict coordinate,106.9941482,-6.281107951,2496,27.86916004,No,
M-BKS-075-1-01-OUT,M-BKS-075,H.AMRIL BURHAN/BURNAS MULIA SAKTI,KOTA BEKASI,PONDOKGEDE,106.93295,-6.283617,BR,2500,17500,LBM,PASAR PONDOK GEDE,,KOTA BEKASI,PONDOKGEDE,106.930083,-6.268901,subdistrict coordinate,106.9300827,-6.268900893,2489,16.62068674,No,
M-BKS-086-1-01-OUT,M-BKS-086,UD MANDIRI,KOTA BEKASI,RAWALUMBU,106.987267,-6.312833,BR,200,1400,LBM,PASAR PEDURENAN,M-BKS-033,KOTA BEKASI,MUSTIKAJAYA,107.01695,-6.307033,original coordinate,107.0161908,-6.307127064,2494,45.66980325,No,
M-BKS-087-1-01-OUT,M-BKS-087,Tri Sumber Rejeki,KOTA BEKASI,RAWALUMBU,107.0073,-6.27015,BR,900,6300,LBM,RAWALUMBU,M-BKS-005,KOTA BEKASI,RAWALUMBU,106.9239,-6.365233,original coordinate,106.9941482,-6.281107951,2496,38.49038916,No,
M-BKS-088-1-01-OUT,M-BKS-088,PD. Unggas Sakti,KOTA BEKASI,BEKASI TIMUR,107.020267,-6.242017,BR,250,1750,LBM,,M-BKS-065,KOTA BEKASI,BEKASI TIMUR,106.831983,-6.705583,original coordinate,107.0191311,-6.242045002,2495,0.160153251,No,
M-BKS-088-1-02-OUT,M-BKS-088,PD. Unggas Sakti,KOTA BEKASI,BEKASI TIMUR,107.020267,-6.242017,BR,150,1050,LBM,,M-BKS-002,KOTA BEKASI,MEDAN SATRIA,106.982214,-6.197578,original coordinate,106.9822142,-6.197577934,2499,57.8443553,No,
M-BKS-088-1-03-OUT,M-BKS-088,PD. Unggas Sakti,KOTA BEKASI,BEKASI TIMUR,107.020267,-6.242017,BR,100,700,LBM,,D-BKS-005,BEKASI,CIKARANG UTARA,107.06275,-6.2566,original coordinate,107.1555408,-6.275284087,2410,55.30103717,No,
M-BKS-088-1-04-OUT,M-BKS-088,PD. Unggas Sakti,KOTA BEKASI,BEKASI TIMUR,107.020267,-6.242017,BR,250,1750,AB,,,KOTA BEKASI,BEKASI TIMUR,107.019131,-6.242045,subdistrict coordinate,107.0191311,-6.242045002,2495,54.66000046,No,
M-BKS-089-1-01-OUT,M-BKS-089,UD M. FAREL,KOTA BEKASI,BANTARGEBANG,106.9874,-6.312817,BR,60,420,AB,,,KOTA BEKASI,BANTARGEBANG,106.991365,-6.338926,subdistrict coordinate,106.9913653,-6.33892597,2493,20.52976106,No,
M-BKS-090-1-01-OUT,M-BKS-090,Setia Unggas,KOTA BEKASI,RAWALUMBU,107.007783,-6.271,BR,150,1050,LBM,PASAR RAWALUMBU,M-BKS-074,KOTA BEKASI,RAWALUMBU,107.002633,-6.27155,original coordinate,106.9941482,-6.281107951,2496,29.26302244,No,
M-BKS-090-1-02-OUT,M-BKS-090,Setia Unggas,KOTA BEKASI,RAWALUMBU,107.007783,-6.271,BR,100,700,LBM,PASAR BANTARGEBANG,M-BKS-039,KOTA BEKASI,BANTARGEBANG,106.9873,-6.31285,original coordinate,106.9913653,-6.33892597,2493,24.75448636,No,
M-BKS-090-1-03-OUT,M-BKS-090,Setia Unggas,KOTA BEKASI,RAWALUMBU,107.007783,-6.271,BR,450,3150,AB,,,KOTA BEKASI,RAWALUMBU,106.994148,-6.281108,subdistrict coordinate,106.9941482,-6.281107951,2496,27.85208017,No,
M-BKS-091-1-01-OUT,M-BKS-091,ROSSO MANDIRI,KOTA BEKASI,BEKASI TIMUR,107.014217,-6.245933,BR,1200,8400,AB,,,KOTA BEKASI,BEKASI TIMUR,107.019131,-6.242045,subdistrict coordinate,107.0191311,-6.242045002,2495,23.64621715,No,
M-BKS-091-2-01-OUT,M-BKS-092,PD. DUA PUTRI MANDIRI JAYA,KOTA BEKASI,BEKASI TIMUR,107.014367,-6.245933,BR,1500,10500,AB,,,KOTA BEKASI,BEKASI TIMUR,107.019131,-6.242045,subdistrict coordinate,107.0191311,-6.242045002,2495,23.63058012,No,
M-BKS-091-3-01-OUT,M-BKS-093,Jaya Abadi,KOTA BEKASI,BEKASI TIMUR,107.01445,-6.245983,BR,850,5950,LBM,Pasar Baru Bekasi,M-BKS-065,KOTA BEKASI,BEKASI TIMUR,106.831983,-6.705583,original coordinate,107.0191311,-6.242045002,2495,25.13611937,No,
M-BKS-098-1-01-OUT,M-BKS-098,RUDI/M.ARI JAYA,KOTA BEKASI,BEKASI BARAT,106.974267,-6.233567,BR,800,5600,LBM,KRANJI MARKET,M-BKS-022,KOTA BEKASI,BEKASI BARAT,106.9673,-6.23435,original coordinate,106.9627885,-6.233617281,2498,15.68986247,No,
M-BKS-098-1-02-OUT,M-BKS-098,RUDI/M.ARI JAYA,KOTA BEKASI,BEKASI BARAT,106.974267,-6.233567,AK,,,LBM,KRANJI MARKET,M-BKS-022,KOTA BEKASI,BEKASI BARAT,106.9673,-6.23435,original coordinate,106.9627885,-6.233617281,2498,15.68986247,No,
M-BKS-098-1-03-OUT,M-BKS-098,RUDI/M.ARI JAYA,KOTA BEKASI,BEKASI BARAT,106.974267,-6.233567,BR,1200,8400,LC,,,KOTA BEKASI,BEKASI BARAT,106.962788,-6.233617,subdistrict coordinate,106.9627885,-6.233617281,2498,15.25876658,No,
M-BKS-098-1-04-OUT,M-BKS-098,RUDI/M.ARI JAYA,KOTA BEKASI,BEKASI BARAT,106.974267,-6.233567,AK,,,LC,,,KOTA BEKASI,BEKASI BARAT,106.962788,-6.233617,subdistrict coordinate,106.9627885,-6.233617281,2498,15.25876658,No,
M-BKS-098-2-01-OUT,M-BKS-099,PREDY GROUP,KOTA BEKASI,BEKASI BARAT,106.974333,-6.23355,BR,1200,8400,LBM,PASAR KRANJI,M-BKS-022,KOTA BEKASI,BEKASI BARAT,106.9673,-6.23435,original coordinate,106.9627885,-6.233617281,2498,16.01883034,No,
M-BKS-098-2-02-OUT,M-BKS-099,PREDY GROUP,KOTA BEKASI,BEKASI BARAT,106.974333,-6.23355,BR,800,5600,AB,KRANJI - BEKASI BARAT,,KOTA BEKASI,BEKASI BARAT,106.962788,-6.233617,subdistrict coordinate,106.9627885,-6.233617281,2498,15.53016532,No,
M-BKS-098-3-01-OUT,M-BKS-100,BERDIKARI,KOTA BEKASI,BEKASI BARAT,106.975017,-6.23515,BR,1600,11200,LBM,PASAR KRANJI,M-BKS-022,KOTA BEKASI,BEKASI BARAT,106.9673,-6.23435,original coordinate,106.9627885,-6.233617281,2498,15.19623331,No,
M-BKS-098-3-02-OUT,M-BKS-100,BERDIKARI,KOTA BEKASI,BEKASI BARAT,106.975017,-6.23515,BR,300,2100,LBM,PASAR PAGI PEKAYON,M-BKS-077,KOTA BEKASI,BEKASI SELATAN,106.978117,-6.26,original coordinate,106.9776484,-6.258056534,2497,15.59818361,No,
M-BKS-098-4-01-OUT,M-BKS-101,RIHIT MAS,KOTA BEKASI,BEKASI BARAT,106.975,-6.236283,BR,400,2800,LBM,PASAR HARAPAN JAYA,,BEKASI,TARUMAJAYA,106.997547,-6.121953,subdistrict coordinate,106.9975468,-6.121952761,2417,43.10210291,No,
M-BKS-098-4-02-OUT,M-BKS-101,RIHIT MAS,KOTA BEKASI,BEKASI BARAT,106.975,-6.236283,BR,1600,11200,LBM,KRANJI MART,M-BKS-022,KOTA BEKASI,BEKASI BARAT,106.9673,-6.23435,original coordinate,106.9627885,-6.233617281,2498,30.56092089,No,
M-BKS-098-5-01-OUT,M-BKS-102,PD. PASAR MINGGU,KOTA BEKASI,BEKASI BARAT,106.9727,-6.235,BR,2000,14000,LBM,KRANJI MARKET,M-BKS-022,KOTA BEKASI,BEKASI BARAT,106.9673,-6.23435,original coordinate,106.9627885,-6.233617281,2498,15.69994417,No,
M-BKS-103-1-01-OUT,M-BKS-103,HANDAYANI 3,KOTA BEKASI,BEKASI BARAT,106.975,-6.236283,BR,2000,14000,LBM,PASAR KRANJI,M-BKS-022,KOTA BEKASI,BEKASI BARAT,106.9673,-6.23435,original coordinate,106.9627885,-6.233617281,2498,15.19312749,No,
M-DPK-003-1-01-OUT,M-DPK-003,BAPAK PURBIANTO,KOTA DEPOK,SAWANGAN,106.7508,-6.40735,BR,500,3500,LBM,PASAR CIPUTAT,,KOTA TANGERANG SELATAN,CIPUTAT,106.725305,-6.308255,subdistrict coordinate,106.7253048,-6.308255148,3998,13.21141653,No,
M-DPK-003-1-02-OUT,M-DPK-003,BAPAK PURBIANTO,KOTA DEPOK,SAWANGAN,106.7508,-6.40735,BR,500,3500,LBM,PASAR PARUNG,,BOGOR,PARUNG,106.71303,-6.435132,subdistrict coordinate,106.7130303,-6.435132238,1933,21.03968457,No,
M-DPK-003-1-03-OUT,M-DPK-003,BAPAK PURBIANTO,KOTA DEPOK,SAWANGAN,106.7508,-6.40735,BR,1000,7000,LBM,PASAR MUSI,,KOTA DEPOK,SUKMA JAYA,106.843648,-6.397203,subdistrict coordinate,106.8436485,-6.397202833,2505,11.08638248,No,
M-DPK-005-1-01-OUT,M-DPK-005,Trijaya Chicken,KOTA DEPOK,SAWANGAN,106.735217,-6.369167,BR,100,700,LBM,PASAR CIMANGGIS,,KOTA DEPOK,CIMANGGIS,106.869928,-6.368516,subdistrict coordinate,106.8699281,-6.368516491,2507,34.83662009,No,
M-DPK-008-1-01-OUT,M-DPK-008,CV KPTM,KOTA DEPOK,SUKMA JAYA,106.83565,-6.425833,BR,2100,14700,LBM,PASAR CISALAK DEPOK,,KOTA DEPOK,CIMANGGIS,106.869928,-6.368516,subdistrict coordinate,106.8699281,-6.368516491,2507,34.73167407,No,
M-JKB-005-01-OUT,M-JKB-005,Jaya Sakti,JAKARTA BARAT,CENGKARENG,106.73165,-6.16385,BR,80,80,LBM,Pasar Kapuk,,JAKARTA BARAT,CENGKARENG,106.736537,-6.15222,subdistrict coordinate,106.7365367,-6.152220489,1892,21.13392627,No,
M-JKB-006-1-01-OUT,M-JKB-006,SUTRISNO,JAKARTA BARAT,CENGKARENG,106.765483,-6.148967,BR,500,3500,LBM,PASAR CENGKARENG,M-JKB-034,JAKARTA BARAT,CENGKARENG,106.728867,-6.15205,original coordinate,106.7365367,-6.152220489,1892,21.98651795,No,
M-JKB-006-1-02-OUT,M-JKB-006,SUTRISNO,JAKARTA BARAT,CENGKARENG,106.765483,-6.148967,BR,460,3220,LBM,PASAR DURI SELATAN,M-JKB-020,JAKARTA BARAT,TAMBORA,106.80185,-6.156883,original coordinate,106.8033734,-6.147388377,1890,13.96452985,No,
M-JKB-007-1-01-OUT,M-JKB-007,TUMARITIS,JAKARTA BARAT,CENGKARENG,106.73185,-6.1494,BR,400,2800,LBM,PASAR JELEMBAR,,JAKARTA BARAT,GROGOL PETAMBURAN,106.786438,-6.163436,subdistrict coordinate,106.7864384,-6.163435669,1889,15.22595302,No,
M-JKB-007-1-02-OUT,M-JKB-007,TUMARITIS,JAKARTA BARAT,CENGKARENG,106.73185,-6.1494,BR,200,1400,LBM,PASAR CENGKARENG,M-JKB-034,JAKARTA BARAT,CENGKARENG,106.728867,-6.15205,original coordinate,106.7365367,-6.152220489,1892,21.78926095,No,
M-JKB-007-1-03-OUT,M-JKB-007,TUMARITIS,JAKARTA BARAT,CENGKARENG,106.73185,-6.1494,BR,400,2800,LBM,PASAR KAPUK,,JAKARTA BARAT,CENGKARENG,106.736537,-6.15222,subdistrict coordinate,106.7365367,-6.152220489,1892,20.94224743,No,
M-JKB-008-1-01-OUT,M-JKB-008,SAWUNG KEMBAR,JAKARTA BARAT,CENGKARENG,106.7194,-6.17285,BR,100,700,LBM,,,JAKARTA BARAT,CENGKARENG,106.736537,-6.15222,subdistrict coordinate,106.7365367,-6.152220489,1892,21.11330886,No,
M-JKB-008-1-02-OUT,M-JKB-008,SAWUNG KEMBAR,JAKARTA BARAT,CENGKARENG,106.7194,-6.17285,AK,20,140,LBM,,,JAKARTA BARAT,CENGKARENG,106.736537,-6.15222,subdistrict coordinate,106.7365367,-6.152220489,1892,21.11330886,No,
M-JKB-008-3-01-OUT,M-JKB-010,UD ANGGIT PS,JAKARTA BARAT,CENGKARENG,106.71775,-6.17175,BR,300,2100,LBM,PASAR DURI SELATAN,M-JKB-020,JAKARTA BARAT,TAMBORA,106.80185,-6.156883,original coordinate,106.8033734,-6.147388377,1890,13.91394539,No,
M-JKB-008-3-02-OUT,M-JKB-010,UD ANGGIT PS,JAKARTA BARAT,CENGKARENG,106.71775,-6.17175,BR,150,1050,LBM,,M-JKB-034,JAKARTA BARAT,CENGKARENG,106.728867,-6.15205,original coordinate,106.7365367,-6.152220489,1892,21.94100793,No,
M-JKB-008-3-03-OUT,M-JKB-010,UD ANGGIT PS,JAKARTA BARAT,CENGKARENG,106.71775,-6.17175,BR,150,1050,LBM,,M-DPK-018,JAKARTA BARAT,TAMBORA,106.858933,-6.357683,original coordinate,106.8033734,-6.147388377,1890,18.93781383,No,
M-JKB-008-4-01-OUT,M-JKB-036,KUSWANTO,JAKARTA BARAT,CENGKARENG,106.716217,-6.167517,BR,100,700,LBM,,,KOTA TANGERANG SELATAN,SETU,106.677385,-6.345818,subdistrict coordinate,106.6773853,-6.345817723,3995,31.69648015,No,
M-JKB-008-4-02-OUT,M-JKB-036,KUSWANTO,JAKARTA BARAT,CENGKARENG,106.716217,-6.167517,BR,100,700,LBM,PASAR JEMBATAN LIMA,,JAKARTA BARAT,CENGKARENG,106.736537,-6.15222,subdistrict coordinate,106.7365367,-6.152220489,1892,21.10082205,No,
M-JKB-008-5-01-OUT,M-JKB-037,H.ZEN ABDULLAH,JAKARTA BARAT,CENGKARENG,106.717167,-6.18055,BR,200,1400,LBM,PASAR DURI SELATAN,M-JKB-020,JAKARTA BARAT,TAMBORA,106.80185,-6.156883,original coordinate,106.8033734,-6.147388377,1890,13.91394539,No,
M-JKB-008-5-02-OUT,M-JKB-037,H.ZEN ABDULLAH,JAKARTA BARAT,CENGKARENG,106.717167,-6.18055,BR,200,1400,LBM,,,JAKARTA BARAT,TAMBORA,106.803373,-6.147388,subdistrict coordinate,106.8033734,-6.147388377,1890,14.11050013,No,
M-JKB-013-5-01-OUT,M-JKB-017,SUKO,JAKARTA BARAT,TAMBORA,106.80835,-6.143383,BR,20,140,LBM,PASAR JEMBATAN LIMA,,JAKARTA BARAT,TAMBORA,106.803373,-6.147388,subdistrict coordinate,106.8033734,-6.147388377,1890,14.11845733,No,
M-JKB-013-5-02-OUT,M-JKB-017,SUKO,JAKARTA BARAT,TAMBORA,106.80835,-6.143383,BR,30,210,LBM,PASAR PEJAGALAN,,JAKARTA BARAT,TAMBORA,106.803373,-6.147388,subdistrict coordinate,106.8033734,-6.147388377,1890,14.11845733,No,
M-JKB-023-1-01-OUT,M-JKB-023,H.Abbas,JAKARTA BARAT,KALIDERES,106.749267,-6.170183,BR,700,700,LBM,Pasar Muara Baru,,JAKARTA UTARA,PENJARINGAN,106.766532,-6.118124,subdistrict coordinate,106.7665319,-6.118124313,1894,30.41473764,No,
M-JKB-023-1-02-OUT,M-JKB-023,H.Abbas,JAKARTA BARAT,KALIDERES,106.749267,-6.170183,BR,200,200,LBM,Pasar Citra,,JAKARTA BARAT,KALI DERES,106.704275,-6.134527,subdistrict coordinate,106.7042754,-6.134527496,1893,23.35511845,No,
M-JKB-023-1-03-OUT,M-JKB-023,H.Abbas,JAKARTA BARAT,KALIDERES,106.749267,-6.170183,BR,70,70,LBM,Pasar Tanah Abang,,JAKARTA PUSAT,TANAH ABANG,106.809294,-6.205511,subdistrict coordinate,106.8092941,-6.205510529,1878,32.65873856,No,
M-JKB-023-1-04-OUT,M-JKB-023,H.Abbas,JAKARTA BARAT,KALIDERES,106.749267,-6.170183,BR,1000,1000,LBM,Pasar Kebayoran Lama,M-JKS-036,JAKARTA SELATAN,KEBAYORAN LAMA,106.781983,-6.237867,original coordinate,106.7799398,-6.249171276,1862,29.47797582,No,
M-JKB-023-1-05-OUT,M-JKB-023,H.Abbas,JAKARTA BARAT,KALIDERES,106.749267,-6.170183,BR,1300,1300,AS,,,JAKARTA BARAT,KALI DERES,106.704275,-6.134527,subdistrict coordinate,106.7042754,-6.134527496,1893,23.35511845,No,
M-JKB-023-1-06-OUT,M-JKB-023,H.Abbas,JAKARTA BARAT,KALIDERES,106.749267,-6.170183,BR,700,700,LBM,Pasar Semanan,,JAKARTA BARAT,KALI DERES,106.704275,-6.134527,subdistrict coordinate,106.7042754,-6.134527496,1893,23.35511845,No,
M-JKB-026-1-01-OUT,M-JKB-026,Mandiri Jaya (Penyalur Ayam Broiler),JAKARTA BARAT,KEBONJERUK,106.775117,-6.187417,BR,120,120,LBM,Pasar Kopro,,JAKARTA BARAT,GROGOL PETAMBURAN,106.786438,-6.163436,subdistrict coordinate,106.7864384,-6.163435669,1889,31.35774553,No,
M-JKB-026-1-02-OUT,M-JKB-026,Mandiri Jaya (Penyalur Ayam Broiler),JAKARTA BARAT,KEBONJERUK,106.775117,-6.187417,BR,70,70,LBM,Pasar Petojo,,JAKARTA PUSAT,GAMBIR,106.694983,-6.4346,subdistrict coordinate,106.8180802,-6.171464384,1885,0,No,
M-JKB-026-1-03-OUT,M-JKB-026,Mandiri Jaya (Penyalur Ayam Broiler),JAKARTA BARAT,KEBONJERUK,106.775117,-6.187417,BR,60,60,LBM,Pasar Patra,,JAKARTA BARAT,KEBON JERUK,106.769026,-6.188963,subdistrict coordinate,106.7690259,-6.188963239,1887,28.09857776,No,
M-JKB-026-1-04-OUT,M-JKB-026,Mandiri Jaya (Penyalur Ayam Broiler),JAKARTA BARAT,KEBONJERUK,106.775117,-6.187417,BR,100,100,AS,,,JAKARTA BARAT,KEBON JERUK,106.769026,-6.188963,subdistrict coordinate,106.7690259,-6.188963239,1887,28.09857776,No,
M-JKB-027-1-01-OUT,M-JKB-027,Pak H Amin Mashuri,JAKARTA BARAT,KEBONJERUK,106.780233,-6.18645,AK,100,100,LBM,Pasar Aries,,JAKARTA BARAT,KEBON JERUK,106.769026,-6.188963,subdistrict coordinate,106.7690259,-6.188963239,1887,47.62764613,No,
M-JKB-027-1-02-OUT,M-JKB-027,Pak H Amin Mashuri,JAKARTA BARAT,KEBONJERUK,106.780233,-6.18645,AK,60,60,LBM,Pasar Kopro,,JAKARTA BARAT,KEBON JERUK,106.769026,-6.188963,subdistrict coordinate,106.7690259,-6.188963239,1887,47.62764613,No,
M-JKB-027-1-03-OUT,M-JKB-027,Pak H Amin Mashuri,JAKARTA BARAT,KEBONJERUK,106.780233,-6.18645,AK,40,40,LBM,Pasar Puri Indah,,JAKARTA BARAT,KEMBANGAN,106.74176,-6.198377,subdistrict coordinate,106.7417599,-6.198377399,1886,46.17097829,No,
M-JKB-027-1-04-OUT,M-JKB-027,Pak H Amin Mashuri,JAKARTA BARAT,KEBONJERUK,106.780233,-6.18645,AK,35,35,LBM,Pasar Ciledug,,KOTA TANGERANG,CILEDUG,106.70568,-6.238776,subdistrict coordinate,108.7474726,-6.898093503,2203,41.47577606,No,
M-JKB-039-1-01-OUT,M-JKB-039,UD. Kalimaya,JAKARTA BARAT,CENGKARENG,106.73155,-6.164217,BR,80,400,LBM,,,KOTA TANGERANG,KARAWACI,106.617976,-6.181286,subdistrict coordinate,106.6179764,-6.18128634,3974,33.87234555,No,
M-JKB-039-1-02-OUT,M-JKB-039,UD. Kalimaya,JAKARTA BARAT,CENGKARENG,106.73155,-6.164217,BR,120,120,LBM,,,TANGERANG,TELUKNAGA,106.65965,-6.051627,subdistrict coordinate,106.6596501,-6.051626995,3938,33.19236723,No,
M-JKB-039-1-03-OUT,M-JKB-039,UD. Kalimaya,JAKARTA BARAT,CENGKARENG,106.73155,-6.164217,BR,10,20,AS,,,JAKARTA BARAT,CENGKARENG,106.736537,-6.15222,subdistrict coordinate,106.7365367,-6.152220489,1892,21.12277857,No,
M-JKB-039-2-01-OUT,M-JKB-040,KASMUN,JAKARTA BARAT,CENGKARENG,106.731283,-6.163983,BR,400,2800,AB,,,JAKARTA BARAT,CENGKARENG,106.736537,-6.15222,subdistrict coordinate,106.7365367,-6.152220489,1892,21.11799219,No,
M-JKB-039-4-01-OUT,M-JKB-042,YUDI,JAKARTA BARAT,CENGKARENG,106.731283,-6.164067,BR,1200,8400,AB,,,JAKARTA BARAT,CENGKARENG,106.736537,-6.15222,subdistrict coordinate,106.7365367,-6.152220489,1892,21.12362388,No,
