movement_id,origin_code,origin_name,origin_district,origin_sub_district,origin_x,origin_y,species,number,weekly_volume,type_destination,name_destination,destination_lbm_cy_id,destination_district,destination_sub_district,destination_x_original,destination_y_original,xy,point_x_subdistrict,point_y_subdistrict,object_id_destination,in_km_distance_origin_destination,origin_in_cluster,cluster_name
M-JKT-011-1-01-OUT,M-JKT-011,PALAD JAYA,JAKARTA TIMUR,PULOGADUNG,106.9024,-6.184133,LA,100,700,AS,,,JAKARTA TIMUR,PULO GADUNG,106.888912,-6.193299,subdistrict coordinate,106.8889122,-6.193299382,1876,25.61997187,No,
M-JKT-011-1-02-OUT,M-JKT-011,PALAD JAYA,JAKARTA TIMUR,PULOGADUNG,106.9024,-6.184133,LA,100,700,LBM,PASAR PULOGADUNG,,JAKARTA TIMUR,PULO GADUNG,106.888912,-6.193299,subdistrict coordinate,106.8889122,-6.193299382,1876,25.61997187,No,
M-JKT-012-1-01-OUT,M-JKT-012,Gemini,JAKARTA TIMUR,PULOGADUNG,106.9047,-6.1874,BR,400,400,LBM,Pasar Minggu,M-JKS-022,JAKARTA SELATAN,PASAR MINGGU,106.843417,-6.284467,original coordinate,106.8293094,-6.290661918,1859,22.46693201,Yes,Pulo Gadung
M-JKT-012-1-02-OUT,M-JKT-012,Gemini,JAKARTA TIMUR,PULOGADUNG,106.9047,-6.1874,BR,300,300,LBM,Pasar Tanjung Priok,,JAKARTA UTARA,TANJUNG PRIOK,106.8749,-6.132077,subdistrict coordinate,106.8749001,-6.132077397,1896,23.577712,Yes,Pulo Gadung
M-JKT-012-1-03-OUT,M-JKT-012,Gemini,JAKARTA TIMUR,PULOGADUNG,106.9047,-6.1874,BR,300,300,LBM,Pasar Pulogadung,M-JKT-123,JAKARTA TIMUR,PULO GADUNG,106.888912,-6.193299,original coordinate,106.8889122,-6.193299382,1876,24.55881784,Yes,Pulo Gadung
M-JKT-012-1-04-OUT,M-JKT-012,Gemini,JAKARTA TIMUR,PULOGADUNG,106.9047,-6.1874,BR,300,300,LBM,Pasar Cakung,,JAKARTA TIMUR,CAKUNG,106.940337,-6.188742,subdistrict coordinate,106.9403369,-6.188741675,1875,30.29121887,Yes,Pulo Gadung
M-JKT-012-1-05-OUT,M-JKT-012,Gemini,JAKARTA TIMUR,PULOGADUNG,106.9047,-6.1874,BR,200,200,LBM,Pasar Klender,M-JKT-074,JAKARTA TIMUR,CAKUNG,106.901333,-6.2123,original coordinate,106.9403369,-6.188741675,1875,26.13495183,Yes,Pulo Gadung
M-JKT-012-12-01-OUT,M-JKT-027,Rejo Rejeki,JAKARTA TIMUR,PULOGADUNG,106.9042,-6.18915,BR,400,400,LBM,Pasar Pulogadung,M-JKT-123,JAKARTA TIMUR,PULO GADUNG,106.888912,-6.193299,original coordinate,106.8889122,-6.193299382,1876,25.65464205,Yes,Pulo Gadung
M-JKT-012-12-02-OUT,M-JKT-027,Rejo Rejeki,JAKARTA TIMUR,PULOGADUNG,106.9042,-6.18915,BR,800,800,LBM,Pasar Cikarang,D-BKS-005,BEKASI,CIKARANG UTARA,107.06275,-6.2566,original coordinate,107.1555408,-6.275284087,2410,46.12386061,Yes,Pulo Gadung
M-JKT-012-12-03-OUT,M-JKT-027,Rejo Rejeki,JAKARTA TIMUR,PULOGADUNG,106.9042,-6.18915,BR,300,300,LBM,Pasar Minggu,M-JKS-002,JAKARTA SELATAN,PASAR MINGGU,106.781533,-6.2389,original coordinate,106.8293094,-6.290661918,1859,16.12398696,Yes,Pulo Gadung
M-JKT-012-13-01-OUT,M-JKT-028,KUSNIWATININGSIH/UD ROSALLA,JAKARTA TIMUR,PULOGADUNG,106.9048,-6.1907,BR,2500,17500,LBM,PASAR PULOGADUNG,,JAKARTA TIMUR,PULO GADUNG,106.888912,-6.193299,subdistrict coordinate,106.8889122,-6.193299382,1876,22.98448899,Yes,Pintu air
M-JKT-012-13-02-OUT,M-JKT-028,KUSNIWATININGSIH/UD ROSALLA,JAKARTA TIMUR,PULOGADUNG,106.9048,-6.1907,BR,2000,14000,LBM,PASAR CAKUNG,,JAKARTA TIMUR,CAKUNG,106.940337,-6.188742,subdistrict coordinate,106.9403369,-6.188741675,1875,28.69826186,Yes,Pintu air
M-JKT-012-14-01-OUT,M-JKT-029,UD MANDIRI,JAKARTA TIMUR,PULOGADUNG,106.904883,-6.19065,BR,1000,7000,LBM,PASAR PULOGADUNG,,JAKARTA TIMUR,PULO GADUNG,106.888912,-6.193299,subdistrict coordinate,106.8889122,-6.193299382,1876,23.88861821,Yes,Pintu air
M-JKT-012-14-02-OUT,M-JKT-029,UD MANDIRI,JAKARTA TIMUR,PULOGADUNG,106.904883,-6.19065,BR,1000,7000,LBM,,,JAKARTA TIMUR,KRAMAT JATI,106.865465,-6.276216,subdistrict coordinate,106.8654648,-6.276215712,1872,26.23860332,Yes,Pintu air
M-JKT-012-15-01-OUT,M-JKT-030,AKRI/MAKMUR JAYA,JAKARTA TIMUR,PULOGADUNG,106.90485,-6.190517,BR,3000,21000,LBM,,,JAKARTA TIMUR,PULO GADUNG,106.888912,-6.193299,subdistrict coordinate,106.8889122,-6.193299382,1876,22.93325956,Yes,Pintu air
M-JKT-012-15-02-OUT,M-JKT-030,AKRI/MAKMUR JAYA,JAKARTA TIMUR,PULOGADUNG,106.90485,-6.190517,BR,1000,7000,CY,,,JAKARTA UTARA,TANJUNG PRIOK,106.8749,-6.132077,subdistrict coordinate,106.8749001,-6.132077397,1896,23.41241193,Yes,Pintu air
M-JKT-012-15-03-OUT,M-JKT-030,AKRI/MAKMUR JAYA,JAKARTA TIMUR,PULOGADUNG,106.90485,-6.190517,BR,1000,7000,LBM,,,JAKARTA TIMUR,KRAMAT JATI,106.865465,-6.276216,subdistrict coordinate,106.8654648,-6.276215712,1872,20.82293972,Yes,Pintu air
M-JKT-012-16-01-OUT,M-JKT-031,JONI/MUSI ARAWAS,JAKARTA TIMUR,PULOGADUNG,106.905067,-6.190567,BR,800,5600,LBM,PASAR PULOGADUNG,,JAKARTA TIMUR,PULO GADUNG,106.888912,-6.193299,subdistrict coordinate,106.8889122,-6.193299382,1876,53.79398931,Yes,Pintu air
M-JKT-012-16-02-OUT,M-JKT-031,JONI/MUSI ARAWAS,JAKARTA TIMUR,PULOGADUNG,106.905067,-6.190567,BR,500,3500,LBM,,,JAKARTA TIMUR,KRAMAT JATI,106.865465,-6.276216,subdistrict coordinate,106.8654648,-6.276215712,1872,44.46496299,Yes,Pintu air
M-JKT-012-18-01-OUT,M-JKT-033,tiga harapan,JAKARTA TIMUR,PULOGADUNG,106.904717,-6.190417,BR,1500,10500,AS,,,JAKARTA TIMUR,PULO GADUNG,106.888912,-6.193299,subdistrict coordinate,106.8889122,-6.193299382,1876,29.08169828,Yes,Pintu air
M-JKT-012-18-02-OUT,M-JKT-033,tiga harapan,JAKARTA TIMUR,PULOGADUNG,106.904717,-6.190417,BR,300,2100,LBM,pasar pulogadung,M-JKT-123,JAKARTA TIMUR,PULO GADUNG,106.888912,-6.193299,original coordinate,106.8889122,-6.193299382,1876,29.08169828,Yes,Pintu air
M-JKT-012-18-03-OUT,M-JKT-033,tiga harapan,JAKARTA TIMUR,PULOGADUNG,106.904717,-6.190417,BR,200,1400,LBM,pasar cakung,,JAKARTA TIMUR,CAKUNG,106.940337,-6.188742,subdistrict coordinate,106.9403369,-6.188741675,1875,34.27999883,Yes,Pintu air
M-JKT-012-19-01-OUT,M-JKT-034,kesi asih jaya,JAKARTA TIMUR,PULOGADUNG,106.904733,-6.1904,BR,700,4900,LBM,pasar cakung,,JAKARTA TIMUR,CAKUNG,106.940337,-6.188742,subdistrict coordinate,106.9403369,-6.188741675,1875,29.29506689,Yes,Pintu air
M-JKT-012-19-02-OUT,M-JKT-034,kesi asih jaya,JAKARTA TIMUR,PULOGADUNG,106.904733,-6.1904,BR,1000,7000,AS,pulogadung,,JAKARTA TIMUR,PULO GADUNG,106.888912,-6.193299,subdistrict coordinate,106.8889122,-6.193299382,1876,23.55081587,Yes,Pintu air
M-JKT-012-19-03-OUT,M-JKT-034,kesi asih jaya,JAKARTA TIMUR,PULOGADUNG,106.904733,-6.1904,BR,700,4900,LBM,bekasi barat,,KOTA BEKASI,BEKASI BARAT,106.962788,-6.233617,subdistrict coordinate,106.9627885,-6.233617281,2498,32.23222686,Yes,Pintu air
M-JKT-012-19-04-OUT,M-JKT-034,kesi asih jaya,JAKARTA TIMUR,PULOGADUNG,106.904733,-6.1904,BR,600,4200,LBM,tanjung priok,,JAKARTA UTARA,TANJUNG PRIOK,106.8749,-6.132077,subdistrict coordinate,106.8749001,-6.132077397,1896,22.74249741,Yes,Pintu air
M-JKT-012-19-05-OUT,M-JKT-034,kesi asih jaya,JAKARTA TIMUR,PULOGADUNG,106.904733,-6.1904,BR,500,3500,LBM,karawang barat,,KARAWANG,KARAWANG BARAT,107.296026,-6.273019,subdistrict coordinate,107.2960261,-6.273018691,2390,69.76526098,Yes,Pintu air
M-JKT-012-19-06-OUT,M-JKT-034,kesi asih jaya,JAKARTA TIMUR,PULOGADUNG,106.904733,-6.1904,BR,500,3500,LBM,pasar cileungsi,D-BGR-133,BOGOR,CILEUNGSI,106.9631,-6.407883,original coordinate,106.9961522,-6.409775022,1924,40.03506102,Yes,Pintu air
M-JKT-012-20-01-OUT,M-JKT-035,Rizki jaya,JAKARTA TIMUR,PULOGADUNG,106.90465,-6.1906,BR,300,2100,LBM,pasar pulogadung,M-JKT-123,JAKARTA TIMUR,PULO GADUNG,106.888912,-6.193299,original coordinate,106.8889122,-6.193299382,1876,25.42131244,Yes,Pintu air
M-JKT-012-20-02-OUT,M-JKT-035,Rizki jaya,JAKARTA TIMUR,PULOGADUNG,106.90465,-6.1906,BR,300,2100,LBM,pasar klender,M-JKT-074,JAKARTA TIMUR,CAKUNG,106.901333,-6.2123,original coordinate,106.9403369,-6.188741675,1875,27.30654113,Yes,Pintu air
M-JKT-012-20-03-OUT,M-JKT-035,Rizki jaya,JAKARTA TIMUR,PULOGADUNG,106.90465,-6.1906,BR,300,2100,LBM,,,BEKASI,CIKARANG PUSAT,107.183714,-6.359696,subdistrict coordinate,107.1837138,-6.359696047,2404,62.54910603,Yes,Pintu air
M-JKT-012-20-04-OUT,M-JKT-035,Rizki jaya,JAKARTA TIMUR,PULOGADUNG,106.90465,-6.1906,BR,100,700,LBM,psar minggu,M-JKS-022,JAKARTA SELATAN,PASAR MINGGU,106.843417,-6.284467,original coordinate,106.8293094,-6.290661918,1859,25.22814189,Yes,Pintu air
M-JKT-012-2-01-OUT,M-JKT-013,Sumber rezeki,JAKARTA TIMUR,PULOGADUNG,106.90475,-6.237517,BR,500,3500,LBM,,,JAKARTA PUSAT,CEMPAKA PUTIH,106.868046,-6.180883,subdistrict coordinate,106.8680462,-6.180883411,1882,32.49062553,Yes,Pulo Gadung
M-JKT-012-2-02-OUT,M-JKT-013,Sumber rezeki,JAKARTA TIMUR,PULOGADUNG,106.90475,-6.237517,BR,500,3500,LBM,,,BEKASI,CIKARANG PUSAT,107.183714,-6.359696,subdistrict coordinate,107.1837138,-6.359696047,2404,72.52418163,Yes,Pulo Gadung
M-JKT-012-2-03-OUT,M-JKT-013,Sumber rezeki,JAKARTA TIMUR,PULOGADUNG,106.90475,-6.237517,BR,800,5600,LBM,,,JAKARTA TIMUR,CAKUNG,106.940337,-6.188742,subdistrict coordinate,106.9403369,-6.188741675,1875,40.49602885,Yes,Pulo Gadung
M-JKT-012-2-04-OUT,M-JKT-013,Sumber rezeki,JAKARTA TIMUR,PULOGADUNG,106.90475,-6.237517,BR,900,6300,LBM,Pasar klender ss,M-JKT-021,JAKARTA TIMUR,PULO GADUNG,106.888912,-6.193299,original coordinate,106.8889122,-6.193299382,1876,35.13268975,Yes,Pulo Gadung
M-JKT-012-2-05-OUT,M-JKT-013,Sumber rezeki,JAKARTA TIMUR,PULOGADUNG,106.90475,-6.237517,BR,1300,9100,LBM,,,JAKARTA TIMUR,PULO GADUNG,106.888912,-6.193299,subdistrict coordinate,106.8889122,-6.193299382,1876,35.13268975,Yes,Pulo Gadung
M-JKT-012-2-06-OUT,M-JKT-013,Sumber rezeki,JAKARTA TIMUR,PULOGADUNG,106.90475,-6.237517,BR,1000,7000,LBM,pasar minggu,M-JKS-022,JAKARTA SELATAN,PASAR MINGGU,106.843417,-6.284467,original coordinate,106.8293094,-6.290661918,1859,35.26390966,Yes,Pulo Gadung
M-JKT-012-22-01-OUT,M-JKT-037,Ardi Lawet,JAKARTA TIMUR,PULOGADUNG,106.90475,-6.190483,BR,1000,1000,LBM,Pasar Semper,,JAKARTA UTARA,TANJUNG PRIOK,106.8749,-6.132077,subdistrict coordinate,106.8749001,-6.132077397,1896,36.97762199,Yes,Pintu air
M-JKT-012-22-02-OUT,M-JKT-037,Ardi Lawet,JAKARTA TIMUR,PULOGADUNG,106.90475,-6.190483,BR,1000,1000,LBM,Pasar Cakung,,JAKARTA TIMUR,CAKUNG,106.940337,-6.188742,subdistrict coordinate,106.9403369,-6.188741675,1875,37.45409463,Yes,Pintu air
M-JKT-012-22-03-OUT,M-JKT-037,Ardi Lawet,JAKARTA TIMUR,PULOGADUNG,106.90475,-6.190483,BR,3000,3000,AS,,,JAKARTA TIMUR,PULO GADUNG,106.888912,-6.193299,subdistrict coordinate,106.8889122,-6.193299382,1876,32.86250652,Yes,Pintu air
M-JKT-012-23-01-OUT,M-JKT-038,Pak Mustaqin/wahyu,JAKARTA TIMUR,PULOGADUNG,106.904833,-6.190583,BR,500,3500,LBM,Pasar Pulogadung,M-JKT-123,JAKARTA TIMUR,PULO GADUNG,106.888912,-6.193299,original coordinate,106.8889122,-6.193299382,1876,24.49884608,Yes,Pintu air
M-JKT-012-23-02-OUT,M-JKT-038,Pak Mustaqin/wahyu,JAKARTA TIMUR,PULOGADUNG,106.904833,-6.190583,BR,800,5600,LBM,Pasar Klender,M-JKT-074,JAKARTA TIMUR,CAKUNG,106.901333,-6.2123,original coordinate,106.9403369,-6.188741675,1875,25.17354786,Yes,Pintu air
M-JKT-012-23-03-OUT,M-JKT-038,Pak Mustaqin/wahyu,JAKARTA TIMUR,PULOGADUNG,106.904833,-6.190583,BR,700,4900,,,,JAKARTA PUSAT,TANAH ABANG,106.809294,-6.205511,subdistrict coordinate,106.8092941,-6.205510529,1878,15.81666955,Yes,Pintu air
M-JKT-012-23-04-OUT,M-JKT-038,Pak Mustaqin/wahyu,JAKARTA TIMUR,PULOGADUNG,106.904833,-6.190583,BR,300,2100,,,,BEKASI,CIKARANG PUSAT,107.183714,-6.359696,subdistrict coordinate,107.1837138,-6.359696047,2404,56.67752222,Yes,Pintu air
M-JKT-012-24-01-OUT,M-JKT-039,pak sutrisno,JAKARTA TIMUR,PULOGADUNG,106.904733,-6.1904,BR,300,2100,LBM,pasar cileungsi,D-BGR-133,BOGOR,CILEUNGSI,106.9631,-6.407883,original coordinate,106.9961522,-6.409775022,1924,40.83637602,Yes,Pintu air
M-JKT-012-24-02-OUT,M-JKT-039,pak sutrisno,JAKARTA TIMUR,PULOGADUNG,106.904733,-6.1904,BR,400,2800,LBM,,,KARAWANG,KARAWANG BARAT,107.296026,-6.273019,subdistrict coordinate,107.2960261,-6.273018691,2390,69.8875988,Yes,Pintu air
M-JKT-012-24-03-OUT,M-JKT-039,pak sutrisno,JAKARTA TIMUR,PULOGADUNG,106.904733,-6.1904,BR,600,4200,LBM,,,KOTA BEKASI,BEKASI BARAT,106.962788,-6.233617,subdistrict coordinate,106.9627885,-6.233617281,2498,32.40686381,Yes,Pintu air
M-JKT-012-24-04-OUT,M-JKT-039,pak sutrisno,JAKARTA TIMUR,PULOGADUNG,106.904733,-6.1904,BR,700,4900,LBM,pasar cakung,,JAKARTA TIMUR,CAKUNG,106.940337,-6.188742,subdistrict coordinate,106.9403369,-6.188741675,1875,29.2596441,Yes,Pintu air
M-JKT-012-24-05-OUT,M-JKT-039,pak sutrisno,JAKARTA TIMUR,PULOGADUNG,106.904733,-6.1904,BR,500,3500,LBM,,,JAKARTA UTARA,TANJUNG PRIOK,106.8749,-6.132077,subdistrict coordinate,106.8749001,-6.132077397,1896,22.33764552,Yes,Pintu air
M-JKT-012-24-06-OUT,M-JKT-039,pak sutrisno,JAKARTA TIMUR,PULOGADUNG,106.904733,-6.1904,BR,1500,10500,AS,,,JAKARTA TIMUR,PULO GADUNG,106.888912,-6.193299,subdistrict coordinate,106.8889122,-6.193299382,1876,23.55709828,Yes,Pintu air
M-JKT-012-25-01-OUT,M-JKT-040,Dwi sakti,JAKARTA TIMUR,PULOGADUNG,106.904783,-6.190683,BR,200,1400,LBM,,,BEKASI,CIKARANG PUSAT,107.183714,-6.359696,subdistrict coordinate,107.1837138,-6.359696047,2404,59.39551325,Yes,Pintu air
M-JKT-012-25-02-OUT,M-JKT-040,Dwi sakti,JAKARTA TIMUR,PULOGADUNG,106.904783,-6.190683,BR,100,700,LBM,pasar klender,M-JKT-074,JAKARTA TIMUR,CAKUNG,106.901333,-6.2123,original coordinate,106.9403369,-6.188741675,1875,24.62036206,Yes,Pintu air
M-JKT-012-25-03-OUT,M-JKT-040,Dwi sakti,JAKARTA TIMUR,PULOGADUNG,106.904783,-6.190683,BR,100,700,AS,,,JAKARTA TIMUR,PULO GADUNG,106.888912,-6.193299,subdistrict coordinate,106.8889122,-6.193299382,1876,22.99142278,Yes,Pintu air
M-JKT-012-26-01-OUT,M-JKT-041,Jaya Asri,JAKARTA TIMUR,PULOGADUNG,106.904867,-6.190783,BR,400,400,LBM,,,JAKARTA TIMUR,PASAR REBO,106.856811,-6.327118,subdistrict coordinate,106.8568114,-6.327117925,1868,22.11837187,Yes,Pintu air
M-JKT-012-26-02-OUT,M-JKT-041,Jaya Asri,JAKARTA TIMUR,PULOGADUNG,106.904867,-6.190783,BR,300,300,LBM,Pasar Minggu,M-JKS-022,JAKARTA SELATAN,PASAR MINGGU,106.843417,-6.284467,original coordinate,106.8293094,-6.290661918,1859,18.75292376,Yes,Pintu air
M-JKT-012-26-03-OUT,M-JKT-041,Jaya Asri,JAKARTA TIMUR,PULOGADUNG,106.904867,-6.190783,BR,400,400,LBM,Pasar Klender,M-JKT-074,JAKARTA TIMUR,CAKUNG,106.901333,-6.2123,original coordinate,106.9403369,-6.188741675,1875,24.10277577,Yes,Pintu air
M-JKT-012-26-04-OUT,M-JKT-041,Jaya Asri,JAKARTA TIMUR,PULOGADUNG,106.904867,-6.190783,BR,300,300,LBM,Pasar Pademangan Timur,M-JKU-030,JAKARTA UTARA,PADEMANGAN,106.837334,-6.129512,original coordinate,106.8373335,-6.129512122,1895,19.85184031,Yes,Pintu air
M-JKT-012-26-05-OUT,M-JKT-041,Jaya Asri,JAKARTA TIMUR,PULOGADUNG,106.904867,-6.190783,BR,300,300,LBM,Pasar Pademangan Barat,M-JKU-032,JAKARTA UTARA,PADEMANGAN,106.837334,-6.129512,original coordinate,106.8373335,-6.129512122,1895,19.85184031,Yes,Pintu air
M-JKT-012-26-06-OUT,M-JKT-041,Jaya Asri,JAKARTA TIMUR,PULOGADUNG,106.904867,-6.190783,BR,300,300,LBM,Pasar Pulogadung,M-JKT-123,JAKARTA TIMUR,PULO GADUNG,106.888912,-6.193299,original coordinate,106.8889122,-6.193299382,1876,22.93325956,Yes,Pintu air
M-JKT-012-27-01-OUT,M-JKT-042,Aji mas,JAKARTA TIMUR,PULOGADUNG,106.904733,-6.190867,BR,400,2800,LBM,pasar pulogadung,M-JKT-123,JAKARTA TIMUR,PULO GADUNG,106.888912,-6.193299,original coordinate,106.8889122,-6.193299382,1876,23.65199768,Yes,Pintu air
M-JKT-012-27-02-OUT,M-JKT-042,Aji mas,JAKARTA TIMUR,PULOGADUNG,106.904733,-6.190867,BR,300,2100,LBM,pasar klender,M-JKT-074,JAKARTA TIMUR,CAKUNG,106.901333,-6.2123,original coordinate,106.9403369,-6.188741675,1875,24.85819412,Yes,Pintu air
M-JKT-012-27-03-OUT,M-JKT-042,Aji mas,JAKARTA TIMUR,PULOGADUNG,106.904733,-6.190867,BR,200,1400,LBM,pasar pulo jahe,,JAKARTA TIMUR,CAKUNG,106.940337,-6.188742,subdistrict coordinate,106.9403369,-6.188741675,1875,29.42524477,Yes,Pintu air
M-JKT-012-27-04-OUT,M-JKT-042,Aji mas,JAKARTA TIMUR,PULOGADUNG,106.904733,-6.190867,BR,600,4200,AS,,,JAKARTA TIMUR,PULO GADUNG,106.888912,-6.193299,subdistrict coordinate,106.8889122,-6.193299382,1876,23.65199768,Yes,Pintu air
M-JKT-012-28-01-OUT,M-JKT-043,pak junaedi,JAKARTA TIMUR,PULOGADUNG,106.90495,-6.19085,BR,700,4900,LBM,pasar klender,M-JKT-074,JAKARTA TIMUR,CAKUNG,106.901333,-6.2123,original coordinate,106.9403369,-6.188741675,1875,34.83717662,Yes,Pintu air
M-JKT-012-28-02-OUT,M-JKT-043,pak junaedi,JAKARTA TIMUR,PULOGADUNG,106.90495,-6.19085,BR,500,3500,LBM,pasar cakung,,JAKARTA TIMUR,CAKUNG,106.940337,-6.188742,subdistrict coordinate,106.9403369,-6.188741675,1875,39.72907125,Yes,Pintu air
M-JKT-012-28-03-OUT,M-JKT-043,pak junaedi,JAKARTA TIMUR,PULOGADUNG,106.90495,-6.19085,BR,500,3500,LBM,pasar pulogadung,M-JKT-123,JAKARTA TIMUR,PULO GADUNG,106.888912,-6.193299,original coordinate,106.8889122,-6.193299382,1876,35.48333879,Yes,Pintu air
M-JKT-012-28-04-OUT,M-JKT-043,pak junaedi,JAKARTA TIMUR,PULOGADUNG,106.90495,-6.19085,BR,100,700,AS,,,JAKARTA TIMUR,PULO GADUNG,106.888912,-6.193299,subdistrict coordinate,106.8889122,-6.193299382,1876,35.48333879,Yes,Pintu air
M-JKT-012-29-01-OUT,M-JKT-044,Pak Zaenal Abidin,JAKARTA TIMUR,PULOGADUNG,106.905067,-6.190833,BR,600,4200,LBM,pasar pulogadung,M-JKT-123,JAKARTA TIMUR,PULO GADUNG,106.888912,-6.193299,original coordinate,106.8889122,-6.193299382,1876,23.05314864,Yes,Pintu air
M-JKT-012-29-02-OUT,M-JKT-044,Pak Zaenal Abidin,JAKARTA TIMUR,PULOGADUNG,106.905067,-6.190833,BR,500,3500,LBM,pasar pulo jahe,,JAKARTA TIMUR,CAKUNG,106.940337,-6.188742,subdistrict coordinate,106.9403369,-6.188741675,1875,28.70800817,Yes,Pintu air
M-JKT-012-29-03-OUT,M-JKT-044,Pak Zaenal Abidin,JAKARTA TIMUR,PULOGADUNG,106.905067,-6.190833,BR,400,2800,LBM,pasar klender,M-JKT-074,JAKARTA TIMUR,CAKUNG,106.901333,-6.2123,original coordinate,106.9403369,-6.188741675,1875,23.84717591,Yes,Pintu air
M-JKT-012-29-04-OUT,M-JKT-044,Pak Zaenal Abidin,JAKARTA TIMUR,PULOGADUNG,106.905067,-6.190833,BR,500,3500,AS,,,JAKARTA TIMUR,PULO GADUNG,106.888912,-6.193299,subdistrict coordinate,106.8889122,-6.193299382,1876,23.05314864,Yes,Pintu air
M-JKT-012-30-01-OUT,M-JKT-045,UD Langgeng Jaya,JAKARTA TIMUR,PULOGADUNG,106.905133,-6.1908,BR,1000,1000,LBM,Pasar Minggu,M-JKS-022,JAKARTA SELATAN,PASAR MINGGU,106.843417,-6.284467,original coordinate,106.8293094,-6.290661918,1859,19.20091691,Yes,Pintu air
M-JKT-012-30-02-OUT,M-JKT-045,UD Langgeng Jaya,JAKARTA TIMUR,PULOGADUNG,106.905133,-6.1908,BR,1000,1000,LBM,Pasar Tanjung Priok,,JAKARTA UTARA,TANJUNG PRIOK,106.8749,-6.132077,subdistrict coordinate,106.8749001,-6.132077397,1896,21.47672202,Yes,Pintu air
M-JKT-012-30-03-OUT,M-JKT-045,UD Langgeng Jaya,JAKARTA TIMUR,PULOGADUNG,106.905133,-6.1908,BR,1000,1000,LBM,Pasar Tambun,,BEKASI,TAMBUN SELATAN,107.055361,-6.256546,subdistrict coordinate,107.0553607,-6.256546333,2414,40.93993384,Yes,Pintu air
M-JKT-012-3-01-OUT,M-JKT-014,CV FACHRUL JAYA,JAKARTA TIMUR,PULOGADUNG,106.9047,-6.1879,BR,3000,21000,LBM,,,JAKARTA TIMUR,PULO GADUNG,106.888912,-6.193299,subdistrict coordinate,106.8889122,-6.193299382,1876,52.69045473,Yes,Pulo Gadung
M-JKT-012-3-02-OUT,M-JKT-014,CV FACHRUL JAYA,JAKARTA TIMUR,PULOGADUNG,106.9047,-6.1879,BR,2000,14000,LBM,,,BEKASI,CIKARANG PUSAT,107.183714,-6.359696,subdistrict coordinate,107.1837138,-6.359696047,2404,64.06375049,Yes,Pulo Gadung
M-JKT-012-3-03-OUT,M-JKT-014,CV FACHRUL JAYA,JAKARTA TIMUR,PULOGADUNG,106.9047,-6.1879,BR,2000,14000,LBM,,,JAKARTA TIMUR,KRAMAT JATI,106.865465,-6.276216,subdistrict coordinate,106.8654648,-6.276215712,1872,43.47852561,Yes,Pulo Gadung
M-JKT-012-31-01-OUT,M-JKT-128,Sawung seto,JAKARTA TIMUR,PULOGADUNG,106.9043,-6.23935,BR,100,700,LBM,pasar sunter,M-JKU-029,JAKARTA UTARA,TANJUNG PRIOK,106.8749,-6.132077,original coordinate,106.8749001,-6.132077397,1896,32.53500625,Yes,Pulo Gadung
M-JKT-012-31-02-OUT,M-JKT-128,Sawung seto,JAKARTA TIMUR,PULOGADUNG,106.9043,-6.23935,BR,350,2450,LBM,,,JAKARTA BARAT,TAMANSARI,106.818262,-6.148284,subdistrict coordinate,106.8182622,-6.148284172,1891,26.62827289,Yes,Pulo Gadung
M-JKT-012-31-03-OUT,M-JKT-128,Sawung seto,JAKARTA TIMUR,PULOGADUNG,106.9043,-6.23935,BR,350,2450,LBM,,,BEKASI,CIKARANG PUSAT,107.183714,-6.359696,subdistrict coordinate,107.1837138,-6.359696047,2404,72.96258031,Yes,Pulo Gadung
M-JKT-012-31-04-OUT,M-JKT-128,Sawung seto,JAKARTA TIMUR,PULOGADUNG,106.9043,-6.23935,BR,300,2100,LBM,pasar sukapura,M-JKU-010,JAKARTA UTARA,CILINCING,106.92225,-6.14095,original coordinate,106.9437635,-6.126807791,1899,37.91890582,Yes,Pulo Gadung
M-JKT-012-31-05-OUT,M-JKT-128,Sawung seto,JAKARTA TIMUR,PULOGADUNG,106.9043,-6.23935,BR,500,3500,LBM,,,JAKARTA TIMUR,CAKUNG,106.940337,-6.188742,subdistrict coordinate,106.9403369,-6.188741675,1875,40.96407882,Yes,Pulo Gadung
M-JKT-012-31-06-OUT,M-JKT-128,Sawung seto,JAKARTA TIMUR,PULOGADUNG,106.9043,-6.23935,BR,500,3500,LBM,pasar jaya rawamangun,M-JKT-120,JAKARTA TIMUR,PULO GADUNG,106.888912,-6.193299,original coordinate,106.8889122,-6.193299382,1876,35.59082296,Yes,Pulo Gadung
M-JKT-012-32-01-OUT,M-JKT-129,H.JUWARDI,JAKARTA TIMUR,PULOGADUNG,106.90435,-6.188917,BR,3000,21000,LBM,,,JAKARTA TIMUR,PULO GADUNG,106.888912,-6.193299,subdistrict coordinate,106.8889122,-6.193299382,1876,25.60798813,Yes,Pulo Gadung
M-JKT-012-32-02-OUT,M-JKT-129,H.JUWARDI,JAKARTA TIMUR,PULOGADUNG,106.90435,-6.188917,BR,3000,21000,LBM,,,KOTA BEKASI,PONDOKGEDE,106.930083,-6.268901,subdistrict coordinate,106.9300827,-6.268900893,2489,32.40161612,Yes,Pulo Gadung
