movement_id,origin_district,type,species,number,weekly_volume,destination_code,destination_name,destination_x,destination_y,destination_district,destination_subdistrict,point_x_subdistrict_destination,point_y_subdistrict_destination,object_id_subdistrict_destination,in_km_distance_origin_district_destination,destination_in_cluster,destination_cluster_name,cy_id
D-BGR-002-1-01-IN,BOGOR,LC,BR,100,350,D-BGR-002,DENY (ID LAMA:ALLOY),106.69505,-6.434967,BOGOR,CISEENG,106.6785968,-6.455673513,1934,11.41760095,No,,D-BGR-002-1
D-BGR-002-1-02-IN,SUKABUMI,LC,BR,100,350,D-BGR-002,DENY (ID LAMA:ALLOY),106.69505,-6.434967,BOGOR,CISEENG,106.6785968,-6.455673513,1934,70.01317686,No,,D-BGR-002-1
D-BGR-005-1-01-IN,CIANJUR,FA,BR,3000,3000,D-BGR-005,Cahaya farm,106.694467,-6.431183,BOGOR,PARUNG,106.7130303,-6.435132238,1933,92.5899841,No,,D-BGR-005-1
D-BGR-005-1-02-IN,BOGOR,FA,BR,3000,18000,D-BGR-005,Cahaya farm,106.694467,-6.431183,BOGOR,PARUNG,106.7130303,-6.435132238,1933,11.81754967,No,,D-BGR-005-1
D-BGR-006-1-01-IN,SUKABUMI,FA,BR,1000,2000,D-BGR-006,BERDIKARI FARM,107.2483549,-6.250873707,BOGOR,KEMANG,106.7345216,-6.502780042,1931,,No,,D-BGR-006-1
D-BGR-007-1-01-IN,TASIKMALAYA,Br,BR,1000,3000,D-BGR-007,RPA PERKASA JAYA,107.2483549,-6.250873707,BOGOR,KEMANG,106.7345216,-6.502780042,1931,,No,,D-BGR-007-1
D-BGR-009-1-01-IN,BOGOR,Br,BR,500,1500,D-BGR-009,PDM FARM,107.2483549,-6.250873707,BOGOR,KEMANG,106.7345216,-6.502780042,1931,,No,,D-BGR-009-1
D-BGR-010-1-01-IN,BOGOR,Br,BR,500,1500,D-BGR-010,BRAVO,107.2483549,-6.250873707,BOGOR,KEMANG,106.7345216,-6.502780042,1931,,No,,D-BGR-010-1
D-BGR-011-1-01-IN,BOGOR,FA,AK,2,14,D-BGR-011,Pak samad,106.6824,-6.406967,BOGOR,GUNUNG SINDUR,106.6866873,-6.387298126,1935,14.78802296,No,,D-BGR-011-1
D-BGR-016-1-01-IN,BOGOR,CY,BR,45,315,D-BGR-016,YASIR,106.841533,-6.480017,BOGOR,CIBINONG,106.8355206,-6.484212417,1928,12.5042554,No,,D-BGR-016-1
D-BGR-017-1-01-IN,BOGOR,FA,BR,800,4000,D-BGR-017,MARET DWI JANTA,106.821867,-6.471333,BOGOR,CIBINONG,106.8355206,-6.484212417,1928,11.05878438,No,,D-BGR-017-1
D-BGR-017-1-02-IN,BOGOR,CY,BR,800,1600,D-BGR-017,MARET DWI JANTA,106.821867,-6.471333,BOGOR,CIBINONG,106.8355206,-6.484212417,1928,11.05878438,No,,D-BGR-017-1
D-BGR-018-1-01-IN,KOTA BOGOR,FA,BR,500,3500,D-BGR-018,H.ZAINUDIN,106.85465,-6.4728,BOGOR,CIBINONG,106.8355206,-6.484212417,1928,14.55121329,No,,D-BGR-018-1
D-BGR-021-1-01-IN,KOTA TANGERANG,Br,BR,1500,4500,D-BGR-021,TRIYENMAR,106.81165,-6.47205,BOGOR,CIBINONG,106.8355206,-6.484212417,1928,37.72174425,No,,D-BGR-021-1
D-BGR-021-1-02-IN,SUKABUMI,Br,BR,1500,4500,D-BGR-021,TRIYENMAR,106.81165,-6.47205,BOGOR,CIBINONG,106.8355206,-6.484212417,1928,67.00748819,No,,D-BGR-021-1
D-BGR-021-1-03-IN,BOGOR,FA,BR,1500,4500,D-BGR-021,TRIYENMAR,106.81165,-6.47205,BOGOR,CIBINONG,106.8355206,-6.484212417,1928,11.6438329,No,,D-BGR-021-1
D-BGR-021-3-01-IN,BOGOR,Br,BR,500,2000,D-BGR-023,H DAMIN,106.83055,-6.475433,BOGOR,CIBINONG,106.8355206,-6.484212417,1928,11.6438329,No,,D-BGR-021-3
D-BGR-026-1-01-IN,BOGOR,Br,BR,1000,7000,D-BGR-026,ASPHALI,106.840517,-6.482,BOGOR,CIBINONG,106.8355206,-6.484212417,1928,12.31015414,No,,D-BGR-026-1
D-BGR-026-2-01-IN,BOGOR,,BR,1000,7000,D-BGR-028,H. RIVAI II,106.841683,-6.481,BOGOR,CIBINONG,106.8355206,-6.484212417,1928,12.31015414,No,,D-BGR-026-2
D-BGR-029-1-01-IN,BOGOR,FA,BR,2000,14000,D-BGR-029,IRIN,106.841717,-6.4894,BOGOR,CIBINONG,106.8355206,-6.484212417,1928,12.12432397,No,,D-BGR-029-1
D-BGR-030-1-01-IN,BOGOR,Br,BR,1200,8400,D-BGR-030,KUSNADI,106.83875,-6.484217,BOGOR,CIBINONG,106.8355206,-6.484212417,1928,12.03075051,No,,D-BGR-030-1
D-BGR-031-1-01-IN,BOGOR,Br,BR,700,4900,D-BGR-031,PUTRA HS,107.2483549,-6.250873707,BOGOR,CIBINONG,106.8355206,-6.484212417,1928,,No,,D-BGR-031-1
D-BGR-032-1-01-IN,BOGOR,FA,BR,400,2800,D-BGR-032,BAPAK HAJI KHOLIL,106.823083,-6.490867,BOGOR,CIBINONG,106.8355206,-6.484212417,1928,10.13259851,No,,D-BGR-032-1
D-BGR-033-1-01-IN,BOGOR,FA,BR,300,2100,D-BGR-033,NAJAT,106.818133,-6.49135,BOGOR,CIBINONG,106.8355206,-6.484212417,1928,9.606360114,No,,D-BGR-033-1
D-BGR-033-2-01-IN,BOGOR,FA,BR,1000,7000,D-BGR-034,SHA SAN,106.8182,-6.4912,BOGOR,CIBINONG,106.8355206,-6.484212417,1928,9.606360114,No,,D-BGR-033-2
D-BGR-037-1-01-IN,BOGOR,LC,AK,15,105,D-BGR-037,ASMAD,106.823,-6.469133,BOGOR,CIBINONG,106.8355206,-6.484212417,1928,11.30005215,No,,D-BGR-037-1
D-BGR-037-1-02-IN,BOGOR,LC,DU,10,30,D-BGR-037,ASMAD,106.823,-6.469133,BOGOR,CIBINONG,106.8355206,-6.484212417,1928,11.30005215,No,,D-BGR-037-1
D-BGR-044-1-01-IN,BOGOR,FA,BR,500,750,D-BGR-044,CV SUKAMAJU FARM,106.771467,-6.653083,BOGOR,TAMANSARI,106.7460953,-6.655795463,1911,14.03633666,No,,D-BGR-044-1
D-BGR-044-1-02-IN,SUKABUMI,FA,BR,500,750,D-BGR-044,CV SUKAMAJU FARM,106.771467,-6.653083,BOGOR,TAMANSARI,106.7460953,-6.655795463,1911,46.72495464,No,,D-BGR-044-1
D-BGR-044-1-03-IN,BOGOR,FA,BR,500,500,D-BGR-044,CV SUKAMAJU FARM,106.771467,-6.653083,BOGOR,TAMANSARI,106.7460953,-6.655795463,1911,14.03633666,No,,D-BGR-044-1
D-BGR-044-1-04-IN,BOGOR,Br,BR,500,1500,D-BGR-044,CV SUKAMAJU FARM,106.771467,-6.653083,BOGOR,TAMANSARI,106.7460953,-6.655795463,1911,14.03633666,No,,D-BGR-044-1
D-BGR-045-1-01-IN,CIANJUR,Br,BR,300,699.9999,D-BGR-045,TPA SAWORAYA FARM,106.773017,-6.64465,BOGOR,TAMANSARI,106.7460953,-6.655795463,1911,68.59497684,No,,D-BGR-045-1
D-BGR-045-1-02-IN,BOGOR,Br,BR,300,699.9999,D-BGR-045,TPA SAWORAYA FARM,106.773017,-6.64465,BOGOR,TAMANSARI,106.7460953,-6.655795463,1911,13.19313828,No,,D-BGR-045-1
D-BGR-045-1-03-IN,SUKABUMI,Br,BR,300,699.9999,D-BGR-045,TPA SAWORAYA FARM,106.773017,-6.64465,BOGOR,TAMANSARI,106.7460953,-6.655795463,1911,47.66156723,No,,D-BGR-045-1
D-BGR-048-1-01-IN,BOGOR,FA,BR,800,5600,D-BGR-048,PUTRA FARM,106.731567,-6.575267,BOGOR,DRAMAGA,106.729951,-6.588788581,1909,5.195563291,No,,D-BGR-048-1
D-BGR-049-1-01-IN,BOGOR,FA,AK,100,700,D-BGR-049,JAJA AYAM,106.693483,-6.551483,BOGOR,CIAMPEA,106.6982528,-6.574047734,1907,5.819730177,No,,D-BGR-049-1
D-BGR-049-1-02-IN,BOGOR,FA,DU,70,210,D-BGR-049,JAJA AYAM,106.693483,-6.551483,BOGOR,CIAMPEA,106.6982528,-6.574047734,1907,5.819730177,No,,D-BGR-049-1
D-BGR-049-1-03-IN,SUKABUMI,FA,BR,100,200,D-BGR-049,JAJA AYAM,106.693483,-6.551483,BOGOR,CIAMPEA,106.6982528,-6.574047734,1907,57.29213165,No,,D-BGR-049-1
D-BGR-049-1-04-IN,BOGOR,FA,BR,100,200,D-BGR-049,JAJA AYAM,106.693483,-6.551483,BOGOR,CIAMPEA,106.6982528,-6.574047734,1907,5.819730177,No,,D-BGR-049-1
D-BGR-049-1-05-IN,BOGOR,FA,BR,100,300,D-BGR-049,JAJA AYAM,106.693483,-6.551483,BOGOR,CIAMPEA,106.6982528,-6.574047734,1907,5.819730177,No,,D-BGR-049-1
D-BGR-052-1-01-IN,BOGOR,FA,BR,500,1000,D-BGR-052,MARTIN,107.067217,-6.465933,BOGOR,JONGGOL,107.0469673,-6.495463977,1923,37.22787967,No,,D-BGR-052-1
D-BGR-052-1-02-IN,CIANJUR,FA,BR,500,1000,D-BGR-052,MARTIN,107.067217,-6.465933,BOGOR,JONGGOL,107.0469673,-6.495463977,1923,73.58878326,No,,D-BGR-052-1
D-BGR-054-1-01-IN,BOGOR,FA,BR,500,500,D-BGR-054,MULYADI,107.2483549,-6.250873707,BOGOR,JONGGOL,107.0469673,-6.495463977,1923,,No,,D-BGR-054-1
D-BGR-054-1-02-IN,CIANJUR,FA,BR,500,1000,D-BGR-054,MULYADI,107.2483549,-6.250873707,BOGOR,JONGGOL,107.0469673,-6.495463977,1923,,No,,D-BGR-054-1
D-BGR-054-1-03-IN,PURWAKARTA,FA,BR,500,500,D-BGR-054,MULYADI,107.2483549,-6.250873707,BOGOR,JONGGOL,107.0469673,-6.495463977,1923,,No,,D-BGR-054-1
D-BGR-057-1-01-IN,BOGOR,LBM,AK,15,30,D-BGR-057,NURDIN MULYADI,107.134067,-6.505333,BOGOR,CARIU,107.1372733,-6.527022357,1921,44.15271469,No,,D-BGR-057-1
D-BGR-057-1-02-IN,BOGOR,LBM,DU,35,70,D-BGR-057,NURDIN MULYADI,107.134067,-6.505333,BOGOR,CARIU,107.1372733,-6.527022357,1921,44.15271469,No,,D-BGR-057-1
D-BGR-057-1-03-IN,BOGOR,LBM,AK,15,45,D-BGR-057,NURDIN MULYADI,107.134067,-6.505333,BOGOR,CARIU,107.1372733,-6.527022357,1921,44.15271469,No,,D-BGR-057-1
D-BGR-057-1-04-IN,BOGOR,LBM,DU,35,105,D-BGR-057,NURDIN MULYADI,107.134067,-6.505333,BOGOR,CARIU,107.1372733,-6.527022357,1921,44.15271469,No,,D-BGR-057-1
D-BGR-057-1-05-IN,KARAWANG,LBM,AK,15,30,D-BGR-057,NURDIN MULYADI,107.134067,-6.505333,BOGOR,CARIU,107.1372733,-6.527022357,1921,37.04472407,No,,D-BGR-057-1
D-BGR-057-1-06-IN,KARAWANG,LBM,DU,35,70,D-BGR-057,NURDIN MULYADI,107.134067,-6.505333,BOGOR,CARIU,107.1372733,-6.527022357,1921,37.04472407,No,,D-BGR-057-1
D-BGR-058-1-01-IN,BOGOR,FA,BR,500,3500,D-BGR-058,H. YADI,107.1317,-6.505883,BOGOR,CARIU,107.1372733,-6.527022357,1921,43.88472833,No,,D-BGR-058-1
D-BGR-059-1-01-IN,BOGOR,LC,AK,10,70,D-BGR-059,MAMAN,107.154283,-6.580633,BOGOR,TANJUNGSARI,110.5898511,-8.091956999,3141,,No,,D-BGR-059-1
D-BGR-061-1-01-IN,BOGOR,,AK,10,50,D-BGR-061,BAPAK ASRIP,107.149,-6.588283,BOGOR,TANJUNGSARI,110.5898511,-8.091956999,3141,,No,,D-BGR-061-1
D-BGR-062-1-01-IN,BOGOR,FA,AK,10,70,D-BGR-062,HAMIM,107.146367,-6.584583,BOGOR,TANJUNGSARI,110.5898511,-8.091956999,3141,,No,,D-BGR-062-1
D-BGR-063-1-01-IN,BOGOR,FA,AK,5,35,D-BGR-063,BAPAK UJAY,107.14705,-6.600167,BOGOR,TANJUNGSARI,110.5898511,-8.091956999,3141,,No,,D-BGR-063-1
D-BGR-064-1-01-IN,CIANJUR,FA,AK,80,560,D-BGR-064,NASIM,107.167817,-6.640167,BOGOR,TANJUNGSARI,110.5898511,-8.091956999,3141,,No,,D-BGR-064-1
D-BGR-064-1-02-IN,BOGOR,FA,AK,5,35,D-BGR-064,NASIM,107.167817,-6.640167,BOGOR,TANJUNGSARI,110.5898511,-8.091956999,3141,,No,,D-BGR-064-1
D-BGR-064-1-03-IN,BOGOR,CY,AK,15,105,D-BGR-064,NASIM,107.167817,-6.640167,BOGOR,TANJUNGSARI,110.5898511,-8.091956999,3141,,No,,D-BGR-064-1
D-BGR-065-1-01-IN,CIANJUR,FA,BR,100,700,D-BGR-065,H. Andang,107.2483549,-6.250873707,BOGOR,TANJUNGSARI,110.5898511,-8.091956999,3141,,No,,D-BGR-065-1
D-BGR-065-1-02-IN,CIANJUR,Br,BR,100,700,D-BGR-065,H. Andang,107.2483549,-6.250873707,BOGOR,TANJUNGSARI,110.5898511,-8.091956999,3141,,No,,D-BGR-065-1
D-BGR-066-1-01-IN,BOGOR,FA,AK,15,105,D-BGR-066,BAPAK KANO,107.15485,-6.64745,BOGOR,TANJUNGSARI,110.5898511,-8.091956999,3141,,No,,D-BGR-066-1
D-BGR-067-1-01-IN,BOGOR,CY,BR,20,80,D-BGR-067,BAPAK DEDE ROSADI/ADE,107.143283,-6.578617,BOGOR,TANJUNGSARI,110.5898511,-8.091956999,3141,,No,,D-BGR-067-1
D-BGR-069-1-01-IN,BOGOR,CY,BR,80,560,D-BGR-069,H.OJAN,107.102433,-6.542033,BOGOR,TANJUNGSARI,110.5898511,-8.091956999,3141,40.56491807,No,,D-BGR-069-1
D-BGR-070-1-01-IN,CIANJUR,Br,BR,600,2100,D-BGR-070,NANO KARNO,107.1317,-6.505883,BOGOR,TANJUNGSARI,110.5898511,-8.091956999,3141,68.5842969,No,,D-BGR-070-1
D-BGR-070-1-02-IN,SUKABUMI,Br,BR,600,2100,D-BGR-070,NANO KARNO,107.1317,-6.505883,BOGOR,TANJUNGSARI,110.5898511,-8.091956999,3141,78.30200661,No,,D-BGR-070-1
D-BGR-073-1-01-IN,BOGOR,FA,AK,10,10,D-BGR-073,SUJARI,107.012567,-6.62365,BOGOR,SUKAMAKMUR,107.0180343,-6.592124804,1920,32.19711323,No,,D-BGR-073-1
D-BGR-074-1-01-IN,BOGOR,FA,AK,20,40,D-BGR-074,ABIDIN,107.023967,-6.593617,BOGOR,SUKAMAKMUR,107.0180343,-6.592124804,1920,32.53775195,No,,D-BGR-074-1
D-BGR-076-1-01-IN,,FA,AK,20,60,D-BGR-076,iDING,107.024783,-6.61005,BOGOR,SUKAMAKMUR,107.0180343,-6.592124804,1920,,No,,D-BGR-076-1
D-BGR-078-1-01-IN,BOGOR,LBM,AK,30,210,D-BGR-078,BAPAK SUMARNA,107.126483,-6.517067,BOGOR,SUKAMAKMUR,107.0180343,-6.592124804,1920,,No,,D-BGR-078-1
D-BGR-079-1-01-IN,BOGOR,LBM,AK,100,233.3333,D-BGR-079,BAPAK ACE,107.126267,-6.5148,BOGOR,SUKAMAKMUR,107.0180343,-6.592124804,1920,43.23265379,No,,D-BGR-079-1
D-BGR-079-1-02-IN,KOTA DEPOK,LBM,AK,100,233.3333,D-BGR-079,BAPAK ACE,107.126267,-6.5148,BOGOR,SUKAMAKMUR,107.0180343,-6.592124804,1920,36.99665976,No,,D-BGR-079-1
D-BGR-079-1-03-IN,BEKASI,LBM,AK,100,233.3333,D-BGR-079,BAPAK ACE,107.126267,-6.5148,BOGOR,SUKAMAKMUR,107.0180343,-6.592124804,1920,32.75288828,No,,D-BGR-079-1
D-BGR-085-3-01-IN,BOGOR,Br,BR,20,20,D-BGR-090,Pak Lukman,106.771,-6.479867,BOGOR,TAJUR HALANG,106.7591896,-6.467830162,1930,6.327979235,No,,D-BGR-085-3
D-BGR-085-4-01-IN,BOGOR,LC,BR,60,180,D-BGR-091,Pak Misun,106.768633,-6.47445,BOGOR,TAJUR HALANG,106.7591896,-6.467830162,1930,6.327979235,No,,D-BGR-085-4
D-BGR-085-5-01-IN,BOGOR,FA,BR,500,500,D-BGR-093,Pak Maman,106.776933,-6.47795,BOGOR,TAJUR HALANG,106.7591896,-6.467830162,1930,6.327979235,No,,D-BGR-085-5
D-BGR-085-6-01-IN,BOGOR,FA,BR,1500,10500,D-BGR-095,TRI HARDIYANTO,106.764783,-6.480733,BOGOR,TAJUR HALANG,106.7591896,-6.467830162,1930,6.327979235,No,,D-BGR-085-6
D-BGR-088-1-01-IN,BOGOR,FA,BR,300,300,D-BGR-088,MMC (MM Chicken),106.778133,-6.491633,BOGOR,TAJUR HALANG,106.7591896,-6.467830162,1930,5.841914448,No,,D-BGR-088-1
D-BGR-088-2-01-IN,BOGOR,FA,BR,1000,7000,D-BGR-089,cv Nagra chicken,106.784067,-6.4856,BOGOR,TAJUR HALANG,106.7591896,-6.467830162,1930,5.841914448,No,,D-BGR-088-2
D-BGR-088-2-02-IN,BOGOR,Br,BR,4000,4000,D-BGR-089,cv Nagra chicken,106.784067,-6.4856,BOGOR,TAJUR HALANG,106.7591896,-6.467830162,1930,5.841914448,No,,D-BGR-088-2
D-BGR-088-2-03-IN,JAKARTA UTARA,Br,BR,1500,10500,D-BGR-089,cv Nagra chicken,106.784067,-6.4856,BOGOR,TAJUR HALANG,106.7591896,-6.467830162,1930,40.91381954,No,,D-BGR-088-2
D-BGR-092-3-01-IN,BOGOR,FA,AK,20,140,D-BGR-097,pak amil/kimi,106.771933,-6.473867,BOGOR,TAJUR HALANG,106.7591896,-6.467830162,1930,6.940818931,No,,D-BGR-092-3
D-BGR-096-1-01-IN,KOTA DEPOK,Br,BR,70,490,D-BGR-096,pak munijo,106.7813,-6.500502,BOGOR,TAJUR HALANG,106.7591896,-6.467830162,1930,12.07949997,No,,D-BGR-096-1
D-BGR-098-1-01-IN,BOGOR,FA,BR,5,5,D-BGR-098,ASMAN,106.7556,-6.472467,BOGOR,TAJUR HALANG,106.7591896,-6.467830162,1930,6.360340062,No,,D-BGR-098-1
D-BGR-098-1-02-IN,BOGOR,FA,AK,10,10,D-BGR-098,ASMAN,106.7556,-6.472467,BOGOR,TAJUR HALANG,106.7591896,-6.467830162,1930,6.360340062,No,,D-BGR-098-1
D-BGR-098-1-03-IN,BOGOR,FA,LA,6,6,D-BGR-098,ASMAN,106.7556,-6.472467,BOGOR,TAJUR HALANG,106.7591896,-6.467830162,1930,6.360340062,No,,D-BGR-098-1
D-BGR-098-2-01-IN,BOGOR,FA,BR,5,5,D-BGR-099,NAAM,106.75605,-6.4726,BOGOR,TAJUR HALANG,106.7591896,-6.467830162,1930,6.360340062,No,,D-BGR-098-2
D-BGR-098-2-02-IN,BOGOR,FA,AK,10,10,D-BGR-099,NAAM,106.75605,-6.4726,BOGOR,TAJUR HALANG,106.7591896,-6.467830162,1930,6.360340062,No,,D-BGR-098-2
D-BGR-104-1-01-IN,KOTA DEPOK,Br,BR,35,245,D-BGR-104,pak mono,106.775433,-6.455567,BOGOR,TAJUR HALANG,106.7591896,-6.467830162,1930,7.979728947,No,,D-BGR-104-1
D-BGR-105-1-01-IN,LAMPUNG SELATAN,Br,BR,1700,5100,D-BGR-105,MST GROUP,107.2483549,-6.250873707,BOGOR,BOJONG GEDE,106.7919676,-6.47750627,1929,,No,,D-BGR-105-1
D-BGR-105-1-02-IN,CIANJUR,Br,BR,1700,2266.6661,D-BGR-105,MST GROUP,107.2483549,-6.250873707,BOGOR,BOJONG GEDE,106.7919676,-6.47750627,1929,,No,,D-BGR-105-1
D-BGR-105-1-03-IN,BANDUNG,Br,BR,1700,2266.6661,D-BGR-105,MST GROUP,107.2483549,-6.250873707,BOGOR,BOJONG GEDE,106.7919676,-6.47750627,1929,,No,,D-BGR-105-1
D-BGR-105-1-04-IN,SUKABUMI,Br,BR,1700,2266.6661,D-BGR-105,MST GROUP,107.2483549,-6.250873707,BOGOR,BOJONG GEDE,106.7919676,-6.47750627,1929,,No,,D-BGR-105-1
D-BGR-106-1-01-IN,CIANJUR,FA,BR,500,1500,D-BGR-106,KEMBAR AB,106.798233,-6.45225,BOGOR,BOJONG GEDE,106.7919676,-6.47750627,1929,84.58232646,No,,D-BGR-106-1
D-BGR-106-1-02-IN,SUKABUMI,,BR,500,2000,D-BGR-106,KEMBAR AB,106.798233,-6.45225,BOGOR,BOJONG GEDE,106.7919676,-6.47750627,1929,68.86254895,No,,D-BGR-106-1
D-BGR-109-1-01-IN,BOGOR,Br,BR,600,4200,D-BGR-109,AGUS SUTRISNO,106.7811,-6.50225,BOGOR,BOJONG GEDE,106.7919676,-6.47750627,1929,5.388020961,No,,D-BGR-109-1
D-BGR-110-1-01-IN,BOGOR,CY,BR,150,1050,D-BGR-110,MOHAMMAD IMAM,106.799917,-6.45405,BOGOR,BOJONG GEDE,106.7919676,-6.47750627,1929,10.52040892,No,,D-BGR-110-1
D-BGR-114-1-01-IN,KOTA DEPOK,CY,BR,60,420,D-BGR-114,H. REHAN,107.2483549,-6.250873707,BOGOR,BOJONG GEDE,106.7919676,-6.47750627,1929,,No,,D-BGR-114-1
D-BGR-117-1-01-IN,BOGOR,CY,BR,150,900,D-BGR-117,ASEP,107.2483549,-6.250873707,BOGOR,BOJONG GEDE,106.7919676,-6.47750627,1929,9.726076336,No,,D-BGR-117-1
D-BGR-117-1-02-IN,KOTA DEPOK,CY,BR,150,150,D-BGR-117,ASEP,107.2483549,-6.250873707,BOGOR,BOJONG GEDE,106.7919676,-6.47750627,1929,7.37634602,No,,D-BGR-117-1
D-BGR-117-2-01-IN,BOGOR,CY,BR,160,480,D-BGR-118,BAPAK NAHROWI,106.795983,-6.46015,BOGOR,BOJONG GEDE,106.7919676,-6.47750627,1929,9.726076336,No,,D-BGR-117-2
D-BGR-117-3-01-IN,BOGOR,Br,BR,250,750,D-BGR-119,ATENG,107.2483549,-6.250873707,BOGOR,BOJONG GEDE,106.7919676,-6.47750627,1929,9.726076336,No,,D-BGR-117-3
D-BGR-117-3-02-IN,BOGOR,CY,BR,250,500,D-BGR-119,ATENG,107.2483549,-6.250873707,BOGOR,BOJONG GEDE,106.7919676,-6.47750627,1929,9.726076336,No,,D-BGR-117-3
D-BGR-117-3-03-IN,KOTA DEPOK,LBM,BR,250,500,D-BGR-119,ATENG,107.2483549,-6.250873707,BOGOR,BOJONG GEDE,106.7919676,-6.47750627,1929,7.37634602,No,,D-BGR-117-3
D-BGR-117-4-01-IN,JAKARTA PUSAT,Br,BR,100,700,D-BGR-120,DUDI,107.2483549,-6.250873707,BOGOR,BOJONG GEDE,106.7919676,-6.47750627,1929,30.79762989,No,,D-BGR-117-4
D-BGR-121-3-01-IN,BOGOR,Br,BR,105,735,D-BGR-124,BAPAK KURTUBI,107.2483549,-6.250873707,BOGOR,BOJONG GEDE,106.7919676,-6.47750627,1929,,No,,D-BGR-121-3
D-BGR-125-1-01-IN,BOGOR,FA,BR,300,900,D-BGR-125,MENTARI,106.793,-6.499917,BOGOR,BOJONG GEDE,106.7919676,-6.47750627,1929,,No,,D-BGR-125-1
D-BGR-125-1-02-IN,BOGOR,CY,BR,300,900,D-BGR-125,MENTARI,106.793,-6.499917,BOGOR,BOJONG GEDE,106.7919676,-6.47750627,1929,,No,,D-BGR-125-1
D-BGR-126-1-01-IN,BOGOR,Br,BR,120,279.99996,D-BGR-126,CECE SYARIFUDIN,106.79555,-6.487267,BOGOR,BOJONG GEDE,106.7919676,-6.47750627,1929,7.647595035,No,,D-BGR-126-1
D-BGR-126-1-02-IN,SUKABUMI,Br,BR,120,279.99996,D-BGR-126,CECE SYARIFUDIN,106.79555,-6.487267,BOGOR,BOJONG GEDE,106.7919676,-6.47750627,1929,65.0349776,No,,D-BGR-126-1
D-BGR-126-1-03-IN,TANGERANG,Br,BR,120,279.99996,D-BGR-126,CECE SYARIFUDIN,106.79555,-6.487267,BOGOR,BOJONG GEDE,106.7919676,-6.47750627,1929,46.16723591,No,,D-BGR-126-1
D-BGR-126-1-04-IN,BOGOR,CY,BR,20,140,D-BGR-126,CECE SYARIFUDIN,106.79555,-6.487267,BOGOR,BOJONG GEDE,106.7919676,-6.47750627,1929,7.647595035,No,,D-BGR-126-1
D-BGR-129-1-01-IN,PURWAKARTA,FA,BR,800,2800,D-BGR-129,CV MANDIRI,106.9575,-6.402267,BOGOR,CILEUNGSI,106.9961522,-6.409775022,1924,57.17276275,No,,D-BGR-129-1
D-BGR-129-1-02-IN,CIANJUR,FA,BR,800,2800,D-BGR-129,CV MANDIRI,106.9575,-6.402267,BOGOR,CILEUNGSI,106.9961522,-6.409775022,1924,82.93368866,No,,D-BGR-129-1
D-BGR-130-1-01-IN,BOGOR,FA,BR,1800,12600,D-BGR-130,BAPAK PARNO,106.959133,-6.401367,BOGOR,CILEUNGSI,106.9961522,-6.409775022,1924,28.15900907,No,,D-BGR-130-1
D-BGR-131-1-01-IN,BOGOR,Br,BR,1000,5000,D-BGR-131,PD HMS,106.964483,-6.411433,BOGOR,CILEUNGSI,106.9961522,-6.409775022,1924,28.16507497,No,,D-BGR-131-1
D-BGR-132-1-01-IN,BOGOR,Br,BR,600,4200,D-BGR-132,CV BUNGA PRAM,106.955667,-6.40485,BOGOR,CILEUNGSI,106.9961522,-6.409775022,1924,27.63394932,No,,D-BGR-132-1
D-BGR-134-1-01-IN,CIANJUR,FA,BR,1000,5000,D-BGR-134,PEMOTONGAN KIKI,106.874533,-6.49815,BOGOR,CITEUREUP,106.8925285,-6.524802503,1927,,No,,D-BGR-134-1
D-BGR-134-1-02-IN,SUKABUMI,FA,BR,4000,20000,D-BGR-134,PEMOTONGAN KIKI,106.874533,-6.49815,BOGOR,CITEUREUP,106.8925285,-6.524802503,1927,,No,,D-BGR-134-1
D-BGR-134-1-03-IN,BOGOR,FA,BR,1000,5000,D-BGR-134,PEMOTONGAN KIKI,106.874533,-6.49815,BOGOR,CITEUREUP,106.8925285,-6.524802503,1927,,No,,D-BGR-134-1
D-BGR-138-1-01-IN,BOGOR,CY,BR,250,250,D-BGR-138,Alatas,106.972033,-6.455117,BOGOR,KELAPA NUNGGAL,106.955215,-6.48315882,1925,27.14867315,No,,D-BGR-138-1
D-BGR-140-1-01-IN,BOGOR,Br,BR,150,150,D-BGR-140,BAPAK EMUS/MUSLIHAT,106.861383,-6.677717,BOGOR,CIAWI,106.8937457,-6.70953511,1915,21.18584052,No,,D-BGR-140-1
D-BGR-163-1-01-IN,BOGOR,CY,BR,200,600,D-BGR-163,USAHA MANDIRI,106.78395,-6.745717,BOGOR,CIGOMBONG,106.8139123,-6.745841064,1913,24.20845973,No,,D-BGR-163-1
D-BGR-163-1-02-IN,CIANJUR,CY,BR,200,400,D-BGR-163,USAHA MANDIRI,106.78395,-6.745717,BOGOR,CIGOMBONG,106.8139123,-6.745841064,1913,59.54314581,No,,D-BGR-163-1
D-BGR-171-1-01-IN,LEBAK,FA,BR,200,800,D-BGR-171,WANDI,106.641533,-6.609,BOGOR,LEUWILIANG,106.6093508,-6.639782343,1903,48.14346206,No,,D-BGR-171-1
D-BGR-171-1-02-IN,BOGOR,FA,BR,200,600,D-BGR-171,WANDI,106.641533,-6.609,BOGOR,LEUWILIANG,106.6093508,-6.639782343,1903,14.13319461,No,,D-BGR-171-1
