movement_id,origin_district,type,species,number,weekly_volume,destination_code,destination_name,destination_x,destination_y,destination_district,destination_subdistrict,point_x_subdistrict_destination,point_y_subdistrict_destination,object_id_subdistrict_destination,in_km_distance_origin_district_destination,destination_in_cluster,destination_cluster_name,cy_id
D-TGR-050-1-01-IN,SERANG,Br,BR,2000,7000,D-TGR-050,TPNU BAPAK UWENG,106.519933,-6.23075,TANGERANG,CIKUPA,106.5162132,-6.21790219,3915,,No,,D-TGR-050-1
D-TGR-050-1-02-IN,PANDEGLANG,Br,BR,2000,7000,D-TGR-050,TPNU BAPAK UWENG,106.519933,-6.23075,TANGERANG,CIKUPA,106.5162132,-6.21790219,3915,,No,,D-TGR-050-1
D-TGR-051-1-01-IN,SERANG,FA,BR,600,900,D-TGR-051,TPNU BAPAK ISBAR,106.48825,-6.214483,TANGERANG,CIKUPA,106.5162132,-6.21790219,3915,,No,,D-TGR-051-1
D-TGR-051-1-02-IN,TANGERANG,FA,BR,600,900,D-TGR-051,TPNU BAPAK ISBAR,106.48825,-6.214483,TANGERANG,CIKUPA,106.5162132,-6.21790219,3915,,No,,D-TGR-051-1
D-TGR-055-1-01-IN,KOTA TANGERANG,CY,BR,1000,7000,D-TGR-055,CV. SUMBER REJEKY,107.2483549,-6.250873707,TANGERANG,KOSAMBI,106.6882081,-6.0768869,3939,,No,,D-TGR-055-1
D-TGR-056-1-01-IN,TANGERANG,FA,BR,1000,4000,D-TGR-056,CAHAYA BARU,106.642167,-6.110917,TANGERANG,KOSAMBI,106.6882081,-6.0768869,3939,15.46684543,No,,D-TGR-056-1
D-TGR-056-1-02-IN,TANGERANG,,BR,1000,2000,D-TGR-056,CAHAYA BARU,106.642167,-6.110917,TANGERANG,KOSAMBI,106.6882081,-6.0768869,3939,15.46684543,No,,D-TGR-056-1
D-TGR-060-1-01-IN,TANGERANG,FA,BR,1000,4000,D-TGR-060,MIHADI,106.572433,-6.30615,TANGERANG,LEGOK,106.5653349,-6.304274954,3919,15.62501251,No,,D-TGR-060-1
D-TGR-060-1-02-IN,SERANG,FA,BR,1000,2000,D-TGR-060,MIHADI,106.572433,-6.30615,TANGERANG,LEGOK,106.5653349,-6.304274954,3919,59.6527163,No,,D-TGR-060-1
D-TGR-060-1-03-IN,KOTA SUKABUMI,FA,BR,1000,1000,D-TGR-060,MIHADI,106.572433,-6.30615,TANGERANG,LEGOK,106.5653349,-6.304274954,3919,79.63787334,No,,D-TGR-060-1
D-TGR-061-1-01-IN,BOGOR,FA,BR,500,3500,D-TGR-061,CIRCU MANDIRI BAROKAH,106.57255,-6.3148,TANGERANG,LEGOK,106.5653349,-6.304274954,3919,29.97991428,No,,D-TGR-061-1
D-TGR-061-1-02-IN,TANGERANG,FA,BR,300,2100,D-TGR-061,CIRCU MANDIRI BAROKAH,106.57255,-6.3148,TANGERANG,LEGOK,106.5653349,-6.304274954,3919,16.50618859,No,,D-TGR-061-1
D-TGR-063-3-01-IN,LEBAK,Br,BR,1500,1500,D-TGR-066,ISWAN,106.466467,-6.267633,TANGERANG,TIGARAKSA,106.4672718,-6.265799785,3913,49.80294487,No,,D-TGR-063-3
D-TGR-063-3-02-IN,TANGERANG,Br,BR,1500,1500,D-TGR-066,ISWAN,106.466467,-6.267633,TANGERANG,TIGARAKSA,106.4672718,-6.265799785,3913,11.75925554,No,,D-TGR-063-3
D-TGR-063-3-03-IN,SERANG,FA,BR,1500,3000,D-TGR-066,ISWAN,106.466467,-6.267633,TANGERANG,TIGARAKSA,106.4672718,-6.265799785,3913,47.07303639,No,,D-TGR-063-3
D-TGR-067-1-01-IN,TANGERANG,LC,AK,5,35,D-TGR-067,SUARJA,106.463983,-6.110783,TANGERANG,KEMIRI,109.9043833,-7.647859158,2656,9.252424652,No,,D-TGR-067-1
D-TGR-067-1-02-IN,TANGERANG,LC,DU,5,35,D-TGR-067,SUARJA,106.463983,-6.110783,TANGERANG,KEMIRI,109.9043833,-7.647859158,2656,9.252424652,No,,D-TGR-067-1
D-TGR-068-1-01-IN,TANGERANG,LBM,AK,5,35,D-TGR-068,TPNU BAPAK MADRASAH,106.4571,-6.120733,TANGERANG,KEMIRI,109.9043833,-7.647859158,2656,,No,,D-TGR-068-1
D-TGR-068-1-02-IN,TANGERANG,LBM,DU,6,42,D-TGR-068,TPNU BAPAK MADRASAH,106.4571,-6.120733,TANGERANG,KEMIRI,109.9043833,-7.647859158,2656,,No,,D-TGR-068-1
D-TGR-070-1-01-IN,TANGERANG,FA,AK,10,50,D-TGR-070,TPNU BAPAK TIRJO,106.45685,-6.119317,TANGERANG,KEMIRI,109.9043833,-7.647859158,2656,,No,,D-TGR-070-1
D-TGR-070-1-02-IN,TANGERANG,FA,DU,5,25,D-TGR-070,TPNU BAPAK TIRJO,106.45685,-6.119317,TANGERANG,KEMIRI,109.9043833,-7.647859158,2656,,No,,D-TGR-070-1
D-TGR-080-1-01-IN,BOGOR,FA,BR,200,1400,D-TGR-080,TUGIMIN,106.73635,-6.3149,KOTA TANGERANG SELATAN,PAMULANG,106.7388451,-6.339349381,3997,23.35137937,No,,D-TGR-080-1
D-TGR-205-1-01-IN,BOGOR,Br,BR,450,1049.99985,D-TGR-205,AJA,106.468117,-6.088517,TANGERANG,KEMIRI,109.9043833,-7.647859158,2656,56.94440184,No,,D-TGR-205-1
D-TGR-205-1-02-IN,TANGERANG,Br,BR,450,1049.99985,D-TGR-205,AJA,106.468117,-6.088517,TANGERANG,KEMIRI,109.9043833,-7.647859158,2656,10.94997125,No,,D-TGR-205-1
D-TGR-205-1-03-IN,SERANG,Br,BR,450,1049.99985,D-TGR-205,AJA,106.468117,-6.088517,TANGERANG,KEMIRI,109.9043833,-7.647859158,2656,45.50774005,No,,D-TGR-205-1
D-TGR-205-1-04-IN,,CY,BR,100,700,D-TGR-205,AJA,106.468117,-6.088517,TANGERANG,KEMIRI,109.9043833,-7.647859158,2656,,No,,D-TGR-205-1
D-TGR-205-1-05-IN,,CY,BR,165,1155,D-TGR-205,AJA,106.468117,-6.088517,TANGERANG,KEMIRI,109.9043833,-7.647859158,2656,,No,,D-TGR-205-1
D-TGR-205-1-06-IN,,CY,BR,85,595,D-TGR-205,AJA,106.468117,-6.088517,TANGERANG,KEMIRI,109.9043833,-7.647859158,2656,,No,,D-TGR-205-1
D-TGR-206-1-01-IN,TANGERANG,,BR,150,600,D-TGR-206,IYUM,106.45605,-6.110783,TANGERANG,KEMIRI,109.9043833,-7.647859158,2656,9.86201255,No,,D-TGR-206-1
D-TGR-207-1-01-IN,SERANG,FA,BR,500,1750,D-TGR-207,SUMBER MAKMUR,106.59415,-6.06765,TANGERANG,PAKUHAJI,106.6063142,-6.058405097,3937,,No,,D-TGR-207-1
D-TGR-207-1-02-IN,TANGERANG,FA,BR,500,1750,D-TGR-207,SUMBER MAKMUR,106.59415,-6.06765,TANGERANG,PAKUHAJI,106.6063142,-6.058405097,3937,,No,,D-TGR-207-1
D-TGR-208-1-01-IN,TANGERANG,FA,BR,1000,4000,D-TGR-208,MILA JAYA,106.597783,-6.0689,TANGERANG,PAKUHAJI,106.6063142,-6.058405097,3937,,No,,D-TGR-208-1
D-TGR-208-1-02-IN,TANGERANG,FA,BR,1000,3000,D-TGR-208,MILA JAYA,106.597783,-6.0689,TANGERANG,PAKUHAJI,106.6063142,-6.058405097,3937,,No,,D-TGR-208-1
D-TGR-209-1-01-IN,TANGERANG,Br,BR,600,600,D-TGR-209,SRI JAYA,106.6083,-6.088883,TANGERANG,PAKUHAJI,106.6063142,-6.058405097,3937,,No,,D-TGR-209-1
D-TGR-209-1-02-IN,TANGERANG,FA,BR,600,3000,D-TGR-209,SRI JAYA,106.6083,-6.088883,TANGERANG,PAKUHAJI,106.6063142,-6.058405097,3937,,No,,D-TGR-209-1
D-TGR-210-1-01-IN,KOTA SURAKARTA,Br,LA,625,625,D-TGR-210,ENJUN/JUNAEDI,106.5914,-6.09095,TANGERANG,SEPATAN,106.5799517,-6.118942307,3935,500.3137518,No,,D-TGR-210-1
D-TGR-210-1-02-IN,BOGOR,FA,LA,52,52,D-TGR-210,ENJUN/JUNAEDI,106.5914,-6.09095,TANGERANG,SEPATAN,106.5799517,-6.118942307,3935,50.65737803,No,,D-TGR-210-1
D-TGR-210-2-01-IN,TANGERANG,CY,LA,48,48,D-TGR-211,PAHMI YUDA (PAHMI YUDIN),106.590033,-6.089283,TANGERANG,SEPATAN,106.5799517,-6.118942307,3935,12.22176771,No,,D-TGR-210-2
D-TGR-212-1-01-IN,CIANJUR,FA,DU,500,1000,D-TGR-212,TEA / TEHA,106.575183,-6.11505,TANGERANG,SEPATAN,106.5799517,-6.118942307,3935,128.960152,No,,D-TGR-212-1
D-TGR-212-1-02-IN,GARUT,FA,DU,500,1000,D-TGR-212,TEA / TEHA,106.575183,-6.11505,TANGERANG,SEPATAN,106.5799517,-6.118942307,3935,192.182806,No,,D-TGR-212-1
D-TGR-212-1-03-IN,INDRAMAYU,Br,DU,450,450,D-TGR-212,TEA / TEHA,106.575183,-6.11505,TANGERANG,SEPATAN,106.5799517,-6.118942307,3935,182.0860429,No,,D-TGR-212-1
D-TGR-212-1-04-IN,KOTA SURABAYA,Br,DU,450,450,D-TGR-212,TEA / TEHA,106.575183,-6.11505,TANGERANG,SEPATAN,106.5799517,-6.118942307,3935,700.0226284,No,,D-TGR-212-1
D-TGR-212-1-05-IN,PATI,Br,DU,450,450,D-TGR-212,TEA / TEHA,106.575183,-6.11505,TANGERANG,SEPATAN,106.5799517,-6.118942307,3935,504.7514855,No,,D-TGR-212-1
D-TGR-212-1-06-IN,PATI,FA,DU,500,1000,D-TGR-212,TEA / TEHA,106.575183,-6.11505,TANGERANG,SEPATAN,106.5799517,-6.118942307,3935,504.7514855,No,,D-TGR-212-1
D-TGR-212-1-07-IN,TANGERANG,FA,DU,500,1000,D-TGR-212,TEA / TEHA,106.575183,-6.11505,TANGERANG,SEPATAN,106.5799517,-6.118942307,3935,9.056093509,No,,D-TGR-212-1
D-TGR-213-1-01-IN,SERANG,Br,BR,1000,3500,D-TGR-213,AMRIN,106.641767,-6.0638,TANGERANG,TELUKNAGA,106.6596501,-6.051626995,3938,65.13016575,No,,D-TGR-213-1
D-TGR-213-1-02-IN,BOGOR,Br,BR,1000,3500,D-TGR-213,AMRIN,106.641767,-6.0638,TANGERANG,TELUKNAGA,106.6596501,-6.051626995,3938,51.98767654,No,,D-TGR-213-1
D-TGR-214-1-01-IN,TANGERANG,FA,BR,500,2500,D-TGR-214,RICO AKBARI,106.644783,-6.065233,TANGERANG,TELUKNAGA,106.6596501,-6.051626995,3938,18.48212089,No,,D-TGR-214-1
D-TGR-214-1-02-IN,SERANG,FA,BR,500,1000,D-TGR-214,RICO AKBARI,106.644783,-6.065233,TANGERANG,TELUKNAGA,106.6596501,-6.051626995,3938,65.44519658,No,,D-TGR-214-1
D-TGR-215-1-01-IN,BOGOR,FA,BR,1000,2333.333,D-TGR-215,DILAH SAKTI MANDIRI,106.6588,-6.08645,TANGERANG,TELUKNAGA,106.6596501,-6.051626995,3938,,No,,D-TGR-215-1
D-TGR-215-1-02-IN,SERANG,FA,BR,1000,2333.333,D-TGR-215,DILAH SAKTI MANDIRI,106.6588,-6.08645,TANGERANG,TELUKNAGA,106.6596501,-6.051626995,3938,,No,,D-TGR-215-1
D-TGR-215-1-03-IN,TANGERANG,FA,BR,1000,2333.333,D-TGR-215,DILAH SAKTI MANDIRI,106.6588,-6.08645,TANGERANG,TELUKNAGA,106.6596501,-6.051626995,3938,,No,,D-TGR-215-1
D-TGR-216-1-01-IN,TANGERANG,FA,BR,300,2100,D-TGR-216,TPNU DARMINTO,106.521733,-6.128933,TANGERANG,RAJEG,106.5102675,-6.116067473,3934,,No,,D-TGR-216-1
D-TGR-216-1-02-IN,TANGERANG,FA,BR,200,1400,D-TGR-216,TPNU DARMINTO,106.521733,-6.128933,TANGERANG,RAJEG,106.5102675,-6.116067473,3934,,No,,D-TGR-216-1
D-TGR-216-1-03-IN,SERANG,FA,BR,300,2100,D-TGR-216,TPNU DARMINTO,106.521733,-6.128933,TANGERANG,RAJEG,106.5102675,-6.116067473,3934,,No,,D-TGR-216-1
D-TGR-217-1-01-IN,TANGERANG,LBM,BR,750,5250,D-TGR-217,RESTU IBU APANG CS,106.541283,-6.086017,TANGERANG,MAUK,106.5192433,-6.05630345,3931,9.978499063,No,,D-TGR-217-1
D-TGR-218-1-01-IN,SERANG,FA,BR,1000,2000,D-TGR-218,H.SAYUTI,106.575283,-6.277033,TANGERANG,LEGOK,106.5653349,-6.304274954,3919,59.07221525,No,,D-TGR-218-1
D-TGR-218-1-02-IN,TANGERANG,FA,BR,1000,2000,D-TGR-218,H.SAYUTI,106.575283,-6.277033,TANGERANG,LEGOK,106.5653349,-6.304274954,3919,12.90134227,No,,D-TGR-218-1
D-TGR-221-1-01-IN,TANGERANG,LC,AK,50,350,D-TGR-221,BOAN,106.644383,-6.065033,TANGERANG,TELUKNAGA,106.6596501,-6.051626995,3938,18.46207976,No,,D-TGR-221-1
D-TGR-225-1-01-IN,TANGERANG,LC,DU,10,70,D-TGR-225,PANGKALAN RUMIN,106.645817,-6.065517,TANGERANG,TELUKNAGA,106.6596501,-6.051626995,3938,,No,,D-TGR-225-1
D-TGR-225-1-02-IN,TANGERANG,LC,DU,10,70,D-TGR-225,PANGKALAN RUMIN,106.645817,-6.065517,TANGERANG,TELUKNAGA,106.6596501,-6.051626995,3938,,No,,D-TGR-225-1
D-TGR-225-1-03-IN,TANGERANG,LC,DU,10,70,D-TGR-225,PANGKALAN RUMIN,106.645817,-6.065517,TANGERANG,TELUKNAGA,106.6596501,-6.051626995,3938,,No,,D-TGR-225-1
D-TGR-225-1-04-IN,TANGERANG,LC,DU,10,70,D-TGR-225,PANGKALAN RUMIN,106.645817,-6.065517,TANGERANG,TELUKNAGA,106.6596501,-6.051626995,3938,,No,,D-TGR-225-1
D-TGR-225-1-05-IN,TANGERANG,LC,DU,10,70,D-TGR-225,PANGKALAN RUMIN,106.645817,-6.065517,TANGERANG,TELUKNAGA,106.6596501,-6.051626995,3938,,No,,D-TGR-225-1
D-TGR-225-1-06-IN,TANGERANG,LC,DU,10,70,D-TGR-225,PANGKALAN RUMIN,106.645817,-6.065517,TANGERANG,TELUKNAGA,106.6596501,-6.051626995,3938,,No,,D-TGR-225-1
D-TGR-250-1-01-IN,KARAWANG,FA,BR,1800,5400,D-TGR-250,PETRA FOOD,106.64765,-6.233033,KOTA TANGERANG SELATAN,SERPONG UTARA,106.6628942,-6.253401818,4001,79.09220745,No,,D-TGR-250-1
D-TGR-250-1-02-IN,CIAMIS,FA,BR,1800,5400,D-TGR-250,PETRA FOOD,106.64765,-6.233033,KOTA TANGERANG SELATAN,SERPONG UTARA,106.6628942,-6.253401818,4001,242.2276128,No,,D-TGR-250-1
D-TGR-250-1-03-IN,PANDEGLANG,FA,BR,1800,3600,D-TGR-250,PETRA FOOD,106.64765,-6.233033,KOTA TANGERANG SELATAN,SERPONG UTARA,106.6628942,-6.253401818,4001,108.5524507,No,,D-TGR-250-1
D-TGR-250-1-04-IN,KARAWANG,FA,BR,1800,3600,D-TGR-250,PETRA FOOD,106.64765,-6.233033,KOTA TANGERANG SELATAN,SERPONG UTARA,106.6628942,-6.253401818,4001,79.09220745,No,,D-TGR-250-1
D-TGR-250-1-05-IN,BOGOR,FA,BR,1700,8500,D-TGR-250,PETRA FOOD,106.64765,-6.233033,KOTA TANGERANG SELATAN,SERPONG UTARA,106.6628942,-6.253401818,4001,33.92447992,No,,D-TGR-250-1
D-TGR-250-1-06-IN,INDRAMAYU,FA,BR,1600,1600,D-TGR-250,PETRA FOOD,106.64765,-6.233033,KOTA TANGERANG SELATAN,SERPONG UTARA,106.6628942,-6.253401818,4001,171.9164173,No,,D-TGR-250-1
D-TGR-250-1-07-IN,BREBES,FA,BR,1600,1600,D-TGR-250,PETRA FOOD,106.64765,-6.233033,KOTA TANGERANG SELATAN,SERPONG UTARA,106.6628942,-6.253401818,4001,270.7881783,No,,D-TGR-250-1
D-TGR-252-1-01-IN,SUKABUMI,Br,BR,3000,10500,D-TGR-252,HASNA BROILER,106.747833,-6.3567,KOTA TANGERANG SELATAN,PAMULANG,106.7388451,-6.339349381,3997,78.68053255,No,,D-TGR-252-1
D-TGR-252-1-02-IN,BOGOR,Br,BR,3000,10500,D-TGR-252,HASNA BROILER,106.747833,-6.3567,KOTA TANGERANG SELATAN,PAMULANG,106.7388451,-6.339349381,3997,18.79695196,No,,D-TGR-252-1
D-TGR-253-1-01-IN,SERANG,FA,BR,8400,25200,D-TGR-253,UD WALUYO,106.70535,-6.315383,KOTA TANGERANG SELATAN,SERPONG,106.6807927,-6.31125476,3996,74.22114958,No,,D-TGR-253-1
D-TGR-253-1-02-IN,TASIKMALAYA,FA,BR,8400,25200,D-TGR-253,UD WALUYO,106.70535,-6.315383,KOTA TANGERANG SELATAN,SERPONG,106.6807927,-6.31125476,3996,206.130246,No,,D-TGR-253-1
D-TGR-254-1-01-IN,SERANG,FA,BR,1200,2799.9996,D-TGR-254,MURTADO,106.754783,-6.314083,KOTA TANGERANG SELATAN,CIPUTAT TIMUR,106.7551332,-6.298505508,3999,,No,,D-TGR-254-1
D-TGR-254-1-02-IN,SUKABUMI,FA,BR,1200,2799.9996,D-TGR-254,MURTADO,106.754783,-6.314083,KOTA TANGERANG SELATAN,CIPUTAT TIMUR,106.7551332,-6.298505508,3999,,No,,D-TGR-254-1
D-TGR-254-1-03-IN,BOGOR,FA,BR,1200,2799.9996,D-TGR-254,MURTADO,106.754783,-6.314083,KOTA TANGERANG SELATAN,CIPUTAT TIMUR,106.7551332,-6.298505508,3999,,No,,D-TGR-254-1
D-TGR-255-1-01-IN,BOGOR,FA,BR,1500,10500,D-TGR-255,MARYONO (INTI SARI JAYA),106.745717,-6.302667,KOTA TANGERANG SELATAN,CIPUTAT,106.7253048,-6.308255148,3998,24.69123937,No,,D-TGR-255-1
D-TGR-255-1-02-IN,TANGERANG,FA,BR,1500,10500,D-TGR-255,MARYONO (INTI SARI JAYA),106.745717,-6.302667,KOTA TANGERANG SELATAN,CIPUTAT,106.7253048,-6.308255148,3998,29.03949658,No,,D-TGR-255-1
D-TGR-255-1-03-IN,SUKABUMI,FA,BR,1000,7000,D-TGR-255,MARYONO (INTI SARI JAYA),106.745717,-6.302667,KOTA TANGERANG SELATAN,CIPUTAT,106.7253048,-6.308255148,3998,84.56476424,No,,D-TGR-255-1
D-TGR-257-1-01-IN,PEKALONGAN,Br,BR,400,800,D-TGR-257,PRIMA YUDHA,106.70055,-6.3392,KOTA TANGERANG SELATAN,SERPONG,106.6807927,-6.31125476,3996,,No,,D-TGR-257-1
D-TGR-257-1-02-IN,SEMARANG,Br,BR,400,800,D-TGR-257,PRIMA YUDHA,106.70055,-6.3392,KOTA TANGERANG SELATAN,SERPONG,106.6807927,-6.31125476,3996,,No,,D-TGR-257-1
D-TGR-257-1-03-IN,LAMPUNG SELATAN,Br,BR,500,1500,D-TGR-257,PRIMA YUDHA,106.70055,-6.3392,KOTA TANGERANG SELATAN,SERPONG,106.6807927,-6.31125476,3996,,No,,D-TGR-257-1
D-TGR-258-1-01-IN,SUBANG,FA,BR,1300,2166.6671,D-TGR-258,ISMANTO,106.723933,-6.310817,KOTA TANGERANG SELATAN,CIPUTAT,106.7253048,-6.308255148,3998,,No,,D-TGR-258-1
D-TGR-258-1-02-IN,BOGOR,FA,BR,1300,2166.6671,D-TGR-258,ISMANTO,106.723933,-6.310817,KOTA TANGERANG SELATAN,CIPUTAT,106.7253048,-6.308255148,3998,,No,,D-TGR-258-1
D-TGR-258-1-03-IN,SERANG,FA,BR,1300,2166.6671,D-TGR-258,ISMANTO,106.723933,-6.310817,KOTA TANGERANG SELATAN,CIPUTAT,106.7253048,-6.308255148,3998,,No,,D-TGR-258-1
D-TGR-259-1-01-IN,BOGOR,FA,BR,200,600,D-TGR-259,JAKA,106.66565,-6.335,KOTA TANGERANG SELATAN,SETU,107.0377415,-6.363520234,2402,,No,,D-TGR-259-1
D-TGR-259-1-02-IN,TANGERANG,FA,BR,200,600,D-TGR-259,JAKA,106.66565,-6.335,KOTA TANGERANG SELATAN,SETU,107.0377415,-6.363520234,2402,,No,,D-TGR-259-1
D-TGR-259-1-03-IN,KOTA TANGERANG SELATAN,FA,AK,20,20,D-TGR-259,JAKA,106.66565,-6.335,KOTA TANGERANG SELATAN,SETU,107.0377415,-6.363520234,2402,,No,,D-TGR-259-1
D-TGR-260-1-01-IN,TANGERANG,FA,BR,3500,3500,D-TGR-260,TPNU IBU TINI,106.693283,-6.259167,KOTA TANGERANG SELATAN,PONDOK AREN,106.7117141,-6.266206208,4000,,No,,D-TGR-260-1
D-TGR-260-1-02-IN,BOGOR,FA,BR,3500,3500,D-TGR-260,TPNU IBU TINI,106.693283,-6.259167,KOTA TANGERANG SELATAN,PONDOK AREN,106.7117141,-6.266206208,4000,,No,,D-TGR-260-1
D-TGR-260-1-03-IN,SERANG,FA,BR,3500,3500,D-TGR-260,TPNU IBU TINI,106.693283,-6.259167,KOTA TANGERANG SELATAN,PONDOK AREN,106.7117141,-6.266206208,4000,,No,,D-TGR-260-1
D-TGR-260-2-01-IN,BOGOR,FA,BR,3500,3500,D-TGR-261,TPNU BAPAK SIDO,106.684467,-6.259433,KOTA TANGERANG SELATAN,PONDOK AREN,106.7117141,-6.266206208,4000,,No,,D-TGR-260-2
D-TGR-260-2-02-IN,TANGERANG,FA,BR,3500,3500,D-TGR-261,TPNU BAPAK SIDO,106.684467,-6.259433,KOTA TANGERANG SELATAN,PONDOK AREN,106.7117141,-6.266206208,4000,,No,,D-TGR-260-2
D-TGR-260-2-03-IN,SERANG,FA,BR,3500,3500,D-TGR-261,TPNU BAPAK SIDO,106.684467,-6.259433,KOTA TANGERANG SELATAN,PONDOK AREN,106.7117141,-6.266206208,4000,,No,,D-TGR-260-2
M-BGR-008-1-01-IN,BOGOR,FA,BR,10800,75600,M-BGR-008,RPU JAMBU RAYA,106.725717,-6.628767,KOTA BOGOR,BOGOR SELATAN,106.8135506,-6.644708922,2441,11.06611078,No,,M-BGR-008-1
M-BGR-008-1-02-IN,TASIKMALAYA,FA,BR,7200,50400,M-BGR-008,RPU JAMBU RAYA,106.725717,-6.628767,KOTA BOGOR,BOGOR SELATAN,106.8135506,-6.644708922,2441,184.6961552,No,,M-BGR-008-1
M-BGR-009-1-01-IN,BOGOR,FA,BR,600,2400,M-BGR-009,KARYA MUDA FARM,106.7737,-6.549483,KOTA BOGOR,TANAH SEREAL,106.7853767,-6.546404056,2446,4.372385677,No,,M-BGR-009-1
M-BGR-009-1-02-IN,BOGOR,FA,BR,600,1800,M-BGR-009,KARYA MUDA FARM,106.7737,-6.549483,KOTA BOGOR,TANAH SEREAL,106.7853767,-6.546404056,2446,4.372385677,No,,M-BGR-009-1
M-BGR-010-1-01-IN,BOGOR,FA,BR,500,500,M-BGR-010,BAPAK SUGENG ADRIANUS ADI,106.757817,-6.565217,KOTA BOGOR,BOGOR BARAT,106.7655424,-6.573271749,2445,4.452354317,No,,M-BGR-010-1
M-BGR-010-1-02-IN,BOGOR,FA,BR,500,500,M-BGR-010,BAPAK SUGENG ADRIANUS ADI,106.757817,-6.565217,KOTA BOGOR,BOGOR BARAT,106.7655424,-6.573271749,2445,4.452354317,No,,M-BGR-010-1
M-BGR-010-1-03-IN,BOGOR,FA,BR,500,500,M-BGR-010,BAPAK SUGENG ADRIANUS ADI,106.757817,-6.565217,KOTA BOGOR,BOGOR BARAT,106.7655424,-6.573271749,2445,4.452354317,No,,M-BGR-010-1
M-BGR-011-1-01-IN,BOGOR,FA,AK,600,1200,M-BGR-011,NAWAWI,106.82745,-6.6753,KOTA BOGOR,BOGOR SELATAN,106.8135506,-6.644708922,2441,18.75618384,No,,M-BGR-011-1
M-BGR-011-1-02-IN,BOGOR,FA,BR,100,100,M-BGR-011,NAWAWI,106.82745,-6.6753,KOTA BOGOR,BOGOR SELATAN,106.8135506,-6.644708922,2441,18.75618384,No,,M-BGR-011-1
M-BGR-011-1-03-IN,BOGOR,FA,DU,600,1200,M-BGR-011,NAWAWI,106.82745,-6.6753,KOTA BOGOR,BOGOR SELATAN,106.8135506,-6.644708922,2441,18.75618384,No,,M-BGR-011-1
M-BGR-011-1-04-IN,BOGOR,Br,LA,600,0,M-BGR-011,NAWAWI,106.82745,-6.6753,KOTA BOGOR,BOGOR SELATAN,106.8135506,-6.644708922,2441,18.75618384,No,,M-BGR-011-1
M-BGR-012-1-01-IN,BOGOR,FA,BR,1000,7000,M-BGR-012,H.DARNO,106.793967,-6.571967,KOTA BOGOR,TANAH SEREAL,106.7853767,-6.546404056,2446,7.644585384,No,,M-BGR-012-1
M-BGR-013-1-01-IN,SUKABUMI,Br,LA,300,600,M-BGR-013,Pak H Ahmad,106.801117,-6.60365,KOTA BOGOR,BOGOR TENGAH,106.7980996,-6.593767797,2444,52.62515353,No,,M-BGR-013-1
M-BGR-014-1-01-IN,BOGOR,FA,AK,20,60,M-BGR-014,H.IYUL,106.788033,-6.5849,KOTA BOGOR,BOGOR TENGAH,106.7980996,-6.593767797,2444,8.142363517,No,,M-BGR-014-1
M-BGR-014-1-02-IN,BOGOR,FA,AK,20,140,M-BGR-014,H.IYUL,106.788033,-6.5849,KOTA BOGOR,BOGOR TENGAH,106.7980996,-6.593767797,2444,8.142363517,No,,M-BGR-014-1
M-BGR-014-1-03-IN,BOGOR,LC,AK,5,35,M-BGR-014,H.IYUL,106.788033,-6.5849,KOTA BOGOR,BOGOR TENGAH,106.7980996,-6.593767797,2444,8.142363517,No,,M-BGR-014-1
M-BGR-015-1-01-IN,KOTA BOGOR,LC,AK,30,60,M-BGR-015,Herman,106.77795,-6.593783,KOTA BOGOR,BOGOR BARAT,106.7655424,-6.573271749,2445,2.420640623,No,,M-BGR-015-1
M-BGR-015-1-02-IN,KOTA BOGOR,FA,AK,40,40,M-BGR-015,Herman,106.77795,-6.593783,KOTA BOGOR,BOGOR BARAT,106.7655424,-6.573271749,2445,2.420640623,No,,M-BGR-015-1
M-BGR-016-1-01-IN,SUKABUMI,FA,BR,1000,1000,M-BGR-016,BEBEN,106.7761,-6.548467,KOTA BOGOR,TANAH SEREAL,106.7853767,-6.546404056,2446,58.10814928,No,,M-BGR-016-1
M-BGR-016-1-02-IN,BOGOR,FA,BR,1000,1000,M-BGR-016,BEBEN,106.7761,-6.548467,KOTA BOGOR,TANAH SEREAL,106.7853767,-6.546404056,2446,4.549596441,No,,M-BGR-016-1
M-BKS-002-1-01-IN,BOGOR,FA,BR,500,3500,M-BKS-002-CY,CV. SEKAR PUTRA HARAPAN/ B. TRIYANTI,106.928,-6.3601,KOTA BEKASI,JATISAMPURNA,106.9248119,-6.364891964,2490,27.92844362,No,,M-BKS-002-1
M-BKS-007-1-01-IN,KOTA BEKASI,CY,BR,50,350,M-BKS-007-CY,PASAR JAMBLANG,106.9639,-6.259983,KOTA BEKASI,BEKASI SELATAN,106.9776484,-6.258056534,2497,2.576532863,No,,M-BKS-007-1
M-BKS-007-1-02-IN,KOTA BEKASI,Br,AK,10,70,M-BKS-007-CY,PASAR JAMBLANG,106.9639,-6.259983,KOTA BEKASI,BEKASI SELATAN,106.9776484,-6.258056534,2497,2.576532863,No,,M-BKS-007-1
M-BKS-008-1-01-IN,KOTA BEKASI,CY,BR,250,1750,M-BKS-008,TONO,106.934517,-6.304717,KOTA BEKASI,PONDOKMELATI,,,,5.521826882,No,,M-BKS-008-1
M-BKS-008-6-01-IN,SEMARANG,Br,BR,3000,10500,M-BKS-013,MURNI CHICKEN,106.91105,-6.289883,KOTA BEKASI,PONDOKMELATI,,,,410.3632399,No,,M-BKS-008-6
